input_id	comparison_id	input_category	tool_a	tool_b	top_10_jaccard	top_25_jaccard	fdr05_overlap_jaccard	fdr01_overlap_jaccard	spearman_full_rank	pearson_neglog10padj	direction_agreement
tcga_cancer__COAD_edgeR	COAD	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	1.0	1.0	1.0	1.0	0.9981888385336347	0.9991768828068022	1.0
tcga_cancer__COAD_limma	COAD	tcga_cancer	fgsea	gseapy_enrichr	0.5384615384615384	0.5151515151515151	0.25	0.25	0.5036717849696064	0.8624060841263069	0.48
tcga_cancer__COAD_limma	COAD	tcga_cancer	fgsea	clusterProfiler_ORA	0.5384615384615384	0.5151515151515151	0.14285714285714285	0.125	0.4262530159567858	0.8141823792476418	0.52
tcga_cancer__COAD_limma	COAD	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	0.8181818181818182	0.9230769230769231	0.5714285714285714	0.5	0.9602642480566118	0.978298159148688	0.84
tcga_cancer__ESCA_DESeq2	ESCA	tcga_cancer	fgsea	gseapy_enrichr	0.5384615384615384	0.6666666666666666	0.45714285714285713	0.5	0.7464605467151508	0.9172564190648096	0.68
tcga_cancer__ESCA_DESeq2	ESCA	tcga_cancer	fgsea	clusterProfiler_ORA	0.5384615384615384	0.47058823529411764	0.24242424242424243	0.3181818181818182	0.6116173959508238	0.8848077325618934	0.54
tcga_cancer__ESCA_DESeq2	ESCA	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	0.8181818181818182	0.6666666666666666	0.4444444444444444	0.5	0.767321116244194	0.9842583339592123	0.58
tcga_cancer__ESCA_edgeR	ESCA	tcga_cancer	fgsea	gseapy_enrichr	0.6666666666666666	0.6129032258064516	0.5625	0.4782608695652174	0.7128753599071254	0.8995379208082008	0.66
tcga_cancer__ESCA_edgeR	ESCA	tcga_cancer	fgsea	clusterProfiler_ORA	0.6666666666666666	0.5625	0.27586206896551724	0.2727272727272727	0.576712130834294	0.8638807537906614	0.7
tcga_cancer__ESCA_edgeR	ESCA	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	1.0	0.7857142857142857	0.38095238095238093	0.5384615384615384	0.7712268003893399	0.9870393337260079	0.52
tcga_cancer__ESCA_limma	ESCA	tcga_cancer	fgsea	gseapy_enrichr	0.5384615384615384	0.5625	0.4473684210526316	0.45161290322580644	0.6492926376214255	0.9064811457090463	0.68
tcga_cancer__ESCA_limma	ESCA	tcga_cancer	fgsea	clusterProfiler_ORA	0.5384615384615384	0.5151515151515151	0.16666666666666666	0.17857142857142858	0.47579812971405505	0.867858591635726	0.56
tcga_cancer__ESCA_limma	ESCA	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	1.0	0.7241379310344828	0.3157894736842105	0.29411764705882354	0.7853085450560804	0.9894597426053765	0.52
tcga_cancer__HNSC_DESeq2	HNSC	tcga_cancer	fgsea	gseapy_enrichr	0.5384615384615384	0.5151515151515151	0.41379310344827586	0.4090909090909091	0.5676792983460689	0.803891096490885	0.56
tcga_cancer__HNSC_DESeq2	HNSC	tcga_cancer	fgsea	clusterProfiler_ORA	0.42857142857142855	0.5151515151515151	0.14285714285714285	0.15	0.5396543460058555	0.7871007376289092	0.46
tcga_cancer__HNSC_DESeq2	HNSC	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	0.8181818181818182	0.8518518518518519	0.3076923076923077	0.2727272727272727	0.9190013439864082	0.9803926616315761	0.78
tcga_cancer__HNSC_edgeR	HNSC	tcga_cancer	fgsea	gseapy_enrichr	0.5384615384615384	0.5151515151515151	0.35714285714285715	0.21739130434782608	0.5231958374659869	0.7645974864828081	0.48
tcga_cancer__HNSC_edgeR	HNSC	tcga_cancer	fgsea	clusterProfiler_ORA	0.42857142857142855	0.5151515151515151	0.17857142857142858	0.17391304347826086	0.5131967348102617	0.7528450262519604	0.4
tcga_cancer__HNSC_edgeR	HNSC	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	0.8181818181818182	0.9230769230769231	0.5454545454545454	0.8333333333333334	0.890924772462636	0.9933651684883726	0.84
tcga_cancer__HNSC_limma	HNSC	tcga_cancer	fgsea	gseapy_enrichr	0.42857142857142855	0.5151515151515151	0.45161290322580644	0.38461538461538464	0.6193075064531128	0.8785199139766141	0.6
tcga_cancer__HNSC_limma	HNSC	tcga_cancer	fgsea	clusterProfiler_ORA	0.42857142857142855	0.47058823529411764	0.12903225806451613	0.07692307692307693	0.5701956306053214	0.8540468305829432	0.48
tcga_cancer__HNSC_limma	HNSC	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	0.8181818181818182	0.7857142857142857	0.2857142857142857	0.2	0.955983433077921	0.9785012484229775	0.76
tcga_cancer__KICH_DESeq2	KICH	tcga_cancer	fgsea	gseapy_enrichr	0.3333333333333333	0.42857142857142855	0.0625	0.0	0.4192656024557486	0.6315772666194873	0.54
tcga_cancer__KICH_DESeq2	KICH	tcga_cancer	fgsea	clusterProfiler_ORA	0.3333333333333333	0.42857142857142855	0.0625	0.0	0.41850950335703085	0.636164251644184	0.54
tcga_cancer__KICH_DESeq2	KICH	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	1.0	1.0	1.0		0.99997454272367	0.9997624026499345	1.0
tcga_cancer__KICH_edgeR	KICH	tcga_cancer	fgsea	gseapy_enrichr	0.25	0.5151515151515151	0.05263157894736842	0.09090909090909091	0.43654621177640973	0.7640846010752234	0.54
tcga_cancer__KICH_edgeR	KICH	tcga_cancer	fgsea	clusterProfiler_ORA	0.25	0.5625	0.05263157894736842	0.09090909090909091	0.4446239410105859	0.7717607229889694	0.54
tcga_cancer__KICH_edgeR	KICH	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	1.0	0.9230769230769231	1.0	1.0	0.9989323937067952	0.9958095843644413	1.0
tcga_cancer__KICH_limma	KICH	tcga_cancer	fgsea	gseapy_enrichr	0.25	0.42857142857142855	0.05263157894736842	0.06666666666666667	0.20876417628281416	0.6919300604545068	0.58
tcga_cancer__KICH_limma	KICH	tcga_cancer	fgsea	clusterProfiler_ORA	0.1111111111111111	0.42857142857142855	0.05263157894736842	0.06666666666666667	0.19877584362724324	0.7057050469103212	0.56
tcga_cancer__KICH_limma	KICH	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	0.6666666666666666	0.9230769230769231	1.0	1.0	0.9979470391353331	0.9953783256338754	0.98
tcga_cancer__KIRC_DESeq2	KIRC	tcga_cancer	fgsea	gseapy_enrichr	0.42857142857142855	0.5625	0.18518518518518517	0.17391304347826086	0.38179236671140615	0.6378017705970926	0.6
tcga_cancer__KIRC_DESeq2	KIRC	tcga_cancer	fgsea	clusterProfiler_ORA	0.5384615384615384	0.47058823529411764	0.14814814814814814	0.13043478260869565	0.4126199787356396	0.6334351952383117	0.48
tcga_cancer__KIRC_DESeq2	KIRC	tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	0.8181818181818182	0.8518518518518519	0.8	0.75	0.9161127907274265	0.997816231942078	0.88
tcga_cancer__KIRC_edgeR	KIRC	tcga_cancer	fgsea	gseapy_enrichr	0.25	0.42857142857142855	0.15384615384615385	0.125	0.2920818122397636	0.5397750901389105	0.62
