input_category	tool_a	tool_b	n_inputs	top_10_jaccard_median	top_10_jaccard_ci_lo	top_10_jaccard_ci_hi	top_25_jaccard_median	top_25_jaccard_ci_lo	top_25_jaccard_ci_hi	fdr05_overlap_jaccard_median	fdr05_overlap_jaccard_ci_lo	fdr05_overlap_jaccard_ci_hi	fdr01_overlap_jaccard_median	fdr01_overlap_jaccard_ci_lo	fdr01_overlap_jaccard_ci_hi	spearman_full_rank_median	spearman_full_rank_ci_lo	spearman_full_rank_ci_hi	pearson_neglog10padj_median	pearson_neglog10padj_ci_lo	pearson_neglog10padj_ci_hi	direction_agreement_median	direction_agreement_ci_lo	direction_agreement_ci_hi
census_scrna	fgsea	clusterProfiler_ORA	40	0.17647058823529413	0.17647058823529413	0.29166666666666663	0.42857142857142855	0.4111922799422799	0.47058823529411764	0.0625	0.0	0.15789473684210525	0.0	0.0	0.05	0.2946655349193488	0.22265913544802352	0.3797242117688039	0.2897677923730656	0.17591362268258373	0.6064247207755419	0.54	0.5	0.5959183673469388
census_scrna	fgsea	gseapy_enrichr	40	0.25	0.17647058823529413	0.3333333333333333	0.42857142857142855	0.39141414141414144	0.5151515151515151	0.05555555555555555	0.0	0.16666666666666666	0.038461538461538464	0.0	0.1662779106858054	0.31631067627023146	0.26690573264963535	0.43470639895554775	0.3765558096389188	0.22304677579375315	0.6823233130894146	0.5906976744186047	0.51975	0.6702499999999998
census_scrna	gseapy_enrichr	clusterProfiler_ORA	40	0.8181818181818182	0.6666666666666666	0.9090909090909092	0.8187830687830688	0.7549261083743842	0.9230769230769231	0.5	0.36363636363636365	0.6	0.3333333333333333	0.27884615384615385	0.5333333333333333	0.9523835684626433	0.9301998219262936	0.9721636804056226	0.9871840150260518	0.9767895187191236	0.9923084524825057	0.86	0.8	0.9034883720930232
gtex_tissue_pair	fgsea	clusterProfiler_ORA	30	0.3333333333333333	0.290625	0.42857142857142855	0.42857142857142855	0.3888888888888889	0.47058823529411764	0.0	0.0	0.05718954248366013	0.0	0.0	0.0	0.3330078014394666	0.2932662967897296	0.3678063762457594	0.6046619488188164	0.531382884707086	0.7409459322696131	0.48	0.46	0.5
gtex_tissue_pair	fgsea	gseapy_enrichr	30	0.3333333333333333	0.25	0.42857142857142855	0.42857142857142855	0.35135135135135137	0.42857142857142855	0.04904306220095694	0.0	0.07692307692307693	0.0	0.0	0.0	0.3543074811363648	0.3198580857381984	0.39764358408220646	0.6331355973031062	0.5640199282775368	0.7583636506887915	0.48	0.44	0.49
gtex_tissue_pair	gseapy_enrichr	clusterProfiler_ORA	30	0.8181818181818182	0.6025641025641025	0.8181818181818182	0.7857142857142857	0.42857142857142855	0.9230769230769231	0.5	0.0	1.0	0.5	0.0	1.0	0.9404282762107125	0.833609641660821	0.971356793887984	0.9939930996076091	0.9894184752495734	0.9962284285607724	0.92	0.89	0.9302499999999997
tcga_cancer	fgsea	clusterProfiler_ORA	48	0.3333333333333333	0.3333333333333333	0.42857142857142855	0.47058823529411764	0.44957983193277307	0.5151515151515151	0.12701612903225806	0.09523809523809523	0.15504807692307693	0.11805555555555555	0.07692307692307693	0.13333333333333333	0.42424599093798215	0.3880003964961535	0.46391161282202886	0.7667601804149462	0.7306154245326228	0.8403488564794135	0.56	0.52	0.6
tcga_cancer	fgsea	gseapy_enrichr	48	0.3333333333333333	0.3333333333333333	0.42857142857142855	0.5151515151515151	0.47058823529411764	0.5151515151515151	0.2426470588235294	0.18518518518518517	0.3055555555555556	0.16508152173913043	0.10793425324675325	0.21739130434782608	0.4391561137515575	0.4176265789971382	0.49227415405501485	0.7667309937760277	0.7325596835518348	0.8512914960223844	0.56	0.52	0.6
tcga_cancer	gseapy_enrichr	clusterProfiler_ORA	48	0.8181818181818182	0.8181818181818182	1.0	0.9230769230769231	0.8518518518518519	0.9230769230769231	0.5714285714285714	0.4222222222222222	0.7944444444444444	0.6333333333333333	0.5	1.0	0.9251510212227615	0.915623706397411	0.9530492151972517	0.9905946760370004	0.9866573599108002	0.9937435986957305	0.84	0.8	0.9
