cluster	rank	gene	score
0	0	Slc12a2	67.15494537353516
0	1	Rps19	62.86530303955078
0	2	Rps9	62.38768768310547
0	3	Rpl18a	62.16484832763672
0	4	Gas5	62.1463737487793
0	5	Rpl34	62.11578369140625
0	6	Rps18	62.099449157714844
0	7	Rps3a1	62.08375930786133
0	8	Rpl28	62.065006256103516
0	9	Rps3	62.000179290771484
0	10	Rpl32	61.90200424194336
0	11	Rps24	61.860836029052734
0	12	Rps5	61.688167572021484
0	13	Jaml	61.67329788208008
0	14	Rpl22	61.66824722290039
0	15	Eef1a1	61.66012191772461
0	16	Rps14	61.60059356689453
0	17	Rps7	61.54835891723633
0	18	Rpl23	61.34695053100586
0	19	Rpl17	61.283817291259766
0	20	Rps4x	61.2694091796875
0	21	Rpl10a	61.21762466430664
0	22	Rpl37	61.173667907714844
0	23	Rps20	61.166378021240234
0	24	Rack1	60.75129318237305
0	25	Rpl9	60.71643829345703
0	26	Rpl13	60.5908203125
0	27	Eef1b2	60.21881103515625
0	28	Rpl30	60.158172607421875
0	29	Rps15a	60.14919662475586
0	30	Rpl3	60.02229690551758
0	31	Rps12	59.96535110473633
0	32	Rpl26	59.897804260253906
0	33	Rpl12	59.86491394042969
0	34	Rplp0	59.79436492919922
0	35	Rps27a	59.67901611328125
0	36	Rpl21	59.62316131591797
0	37	Rps26	59.5653076171875
0	38	Rpl36a	59.45677185058594
0	39	Rpl35a	59.41712188720703
0	40	Rpl36	59.3975715637207
0	41	Rpl8	59.35610580444336
0	42	Rpl39	59.2382698059082
0	43	Sox4	59.166751861572266
0	44	Rps10	59.16160202026367
0	45	Rps16	59.11691665649414
0	46	Rpl37a	59.0723876953125
0	47	Rpl5	59.0660285949707
0	48	Rps13	59.02715301513672
0	49	Naca	58.85779571533203
1	0	Prox1	34.05971908569336
1	1	Marcksl1	32.56034469604492
1	2	Nkd1	31.850845336914062
1	3	Fxyd3	31.288480758666992
1	4	Krt7	31.18769645690918
1	5	Tcf4	30.743471145629883
1	6	Ifitm2	30.517444610595703
1	7	Pla2g2a	30.50315284729004
1	8	Ifitm3	30.4848690032959
1	9	Cd24a	30.361703872680664
1	10	Ifitm1	30.332319259643555
1	11	Cyba	30.331464767456055
1	12	Aspscr1	30.3028621673584
1	13	Tceal9	30.18132972717285
1	14	Sox4	29.931854248046875
1	15	Rps28	29.879627227783203
1	16	H3f3a	29.69664764404297
1	17	Rtn4	29.434045791625977
1	18	Prdx2	29.383544921875
1	19	Rpl6	29.31861114501953
1	20	S100a11	29.276437759399414
1	21	Rps21	29.07816505432129
1	22	Rpl37	28.95587921142578
1	23	Rps26	28.878013610839844
1	24	Mfge8	28.86624526977539
1	25	Slc25a4	28.86168098449707
1	26	Notum	28.789152145385742
1	27	Tcf12	28.336862564086914
1	28	Metap2	28.18385124206543
1	29	Xist	27.808029174804688
1	30	Tmem176b	27.639944076538086
1	31	Tuba1a	27.63903045654297
1	32	Rpl39	27.51306915283203
1	33	Bex3	27.505935668945312
1	34	Pebp1	27.391571044921875
1	35	Cfi	27.325456619262695
1	36	Krt23	27.14674949645996
1	37	Cd9	27.14249038696289
1	38	Hnrnpa1	27.115007400512695
1	39	Rpl37a	27.04520034790039
1	40	Gstm5	27.03350830078125
1	41	Mmp7	27.00577735900879
1	42	Pbx1	26.80967140197754
1	43	Rpl35	26.698692321777344
1	44	Rpl34	26.692607879638672
1	45	Nedd4	26.582645416259766
1	46	Hsp90ab1	26.540794372558594
1	47	Rpl10	26.507347106933594
1	48	Ly6e	26.48995018005371
1	49	S100a6	26.430015563964844
2	0	Myl7	63.650447845458984
2	1	Tomm5	61.2563362121582
2	2	Nhp2	60.36823272705078
2	3	Eif5a	60.2287483215332
2	4	Ran	60.09323501586914
2	5	Pclaf	59.76039505004883
2	6	Tagln2	59.59538650512695
2	7	Ranbp1	59.55492401123047
2	8	Lsm2	59.4932975769043
2	9	Ddx39a	59.25261306762695
2	10	Lyar	59.13335037231445
2	11	Hspd1	59.12864303588867
2	12	Ybx3	59.01271438598633
2	13	Gpx2	58.94046401977539
2	14	Ptma	58.93949890136719
2	15	Birc5	58.556278228759766
2	16	Ybx1	58.52273178100586
2	17	Sf3b5	58.43680191040039
2	18	Nme1	58.14383316040039
2	19	Lmna	57.89645004272461
2	20	Cdca3	57.74824142456055
2	21	Hnrnpab	57.56462860107422
2	22	Tomm40	57.51913833618164
2	23	Anp32b	57.11491012573242
2	24	C1qbp	57.09727096557617
2	25	Snrpd1	56.96784591674805
2	26	Tomm20	56.9570198059082
2	27	Nasp	56.9427604675293
2	28	Hspe1	56.7098274230957
2	29	Dtymk	56.61591720581055
2	30	Tuba1b	56.37227249145508
2	31	Mrpl20	56.19774627685547
2	32	Cdca8	56.08832931518555
2	33	Krt18	56.078216552734375
2	34	Ccna2	56.00160217285156
2	35	Tomm22	55.974708557128906
2	36	Timm13	55.75169372558594
2	37	Ptges3	55.72954177856445
2	38	Rangap1	55.724666595458984
2	39	Lsm5	55.71040344238281
2	40	Alyref	55.67225646972656
2	41	Cks2	55.627891540527344
2	42	Rrm1	55.57981491088867
2	43	Sigmar1	55.57408142089844
2	44	Mki67	55.518348693847656
2	45	Smc2	55.27788162231445
2	46	H2az1	55.277137756347656
2	47	Naa50	55.23061752319336
2	48	AI506816	55.191829681396484
2	49	Nucks1	54.81475830078125
3	0	Top2a	64.21455383300781
3	1	Cdk1	63.306114196777344
3	2	Ube2c	63.24199676513672
3	3	Tubb5	63.13481903076172
3	4	Smc4	63.02294158935547
3	5	Prc1	62.30093002319336
3	6	Kif11	62.261962890625
3	7	Smc2	62.22639846801758
3	8	Tuba1b	62.21340560913086
3	9	Nusap1	62.038211822509766
3	10	Mki67	61.912620544433594
3	11	Hmgb2	61.74610137939453
3	12	Cenpf	61.39103317260742
3	13	Cks2	61.30565643310547
3	14	H2ax	60.84532928466797
3	15	Cdca8	60.3051643371582
3	16	Incenp	60.21278381347656
3	17	Cks1b	60.00276184082031
3	18	Birc5	59.806983947753906
3	19	Aurkb	59.72587585449219
3	20	Tpx2	59.71721267700195
3	21	Kif20b	59.48142623901367
3	22	Pbk	59.47052001953125
3	23	Knl1	59.14767074584961
3	24	Plk1	59.01378631591797
3	25	Spc24	58.95836639404297
3	26	Nucks1	58.931522369384766
3	27	Stmn1	58.33429718017578
3	28	Cenpe	58.33149337768555
3	29	Kif15	58.25495910644531
3	30	Mis18bp1	58.140926361083984
3	31	Tmpo	57.89321517944336
3	32	Kif23	57.742862701416016
3	33	H2az1	57.64504623413086
3	34	Ccna2	57.60763168334961
3	35	Pclaf	57.38317108154297
3	36	Bub3	57.136444091796875
3	37	D17H6S56E-5	57.027034759521484
3	38	Racgap1	56.880619049072266
3	39	Cdca3	56.81058883666992
3	40	Lmnb1	55.98687744140625
3	41	Ccdc34	55.93113708496094
3	42	Bub1b	55.909969329833984
3	43	Ncapg	55.792240142822266
