cluster	rank	gene	score
0	0	Ppp1r14b	47.34471893310547
0	1	Slc12a2	47.12685012817383
0	2	Jaml	47.03466033935547
0	3	Nme1	46.78765106201172
0	4	Btf3	46.66776657104492
0	5	Igfbp4	46.347713470458984
0	6	Sox4	46.06719970703125
0	7	Ppia	45.260459899902344
0	8	Tomm5	44.9484977722168
0	9	Hmgn1	44.737728118896484
0	10	Nop10	44.72178268432617
0	11	Nhp2	44.60137176513672
0	12	Eif5a	44.486881256103516
0	13	Hnrnpa1	44.47636795043945
0	14	Rpl11	44.30294418334961
0	15	Snrpe	44.29882049560547
0	16	Rbm3	44.257843017578125
0	17	Prdx2	44.24428176879883
0	18	Cd44	44.0989990234375
0	19	Naca	43.97653579711914
0	20	Axin2	43.92860794067383
0	21	Krt18	43.728981018066406
0	22	Npm1	43.686832427978516
0	23	Hsp90ab1	43.6440544128418
0	24	Aopep	43.543643951416016
0	25	Rplp0	43.33478546142578
0	26	Rps3	43.16726303100586
0	27	Dynll1	43.07160568237305
0	28	C1qbp	43.05851745605469
0	29	Psma7	43.030418395996094
0	30	Rps2	42.955596923828125
0	31	Ptma	42.929805755615234
0	32	Prmt1	42.826541900634766
0	33	Snrpf	42.82224655151367
0	34	Rpl7a	42.71826934814453
0	35	Rps5	42.684818267822266
0	36	Rps9	42.580596923828125
0	37	Rpl32	42.563621520996094
0	38	Rps11	42.53101348876953
0	39	Hnrnpa0	42.407344818115234
0	40	Cdca7	42.39117431640625
0	41	Snrpg	42.25637435913086
0	42	Cd9	42.19921112060547
0	43	Rpl14	42.17766571044922
0	44	Tmsb10	41.97475814819336
0	45	Rps27a	41.86029815673828
0	46	Bcas2	41.85680389404297
0	47	1110038B12Rik	41.81767654418945
0	48	Tomm20	41.7689094543457
0	49	Rpl34	41.735164642333984
1	0	Myl7	59.038578033447266
1	1	Nhp2	56.926334381103516
1	2	Ranbp1	56.284141540527344
1	3	Pclaf	56.24806213378906
1	4	Eif5a	55.946083068847656
1	5	Tagln2	55.844940185546875
1	6	Ran	55.73212432861328
1	7	Lsm2	55.12492370605469
1	8	Tomm5	55.004878997802734
1	9	Lyar	54.836334228515625
1	10	Hnrnpab	54.545352935791016
1	11	Tuba1b	54.50374221801758
1	12	Nme1	54.07266616821289
1	13	Rrm1	54.010677337646484
1	14	Ptma	53.96512985229492
1	15	Snrpd1	53.69386672973633
1	16	Krt18	53.656009674072266
1	17	Tubb5	53.22540283203125
1	18	Smc2	53.183074951171875
1	19	Dtymk	53.05363082885742
1	20	Ddx39a	52.92112350463867
1	21	Gpx2	52.898372650146484
1	22	Ybx3	52.85523986816406
1	23	Sf3b5	52.82516860961914
1	24	Rrm2	52.64835739135742
1	25	Nasp	52.3167610168457
1	26	Anp32b	52.24678039550781
1	27	AI506816	51.864601135253906
1	28	S100a6	51.64543151855469
1	29	Birc5	51.63051223754883
1	30	Cdca8	51.54789733886719
1	31	Selenoh	51.38154983520508
1	32	Ccna2	51.32591247558594
1	33	Rangap1	51.204200744628906
1	34	Hspd1	51.11860656738281
1	35	Npm1	50.98249053955078
1	36	Ncl	50.960628509521484
1	37	Ptges3	50.81377029418945
1	38	Cks1b	50.725425720214844
1	39	Tomm20	50.68293380737305
1	40	Tomm40	50.52058029174805
1	41	Mki67	50.41726303100586
1	42	Cdk1	50.37980270385742
1	43	C1qbp	50.31230163574219
1	44	Nolc1	50.123600006103516
1	45	S100a11	50.119300842285156
1	46	Mboat1	50.091209411621094
1	47	Tmpo	50.03495407104492
1	48	Mrpl20	49.92742156982422
1	49	Cks2	49.88996505737305
2	0	Slc12a2	44.77191162109375
2	1	Xist	40.92778778076172
2	2	Pabpc1	40.23037338256836
2	3	Cdca7	38.46281433105469
2	4	Gas5	37.474979400634766
2	5	Sox4	37.0921516418457
2	6	Soat1	37.038246154785156
2	7	Nedd4	36.86549377441406
2	8	Arid5b	36.792137145996094
2	9	Rps19	36.54723358154297
2	10	Rnf43	36.538185119628906
2	11	Cd44	35.671566009521484
2	12	Rpsa	35.65749740600586
2	13	Axin2	35.503963470458984
2	14	Jaml	34.74537658691406
2	15	Rps18	34.7360954284668
2	16	Rpl26	34.66508102416992
2	17	Utrn	34.58070755004883
2	18	Rps5	34.57588195800781
2	19	Zfas1	34.498329162597656
2	20	Ets2	34.4802360534668
2	21	Rpl13	34.29234313964844
2	22	Atrx	34.274147033691406
2	23	Rps12	34.05733871459961
2	24	Rpl17	34.01250076293945
2	25	Cdk6	33.869144439697266
2	26	Sox9	33.639522552490234
2	27	Rps9	33.440399169921875
2	28	2410006H16Rik	33.408409118652344
2	29	Rps20	33.30020523071289
2	30	Smoc2	33.24335861206055
2	31	Rpl18a	33.18889617919922
2	32	Clca3b	33.16556930541992
2	33	Rpl3	33.12905502319336
2	34	Olfm4	32.936004638671875
2	35	Eef2	32.88551712036133
2	36	Rpl12	32.55118942260742
2	37	Sorbs2	32.486061096191406
2	38	App	32.42157745361328
