input_id	database	organism	id_system	n_pathways_returned	seconds	status
census_scrna__6a270451_wilcoxon	c2_kegg	human	symbol	182	1.43	ok
census_scrna__6a270451_wilcoxon	c2_reactome	human	symbol	1526	2.06	ok
census_scrna__6a270451_wilcoxon	c2_wikipathways	human	symbol	798	1.61	ok
census_scrna__6a270451_wilcoxon	c5_go_bp	human	symbol	5493	3.3	ok
census_scrna__6f7fd0f1_pseudobulk	hallmark	human	symbol	50	1.36	ok
census_scrna__6f7fd0f1_pseudobulk	c2_kegg	human	symbol	175	1.44	ok
census_scrna__6f7fd0f1_pseudobulk	c2_reactome	human	symbol	1452	2.03	ok
census_scrna__6f7fd0f1_pseudobulk	c2_wikipathways	human	symbol	737	1.6	ok
census_scrna__6f7fd0f1_pseudobulk	c5_go_bp	human	symbol	5182	4.06	ok
census_scrna__6f7fd0f1_wilcoxon	hallmark	human	symbol	50	1.34	ok
census_scrna__6f7fd0f1_wilcoxon	c2_kegg	human	symbol	175	1.4	ok
census_scrna__6f7fd0f1_wilcoxon	c2_reactome	human	symbol	1452	1.79	ok
census_scrna__6f7fd0f1_wilcoxon	c2_wikipathways	human	symbol	737	1.54	ok
census_scrna__6f7fd0f1_wilcoxon	c5_go_bp	human	symbol	5182	3.2	ok
census_scrna__7b6bab5a_wilcoxon	hallmark	mouse	symbol	50	1.36	ok
census_scrna__7b6bab5a_wilcoxon	c2_kegg	mouse	symbol	160	1.36	ok
census_scrna__7b6bab5a_wilcoxon	c2_reactome	mouse	symbol	1253	1.66	ok
census_scrna__7b6bab5a_wilcoxon	c2_wikipathways	mouse	symbol	728	1.46	ok
census_scrna__7b6bab5a_wilcoxon	c5_go_bp	mouse	symbol	4196	2.34	ok
census_scrna__9dbab10c_pseudobulk	hallmark	human	symbol	50	1.39	ok
census_scrna__9dbab10c_pseudobulk	c2_kegg	human	symbol	181	1.39	ok
census_scrna__9dbab10c_pseudobulk	c2_reactome	human	symbol	1481	1.82	ok
census_scrna__9dbab10c_pseudobulk	c2_wikipathways	human	symbol	791	1.53	ok
census_scrna__9dbab10c_pseudobulk	c5_go_bp	human	symbol	5369	3.16	ok
census_scrna__9dbab10c_wilcoxon	hallmark	human	symbol	50	1.37	ok
census_scrna__9dbab10c_wilcoxon	c2_kegg	human	symbol	181	1.4	ok
census_scrna__9dbab10c_wilcoxon	c2_reactome	human	symbol	1482	2.29	ok
census_scrna__9dbab10c_wilcoxon	c2_wikipathways	human	symbol	791	1.56	ok
census_scrna__9dbab10c_wilcoxon	c5_go_bp	human	symbol	5369	3.53	ok
census_scrna__9f222629_pseudobulk	hallmark	human	symbol	50	1.55	ok
census_scrna__9f222629_pseudobulk	c2_kegg	human	symbol	184	1.41	ok
census_scrna__9f222629_pseudobulk	c2_reactome	human	symbol	1557	1.97	ok
census_scrna__9f222629_pseudobulk	c2_wikipathways	human	symbol	826	1.63	ok
census_scrna__9f222629_pseudobulk	c5_go_bp	human	symbol	5775	3.96	ok
census_scrna__9f222629_wilcoxon	hallmark	human	symbol	50	1.51	ok
census_scrna__9f222629_wilcoxon	c2_kegg	human	symbol	184	1.41	ok
census_scrna__9f222629_wilcoxon	c2_reactome	human	symbol	1557	1.92	ok
census_scrna__9f222629_wilcoxon	c2_wikipathways	human	symbol	826	1.59	ok
census_scrna__9f222629_wilcoxon	c5_go_bp	human	symbol	5775	3.41	ok
census_scrna__a19d1667_pseudobulk	hallmark	human	symbol	50	1.35	ok
census_scrna__a19d1667_pseudobulk	c2_kegg	human	symbol	178	1.38	ok
census_scrna__a19d1667_pseudobulk	c2_reactome	human	symbol	1538	1.74	ok
census_scrna__a19d1667_pseudobulk	c2_wikipathways	human	symbol	820	1.59	ok
census_scrna__a19d1667_pseudobulk	c5_go_bp	human	symbol	5690	3.09	ok
census_scrna__a19d1667_wilcoxon	hallmark	human	symbol	50	1.42	ok
census_scrna__a19d1667_wilcoxon	c2_kegg	human	symbol	180	1.41	ok
census_scrna__a19d1667_wilcoxon	c2_reactome	human	symbol	1555	1.88	ok
census_scrna__a19d1667_wilcoxon	c2_wikipathways	human	symbol	827	1.59	ok
census_scrna__a19d1667_wilcoxon	c5_go_bp	human	symbol	5775	3.49	ok
census_scrna__a48343a2_pseudobulk	hallmark	mouse	symbol	50	1.46	ok
census_scrna__a48343a2_pseudobulk	c2_kegg	mouse	symbol	156	1.39	ok
census_scrna__a48343a2_pseudobulk	c2_reactome	mouse	symbol	1176	1.73	ok
census_scrna__a48343a2_pseudobulk	c2_wikipathways	mouse	symbol	671	1.48	ok
census_scrna__a48343a2_pseudobulk	c5_go_bp	mouse	symbol	3815	2.79	ok
census_scrna__a48343a2_wilcoxon	hallmark	mouse	symbol	50	1.39	ok
census_scrna__a48343a2_wilcoxon	c2_kegg	mouse	symbol	157	1.36	ok
census_scrna__a48343a2_wilcoxon	c2_reactome	mouse	symbol	1177	1.67	ok
census_scrna__a48343a2_wilcoxon	c2_wikipathways	mouse	symbol	671	1.49	ok
census_scrna__a48343a2_wilcoxon	c5_go_bp	mouse	symbol	3817	2.51	ok
census_scrna__b2dd6bc9_pseudobulk	hallmark	human	symbol	0	0.85	ok
census_scrna__b2dd6bc9_pseudobulk	c2_kegg	human	symbol	1	1.32	ok
census_scrna__b2dd6bc9_pseudobulk	c2_reactome	human	symbol	0	0.96	ok
census_scrna__b2dd6bc9_pseudobulk	c2_wikipathways	human	symbol	2	1.32	ok
census_scrna__b2dd6bc9_pseudobulk	c5_go_bp	human	symbol	0	1.95	ok
census_scrna__b2dd6bc9_wilcoxon	hallmark	human	symbol	0	0.85	ok
census_scrna__b2dd6bc9_wilcoxon	c2_kegg	human	symbol	1	1.32	ok
census_scrna__b2dd6bc9_wilcoxon	c2_reactome	human	symbol	0	0.97	ok
census_scrna__b2dd6bc9_wilcoxon	c2_wikipathways	human	symbol	2	1.32	ok
census_scrna__b2dd6bc9_wilcoxon	c5_go_bp	human	symbol	0	1.96	ok
census_scrna__b617ee1b_pseudobulk	hallmark	human	symbol	50	1.35	ok
census_scrna__b617ee1b_pseudobulk	c2_kegg	human	symbol	175	1.38	ok
census_scrna__b617ee1b_pseudobulk	c2_reactome	human	symbol	1452	1.7	ok
census_scrna__b617ee1b_pseudobulk	c2_wikipathways	human	symbol	790	1.54	ok
census_scrna__b617ee1b_pseudobulk	c5_go_bp	human	symbol	5243	3.05	ok
census_scrna__b617ee1b_wilcoxon	hallmark	human	symbol	50	1.46	ok
census_scrna__b617ee1b_wilcoxon	c2_kegg	human	symbol	184	1.43	ok
census_scrna__b617ee1b_wilcoxon	c2_reactome	human	symbol	1558	1.87	ok
census_scrna__b617ee1b_wilcoxon	c2_wikipathways	human	symbol	827	1.58	ok
census_scrna__b617ee1b_wilcoxon	c5_go_bp	human	symbol	5756	3.19	ok
census_scrna__b6f472f1_pseudobulk	hallmark	mouse	symbol	50	1.36	ok
census_scrna__b6f472f1_pseudobulk	c2_kegg	mouse	symbol	157	1.36	ok
census_scrna__b6f472f1_pseudobulk	c2_reactome	mouse	symbol	1197	1.6	ok
census_scrna__b6f472f1_pseudobulk	c2_wikipathways	mouse	symbol	690	1.48	ok
census_scrna__b6f472f1_pseudobulk	c5_go_bp	mouse	symbol	3998	2.26	ok
census_scrna__b6f472f1_wilcoxon	hallmark	mouse	symbol	50	1.35	ok
census_scrna__b6f472f1_wilcoxon	c2_kegg	mouse	symbol	157	1.36	ok
census_scrna__b6f472f1_wilcoxon	c2_reactome	mouse	symbol	1197	1.6	ok
census_scrna__b6f472f1_wilcoxon	c2_wikipathways	mouse	symbol	690	1.46	ok
census_scrna__b6f472f1_wilcoxon	c5_go_bp	mouse	symbol	3998	2.3	ok
census_scrna__c2876b1b_pseudobulk	hallmark	human	symbol	50	1.41	ok
census_scrna__c2876b1b_pseudobulk	c2_kegg	human	symbol	174	1.48	ok
census_scrna__c2876b1b_pseudobulk	c2_reactome	human	symbol	1452	1.99	ok
census_scrna__c2876b1b_pseudobulk	c2_wikipathways	human	symbol	734	1.59	ok
census_scrna__c2876b1b_pseudobulk	c5_go_bp	human	symbol	5180	3.8	ok
census_scrna__c2876b1b_wilcoxon	hallmark	human	symbol	50	1.34	ok
census_scrna__c2876b1b_wilcoxon	c2_kegg	human	symbol	174	1.4	ok
census_scrna__c2876b1b_wilcoxon	c2_reactome	human	symbol	1452	1.85	ok
census_scrna__c2876b1b_wilcoxon	c2_wikipathways	human	symbol	734	1.56	ok
census_scrna__c2876b1b_wilcoxon	c5_go_bp	human	symbol	5180	3.21	ok
census_scrna__c7775e88_pseudobulk	hallmark	human	symbol	50	1.47	ok
census_scrna__c7775e88_pseudobulk	c2_kegg	human	symbol	179	1.6	ok
census_scrna__c7775e88_pseudobulk	c2_reactome	human	symbol	1447	2.32	ok
census_scrna__c7775e88_pseudobulk	c2_wikipathways	human	symbol	770	1.77	ok
census_scrna__c7775e88_pseudobulk	c5_go_bp	human	symbol	5155	3.31	ok
census_scrna__c7775e88_wilcoxon	hallmark	human	symbol	50	1.41	ok
census_scrna__c7775e88_wilcoxon	c2_kegg	human	symbol	180	1.39	ok
census_scrna__c7775e88_wilcoxon	c2_reactome	human	symbol	1475	2.0	ok
census_scrna__c7775e88_wilcoxon	c2_wikipathways	human	symbol	786	1.56	ok
census_scrna__c7775e88_wilcoxon	c5_go_bp	human	symbol	5351	3.24	ok
census_scrna__d3cb449b_wilcoxon	hallmark	human	symbol	50	1.35	ok
census_scrna__d3cb449b_wilcoxon	c2_kegg	human	symbol	179	1.37	ok
census_scrna__d3cb449b_wilcoxon	c2_reactome	human	symbol	1513	1.76	ok
census_scrna__d3cb449b_wilcoxon	c2_wikipathways	human	symbol	780	1.55	ok
census_scrna__d3cb449b_wilcoxon	c5_go_bp	human	symbol	5496	3.2	ok
census_scrna__d9f3a82c_pseudobulk	hallmark	human	symbol	50	1.51	ok
census_scrna__d9f3a82c_pseudobulk	c2_kegg	human	symbol	181	1.4	ok
census_scrna__d9f3a82c_pseudobulk	c2_reactome	human	symbol	1485	2.03	ok
census_scrna__d9f3a82c_pseudobulk	c2_wikipathways	human	symbol	789	1.61	ok
census_scrna__d9f3a82c_pseudobulk	c5_go_bp	human	symbol	5377	3.4	ok
census_scrna__d9f3a82c_wilcoxon	hallmark	human	symbol	50	1.37	ok
census_scrna__d9f3a82c_wilcoxon	c2_kegg	human	symbol	181	1.38	ok
census_scrna__d9f3a82c_wilcoxon	c2_reactome	human	symbol	1485	1.86	ok
census_scrna__d9f3a82c_wilcoxon	c2_wikipathways	human	symbol	790	1.54	ok
census_scrna__d9f3a82c_wilcoxon	c5_go_bp	human	symbol	5385	3.21	ok
census_scrna__ebc2e1ff_wilcoxon	hallmark	human	symbol	50	1.39	ok
census_scrna__ebc2e1ff_wilcoxon	c2_kegg	human	symbol	179	1.39	ok
census_scrna__ebc2e1ff_wilcoxon	c2_reactome	human	symbol	1470	1.84	ok
census_scrna__ebc2e1ff_wilcoxon	c2_wikipathways	human	symbol	783	1.59	ok
census_scrna__ebc2e1ff_wilcoxon	c5_go_bp	human	symbol	5291	3.2	ok
census_scrna__f14bc322_wilcoxon	hallmark	human	symbol	50	1.42	ok
census_scrna__f14bc322_wilcoxon	c2_kegg	human	symbol	185	1.42	ok
census_scrna__f14bc322_wilcoxon	c2_reactome	human	symbol	1536	1.97	ok
census_scrna__f14bc322_wilcoxon	c2_wikipathways	human	symbol	813	1.58	ok
census_scrna__f14bc322_wilcoxon	c5_go_bp	human	symbol	5617	3.56	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	hallmark	human	ensembl	50	1.45	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	c2_kegg	human	ensembl	186	1.49	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	c2_reactome	human	ensembl	1770	1.95	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	c2_wikipathways	human	ensembl	912	1.7	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	c5_go_bp	human	ensembl	6983	3.69	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	hallmark	human	ensembl	50	1.5	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	c2_kegg	human	ensembl	186	1.54	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	c2_reactome	human	ensembl	1770	2.12	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	c2_wikipathways	human	ensembl	912	1.72	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	c5_go_bp	human	ensembl	6983	3.86	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	hallmark	human	ensembl	50	1.5	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	c2_kegg	human	ensembl	186	1.54	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	c2_reactome	human	ensembl	1770	2.04	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	c2_wikipathways	human	ensembl	912	1.75	ok
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	c5_go_bp	human	ensembl	6983	3.96	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	hallmark	human	ensembl	50	1.66	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	c2_kegg	human	ensembl	186	1.64	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	c2_reactome	human	ensembl	1769	3.6	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	c2_wikipathways	human	ensembl	908	1.89	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	c5_go_bp	human	ensembl	6949	6.16	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	hallmark	human	ensembl	50	1.78	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	c2_kegg	human	ensembl	186	1.7	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	c2_reactome	human	ensembl	1769	3.68	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	c2_wikipathways	human	ensembl	908	2.0	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	c5_go_bp	human	ensembl	6949	6.89	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	hallmark	human	ensembl	50	2.02	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	c2_kegg	human	ensembl	186	1.67	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	c2_reactome	human	ensembl	1769	3.78	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	c2_wikipathways	human	ensembl	908	2.0	ok
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	c5_go_bp	human	ensembl	6949	7.04	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	hallmark	human	ensembl	50	1.54	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	c2_kegg	human	ensembl	186	1.54	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	c2_reactome	human	ensembl	1781	2.14	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	c2_wikipathways	human	ensembl	915	1.73	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	c5_go_bp	human	ensembl	7016	4.14	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	hallmark	human	ensembl	50	1.6	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	c2_kegg	human	ensembl	186	1.54	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	c2_reactome	human	ensembl	1781	2.2	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	c2_wikipathways	human	ensembl	915	1.74	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	c5_go_bp	human	ensembl	7016	4.59	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	hallmark	human	ensembl	50	1.63	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	c2_kegg	human	ensembl	186	1.55	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	c2_reactome	human	ensembl	1781	2.21	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	c2_wikipathways	human	ensembl	915	1.76	ok
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	c5_go_bp	human	ensembl	7016	4.54	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	hallmark	human	ensembl	50	1.82	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	c2_kegg	human	ensembl	186	1.84	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	c2_reactome	human	ensembl	1778	2.63	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	c2_wikipathways	human	ensembl	912	1.86	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	c5_go_bp	human	ensembl	6985	6.62	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	hallmark	human	ensembl	50	1.95	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	c2_kegg	human	ensembl	186	1.81	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	c2_reactome	human	ensembl	1778	2.92	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	c2_wikipathways	human	ensembl	912	1.94	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	c5_go_bp	human	ensembl	6985	6.91	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	hallmark	human	ensembl	50	1.95	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	c2_kegg	human	ensembl	186	1.84	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	c2_reactome	human	ensembl	1778	3.28	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	c2_wikipathways	human	ensembl	912	2.01	ok
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	c5_go_bp	human	ensembl	6985	7.63	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	hallmark	human	ensembl	50	1.6	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	c2_kegg	human	ensembl	186	1.55	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	c2_reactome	human	ensembl	1779	2.09	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	c2_wikipathways	human	ensembl	916	1.79	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	c5_go_bp	human	ensembl	7006	4.61	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	hallmark	human	ensembl	50	1.63	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	c2_kegg	human	ensembl	186	1.55	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	c2_reactome	human	ensembl	1779	2.15	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	c2_wikipathways	human	ensembl	916	1.92	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	c5_go_bp	human	ensembl	7006	4.83	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	hallmark	human	ensembl	50	1.66	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	c2_kegg	human	ensembl	186	1.56	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	c2_reactome	human	ensembl	1779	2.25	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	c2_wikipathways	human	ensembl	916	1.95	ok
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	c5_go_bp	human	ensembl	7006	5.41	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	hallmark	human	ensembl	50	1.46	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	c2_kegg	human	ensembl	186	1.54	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	c2_reactome	human	ensembl	1793	2.13	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	c2_wikipathways	human	ensembl	915	1.84	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	c5_go_bp	human	ensembl	7077	4.14	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	hallmark	human	ensembl	50	1.48	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	c2_kegg	human	ensembl	186	1.57	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	c2_reactome	human	ensembl	1793	2.46	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	c2_wikipathways	human	ensembl	915	1.97	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	c5_go_bp	human	ensembl	7077	4.52	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	hallmark	human	ensembl	50	1.5	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	c2_kegg	human	ensembl	186	1.58	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	c2_reactome	human	ensembl	1793	2.13	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	c2_wikipathways	human	ensembl	915	1.9	ok
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	c5_go_bp	human	ensembl	7077	4.68	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	hallmark	human	ensembl	50	1.42	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	c2_kegg	human	ensembl	186	1.47	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	c2_reactome	human	ensembl	1772	1.88	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	c2_wikipathways	human	ensembl	911	1.67	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	c5_go_bp	human	ensembl	6938	3.49	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	hallmark	human	ensembl	50	1.46	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	c2_kegg	human	ensembl	186	1.47	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	c2_reactome	human	ensembl	1772	1.93	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	c2_wikipathways	human	ensembl	911	1.67	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	c5_go_bp	human	ensembl	6938	3.54	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	hallmark	human	ensembl	50	1.46	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	c2_kegg	human	ensembl	186	1.48	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	c2_reactome	human	ensembl	1772	1.92	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	c2_wikipathways	human	ensembl	911	1.68	ok
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	c5_go_bp	human	ensembl	6938	3.8	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	hallmark	human	ensembl	50	1.48	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	c2_kegg	human	ensembl	186	1.5	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	c2_reactome	human	ensembl	1789	2.1	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	c2_wikipathways	human	ensembl	920	1.73	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	c5_go_bp	human	ensembl	7067	4.19	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	hallmark	human	ensembl	50	1.52	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	c2_kegg	human	ensembl	186	1.54	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	c2_reactome	human	ensembl	1789	2.47	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	c2_wikipathways	human	ensembl	920	1.74	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	c5_go_bp	human	ensembl	7067	4.86	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	hallmark	human	ensembl	50	1.61	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	c2_kegg	human	ensembl	186	1.64	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	c2_reactome	human	ensembl	1789	2.68	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	c2_wikipathways	human	ensembl	920	1.77	ok
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	c5_go_bp	human	ensembl	7067	5.52	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	hallmark	human	ensembl	50	1.53	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	c2_kegg	human	ensembl	186	1.74	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	c2_reactome	human	ensembl	1795	2.19	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	c2_wikipathways	human	ensembl	915	2.06	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	c5_go_bp	human	ensembl	7109	4.08	ok
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	hallmark	human	ensembl	50	1.82	ok
