input_id	input_category	db_a	db_b	leading_edge_gene_jaccard_sig05	n_sig_pathway_names_shared	direction_concordance_on_shared	n_genes_unique_to_a	n_genes_unique_to_b	n_sig_genes_a	n_sig_genes_b
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	gtex_tissue_pair	hallmark	c2_wikipathways	0.2296	0		379	1728	1007	2356
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	gtex_tissue_pair	hallmark	c5_go_bp	0.1523	0		107	4904	1007	5804
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	gtex_tissue_pair	c2_kegg	c2_reactome	0.2634	0		179	2517	1143	3481
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.2978	0		340	1553	1143	2356
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1785	0		91	4752	1143	5804
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.4126	0		1776	651	3481	2356
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	gtex_tissue_pair	c2_reactome	c5_go_bp	0.4868	0		441	2764	3481	5804
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.3505	0		238	3686	2356	5804
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	gtex_tissue_pair	hallmark	c2_kegg	0.1453	0		636	311	797	472
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	gtex_tissue_pair	hallmark	c2_reactome	0.1928	0		364	1449	797	1882
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	gtex_tissue_pair	hallmark	c2_wikipathways	0.1733	0		559	576	797	814
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	gtex_tissue_pair	hallmark	c5_go_bp	0.1634	0		294	2282	797	2785
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	gtex_tissue_pair	c2_kegg	c2_reactome	0.1648	0		139	1549	472	1882
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3069	0		170	512	472	814
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1166	0		132	2445	472	2785
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2545	0		1335	267	1882	814
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3342	0		713	1616	1882	2785
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2106	0		188	2159	814	2785
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	gtex_tissue_pair	hallmark	c2_kegg	0.154	0		901	308	1121	528
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	gtex_tissue_pair	hallmark	c2_reactome	0.2248	0		440	1909	1121	2590
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	gtex_tissue_pair	hallmark	c2_wikipathways	0.1879	0		785	667	1121	1003
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	gtex_tissue_pair	hallmark	c5_go_bp	0.1807	0		340	3200	1121	3981
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	gtex_tissue_pair	c2_kegg	c2_reactome	0.1678	0		80	2142	528	2590
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.2748	0		198	673	528	1003
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1142	0		66	3519	528	3981
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.236	0		1904	317	2590	1003
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	gtex_tissue_pair	c2_reactome	c5_go_bp	0.373	0		805	2196	2590	3981
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2004	0		171	3149	1003	3981
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	gtex_tissue_pair	hallmark	c2_kegg	0.1563	0		838	317	1052	531
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	gtex_tissue_pair	hallmark	c2_reactome	0.2294	0		393	1821	1052	2480
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	gtex_tissue_pair	hallmark	c2_wikipathways	0.1939	0		693	799	1052	1158
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	gtex_tissue_pair	hallmark	c5_go_bp	0.1836	0		275	3181	1052	3958
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	gtex_tissue_pair	c2_kegg	c2_reactome	0.1743	0		84	2033	531	2480
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.2623	0		180	807	531	1158
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	gtex_tissue_pair	c2_kegg	c5_go_bp	0.115	0		68	3495	531	3958
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2734	0		1699	377	2480	1158
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3824	0		699	2177	2480	3958
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2239	0		222	3022	1158	3958
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	gtex_tissue_pair	hallmark	c2_kegg	0.277	0		539	505	939	905
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	gtex_tissue_pair	hallmark	c2_reactome	0.2476	0		341	1476	939	2074
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	gtex_tissue_pair	hallmark	c2_wikipathways	0.3028	0		440	709	939	1208
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	gtex_tissue_pair	hallmark	c5_go_bp	0.2018	0		170	2871	939	3640
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	gtex_tissue_pair	c2_kegg	c2_reactome	0.3054	0		208	1377	905	2074
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.351	0		356	659	905	1208
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	gtex_tissue_pair	c2_kegg	c5_go_bp	0.2075	0		124	2859	905	3640
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2942	0		1328	462	2074	1208
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3869	0		480	2046	2074	3640
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2691	0		180	2612	1208	3640
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	hallmark	c2_kegg	0.2773	0		634	609	1111	1086
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	hallmark	c2_reactome	0.2305	0		386	2035	1111	2760
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	hallmark	c2_wikipathways	0.2886	0		491	1037	1111	1657
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	hallmark	c5_go_bp	0.1879	0		172	3887	1111	4826
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	c2_kegg	c2_reactome	0.2816	0		241	1915	1086	2760
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3519	0		372	943	1086	1657
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	c2_kegg	c5_go_bp	0.2026	0		90	3830	1086	4826
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.3201	0		1689	586	2760	1657
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	c2_reactome	c5_go_bp	0.4056	0		571	2637	2760	4826
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2737	0		264	3433	1657	4826
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	hallmark	c2_kegg	0.2727	0		796	556	1303	1063
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	hallmark	c2_reactome	0.2348	0		508	2083	1303	2878
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	hallmark	c2_wikipathways	0.2841	0		606	1150	1303	1847
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	hallmark	c5_go_bp	0.2035	0		255	3847	1303	4895
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	c2_kegg	c2_reactome	0.2717	0		221	2036	1063	2878
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3485	0		311	1095	1063	1847
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1947	0		92	3924	1063	4895
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.3412	0		1676	645	2878	1847
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	c2_reactome	c5_go_bp	0.4128	0		607	2624	2878	4895
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.298	0		299	3347	1847	4895
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	hallmark	c2_kegg	0.2372	0		421	399	676	654
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	hallmark	c2_reactome	0.2016	0		267	1353	676	1762
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	hallmark	c2_wikipathways	0.2157	0		402	594	676	868
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	hallmark	c5_go_bp	0.1522	0		144	2819	676	3351
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	c2_kegg	c2_reactome	0.2135	0		229	1337	654	1762
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.2898	0		312	526	654	868
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1568	0		111	2808	654	3351
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2488	0		1238	344	1762	868
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3548	0		423	2012	1762	3351
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2155	0		120	2603	868	3351
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	hallmark	c2_kegg	0.2292	0		576	561	914	899
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	hallmark	c2_reactome	0.2083	0		324	1919	914	2509
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	hallmark	c2_wikipathways	0.219	0		522	876	914	1268
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	hallmark	c5_go_bp	0.1551	0		178	3832	914	4568
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	c2_kegg	c2_reactome	0.2219	0		280	1890	899	2509
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3133	0		382	751	899	1268
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1602	0		144	3813	899	4568
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2812	0		1680	439	2509	1268
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3978	0		495	2554	2509	4568
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2286	0		182	3482	1268	4568
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	hallmark	c2_kegg	0.233	0		532	604	877	949
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	hallmark	c2_reactome	0.1949	0		308	2042	877	2611
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	hallmark	c2_wikipathways	0.2147	0		494	907	877	1290
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	hallmark	c5_go_bp	0.1517	0		134	4022	877	4765
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	c2_kegg	c2_reactome	0.2335	0		275	1937	949	2611
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3147	0		413	754	949	1290
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1731	0		106	3922	949	4765
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2815	0		1754	433	2611	1290
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3954	0		521	2675	2611	4765
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2292	0		161	3636	1290	4765
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	hallmark	c2_kegg	0.1634	0		523	245	673	395
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	hallmark	c2_reactome	0.1226	0		496	771	673	948
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	hallmark	c2_wikipathways	0.1665	0		461	600	673	812
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	hallmark	c5_go_bp	0.1551	0		215	2279	673	2737
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	c2_kegg	c2_reactome	0.1719	0		198	751	395	948
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.2612	0		145	562	395	812
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	c2_kegg	c5_go_bp	0.121	0		57	2399	395	2737
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2421	0		605	469	948	812
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	c2_reactome	c5_go_bp	0.2259	0		269	2058	948	2737
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2063	0		205	2130	812	2737
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	hallmark	c2_kegg	0.191	0		801	300	1061	560
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	hallmark	c2_reactome	0.1911	0		573	1492	1061	1980
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	hallmark	c2_wikipathways	0.2209	0		625	913	1061	1349
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	hallmark	c5_go_bp	0.1838	0		282	3178	1061	3957
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	c2_kegg	c2_reactome	0.1981	0		140	1560	560	1980
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.2761	0		147	936	560	1349
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1245	0		60	3457	560	3957
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.3029	0		1206	575	1980	1349
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3123	0		567	2544	1980	3957
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2579	0		261	2869	1349	3957
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	hallmark	c2_kegg	0.2168	0		780	336	1089	645
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	hallmark	c2_reactome	0.2066	0		587	1341	1089	1843
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	hallmark	c2_wikipathways	0.2519	0		569	975	1089	1495
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	hallmark	c5_go_bp	0.1925	0		206	3498	1089	4381
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	c2_kegg	c2_reactome	0.2002	0		230	1428	645	1843
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.2784	0		179	1029	645	1495
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1333	0		54	3790	645	4381
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.3309	0		1013	665	1843	1495
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	c2_reactome	c5_go_bp	0.3021	0		399	2937	1843	4381
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.2788	0		214	3100	1495	4381
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	hallmark	c2_kegg	0.0	0		112	76	112	76
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	hallmark	c2_reactome	0.0152	0		103	481	112	490
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	hallmark	c2_wikipathways	0.0	0		112	50	112	50
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	hallmark	c5_go_bp	0.0	0		112	1	112	1
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	c2_kegg	c2_reactome	0.1434	0		5	419	76	490
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.6364	0		27	1	76	50
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	c2_kegg	c5_go_bp	0.0	0		76	1	76	1
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.0998	0		441	1	490	50
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	c2_reactome	c5_go_bp	0.002	0		489	0	490	1
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.0	0		50	1	50	1
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	hallmark	c2_kegg	0.0469	0		149	95	161	107
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	hallmark	c2_reactome	0.0913	0		85	671	161	747
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	hallmark	c2_wikipathways	0.0	0		161	50	161	50
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	hallmark	c5_go_bp	0.0852	0		120	320	161	361
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	c2_kegg	c2_reactome	0.1281	0		10	650	107	747
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.4537	0		58	1	107	50
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	c2_kegg	c5_go_bp	0.0636	0		79	333	107	361
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.0655	0		698	1	747	50
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	c2_reactome	c5_go_bp	0.1014	0		645	259	747	361
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.0	0		50	361	50	361
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	hallmark	c2_kegg	0.0705	0		299	202	337	240
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	hallmark	c2_reactome	0.1412	0		187	725	337	875
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	hallmark	c2_wikipathways	0.0204	0		329	56	337	64
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	hallmark	c5_go_bp	0.133	0		223	520	337	634
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	c2_kegg	c2_reactome	0.1749	0		74	709	240	875
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.2614	0		177	1	240	64
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	c2_kegg	c5_go_bp	0.194	0		98	492	240	634
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.0719	0		812	1	875	64
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	c2_reactome	c5_go_bp	0.1653	0		661	420	875	634
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	gtex_tissue_pair	c2_wikipathways	c5_go_bp	0.094	0		4	574	64	634
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	hallmark	c2_kegg	0.1884	0		481	359	676	554
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	hallmark	c2_reactome	0.1723	0		438	705	676	943
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	hallmark	c2_wikipathways	0.1894	0		475	385	676	586
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	hallmark	c5_go_bp	0.1647	0		254	1887	676	2309
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	c2_kegg	c2_reactome	0.2839	0		223	612	554	943
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	c2_kegg	c2_wikipathways	0.3669	0		248	280	554	586
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	c2_kegg	c5_go_bp	0.1914	0		94	1849	554	2309
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	c2_reactome	c2_wikipathways	0.2321	0		655	298	943	586
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	gtex_tissue_pair	c2_reactome	c5_go_bp	0.2455	0		302	1668	943	2309
