pathway_id	pathway_name	collection	subcollection	organism	gene_symbol	gene_ensembl	gene_entrez
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcc1	ENSMUSG00000023088	17250
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Gm10768	ENSMUSG00000025194	100038628
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcc3	ENSMUSG00000020865	76408
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcc4	ENSMUSG00000032849	239273
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcc5	ENSMUSG00000022822	27416
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcc8	ENSMUSG00000040136	20927
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcd1	ENSMUSG00000031378	11666
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcd2	ENSMUSG00000055782	26874
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcd3	ENSMUSG00000028127	19299
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcg2	ENSMUSG00000029802	26357
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcg4	ENSMUSG00000032131	192663
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Abcg8	ENSMUSG00000024254	67470
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Cftr	ENSMUSG00000041301	12638
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Tap1	ENSMUSG00000037321	21354
M11911	KEGG_ABC_TRANSPORTERS	C2	CP:KEGG_LEGACY	Mus musculus	Tap2	ENSMUSG00000024339	21355
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Akt1	ENSMUSG00000001729	11651
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Akt2	ENSMUSG00000004056	11652
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Akt3	ENSMUSG00000019699	23797
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Araf	ENSMUSG00000001127	11836
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Braf	ENSMUSG00000002413	109880
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Ccna1	ENSMUSG00000027793	12427
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Ccnd1	ENSMUSG00000070348	12443
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Cebpa	ENSMUSG00000034957	12606
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Chuk	ENSMUSG00000025199	12675
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Eif4ebp1	ENSMUSG00000031490	13685
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Grb2	ENSMUSG00000059923	14784
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Hras	ENSMUSG00000025499	15461
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Ikbkb	ENSMUSG00000031537	16150
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Ikbkg	ENSMUSG00000004221	16151
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Jup	ENSMUSG00000001552	16480
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Kit	ENSMUSG00000005672	16590
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Lef1	ENSMUSG00000027985	16842
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Mapk1	ENSMUSG00000063358	26413
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Mtor	ENSMUSG00000028991	56717
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Myc	ENSMUSG00000022346	17869
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Nfkb1	ENSMUSG00000028163	18033
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Pik3ca	ENSMUSG00000027665	18706
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Pik3cb	ENSMUSG00000032462	74769
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Pik3cd	ENSMUSG00000039936	18707
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Pik3cg	ENSMUSG00000020573	30955
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Pik3r3	ENSMUSG00000028698	18710
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Pik3r5	ENSMUSG00000020901	320207
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Pim1	ENSMUSG00000024014	18712
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Pml	ENSMUSG00000036986	18854
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Ppard	ENSMUSG00000002250	19015
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Raf1	ENSMUSG00000000441	110157
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Rara	ENSMUSG00000037992	19401
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Rela	ENSMUSG00000024927	19697
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Runx1	ENSMUSG00000022952	12394
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Sos1	ENSMUSG00000024241	20662
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Spi1	ENSMUSG00000002111	20375
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Stat3	ENSMUSG00000004040	20848
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Stat5a	ENSMUSG00000004043	20850
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Tcf7	ENSMUSG00000000782	21414
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Tcf7l1	ENSMUSG00000055799	21415
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Tcf7l2	ENSMUSG00000024985	21416
M19888	KEGG_ACUTE_MYELOID_LEUKEMIA	C2	CP:KEGG_LEGACY	Mus musculus	Zbtb16	ENSMUSG00000066687	235320
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Acp1	ENSMUSG00000044573	11431
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Actb	ENSMUSG00000029580	11461
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Actg1	ENSMUSG00000062825	11465
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Actn1	ENSMUSG00000015143	109711
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Actn2	ENSMUSG00000052374	11472
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Actn3	ENSMUSG00000006457	11474
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Actn4	ENSMUSG00000054808	60595
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Baiap2	ENSMUSG00000025372	108100
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Cdc42	ENSMUSG00000006699	12540
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Cdh1	ENSMUSG00000000303	12550
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Crebbp	ENSMUSG00000022521	12914
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Csnk2a2	ENSMUSG00000046707	13000
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Csnk2b	ENSMUSG00000024387	13001
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Ctnna1	ENSMUSG00000037815	12385
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Ctnnb1	ENSMUSG00000006932	12387
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Ctnnd1	ENSMUSG00000034101	12388
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Egfr	ENSMUSG00000020122	13649
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Erbb2	ENSMUSG00000062312	13866
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Fgfr1	ENSMUSG00000031565	14182
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Fyn	ENSMUSG00000019843	14360
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Igf1r	ENSMUSG00000005533	16001
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Lef1	ENSMUSG00000027985	16842
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Map3k7	ENSMUSG00000028284	26409
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Mapk1	ENSMUSG00000063358	26413
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Met	ENSMUSG00000009376	17295
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Nectin1	ENSMUSG00000032012	58235
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Nectin2	ENSMUSG00000062300	19294
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Nectin3	ENSMUSG00000022656	58998
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Nectin4	ENSMUSG00000006411	71740
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Ptpn1	ENSMUSG00000027540	19246
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Ptpn6	ENSMUSG00000004266	15170
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Ptprj	ENSMUSG00000025314	19271
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Ptprm	ENSMUSG00000033278	19274
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Rac1	ENSMUSG00000001847	19353
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Rac2	ENSMUSG00000033220	19354
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Rhoa	ENSMUSG00000007815	11848
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Smad2	ENSMUSG00000024563	17126
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Smad3	ENSMUSG00000032402	17127
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Snai2	ENSMUSG00000022676	20583
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Sorbs1	ENSMUSG00000025006	20411
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Src	ENSMUSG00000027646	20779
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Tcf7	ENSMUSG00000000782	21414
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Tcf7l1	ENSMUSG00000055799	21415
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Tcf7l2	ENSMUSG00000024985	21416
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Tgfbr1	ENSMUSG00000007613	21812
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Tgfbr2	ENSMUSG00000032440	21813
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Tjp1	ENSMUSG00000030516	21872
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Vcl	ENSMUSG00000021823	22330
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Was	ENSMUSG00000031165	22376
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Wasf1	ENSMUSG00000019831	83767
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Wasf2	ENSMUSG00000028868	242687
M638	KEGG_ADHERENS_JUNCTION	C2	CP:KEGG_LEGACY	Mus musculus	Wasl	ENSMUSG00000029684	73178
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Acsl1	ENSMUSG00000018796	14081
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Acsl3	ENSMUSG00000032883	74205
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Acsl4	ENSMUSG00000031278	50790
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Acsl5	ENSMUSG00000024981	433256
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Acsl6	ENSMUSG00000020333	216739
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Adipoq	ENSMUSG00000022878	11450
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Adipor1	ENSMUSG00000026457	72674
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Adipor2	ENSMUSG00000030168	68465
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Akt1	ENSMUSG00000001729	11651
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Akt2	ENSMUSG00000004056	11652
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Akt3	ENSMUSG00000019699	23797
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Camkk2	ENSMUSG00000029471	207565
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Cd36	ENSMUSG00000002944	12491
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Chuk	ENSMUSG00000025199	12675
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Cpt1a	ENSMUSG00000024900	12894
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	G6pc	ENSMUSG00000078650	14377
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	G6pc2	ENSMUSG00000005232	14378
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Ikbkb	ENSMUSG00000031537	16150
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Ikbkg	ENSMUSG00000004221	16151
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Irs1	ENSMUSG00000055980	16367
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Irs2	ENSMUSG00000038894	384783
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Irs4	ENSMUSG00000054667	16370
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Jak2	ENSMUSG00000024789	16452
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Lep	ENSMUSG00000059201	16846
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Lepr	ENSMUSG00000057722	16847
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Mapk10	ENSMUSG00000046709	26414
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Mapk8	ENSMUSG00000021936	26419
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Mapk9	ENSMUSG00000020366	26420
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Mtor	ENSMUSG00000028991	56717
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Nfkb1	ENSMUSG00000028163	18033
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Nfkbia	ENSMUSG00000021025	18035
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Nfkbib	ENSMUSG00000030595	18036
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Nfkbie	ENSMUSG00000023947	18037
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Pck1	ENSMUSG00000027513	18534
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Pomc	ENSMUSG00000020660	18976
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Ppara	ENSMUSG00000022383	19013
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Ppargc1a	ENSMUSG00000029167	19017
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Prkaa2	ENSMUSG00000028518	108079
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Prkab1	ENSMUSG00000029513	19079
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Prkag1	ENSMUSG00000067713	19082
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Ptpn11	ENSMUSG00000043733	19247
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Rela	ENSMUSG00000024927	19697
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Rxra	ENSMUSG00000015846	20181
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Rxrb	ENSMUSG00000039656	20182
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Rxrg	ENSMUSG00000015843	20183
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Slc2a1	ENSMUSG00000028645	20525
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Slc2a4	ENSMUSG00000018566	20528
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Socs3	ENSMUSG00000053113	12702
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Stat3	ENSMUSG00000004040	20848
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Tnf	ENSMUSG00000024401	21926
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Tnfrsf1a	ENSMUSG00000030341	21937
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Tnfrsf1b	ENSMUSG00000028599	21938
M10462	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	C2	CP:KEGG_LEGACY	Mus musculus	Traf2	ENSMUSG00000026942	22030
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Abat	ENSMUSG00000057880	268860
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Adsl	ENSMUSG00000022407	11564
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Agxt	ENSMUSG00000026272	11611
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Asl	ENSMUSG00000025533	109900
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Asns	ENSMUSG00000029752	27053
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Ass1	ENSMUSG00000076441	11898
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Cad	ENSMUSG00000013629	69719
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Gad1	ENSMUSG00000070880	14415
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Gad2	ENSMUSG00000026787	14417
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Gfpt1	ENSMUSG00000029992	14583
M17758	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	C2	CP:KEGG_LEGACY	Mus musculus	Gfpt2	ENSMUSG00000020363	14584
