pathway_id	pathway_name	collection	subcollection	organism	gene_symbol	gene_ensembl	gene_entrez
M48077	WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	VSTM4	ENSG00000165633	196740
M48077	WP_10Q1121Q1123_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	WDFY4	ENSG00000128815	57705
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	ACTN2	ENSG00000077522	88
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	ADAM10	ENSG00000137845	102
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	ADIRF	ENSG00000148671	10974
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	AFG3L2	ENSG00000141385	10939
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	BMP2	ENSG00000125845	650
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	BMPR1A	ENSG00000107779	657
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	BUB1B	ENSG00000156970	701
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	CCSER2	ENSG00000107771	54462
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	CDHR1	ENSG00000148600	92211
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	CEBPA	ENSG00000245848	1050
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	DNAJB13	ENSG00000187726	374407
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	DYDC1	ENSG00000170788	143241
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	DYDC2	ENSG00000133665	84332
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	ERBB4	ENSG00000178568	2066
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	FAM25A	ENSG00000188100	643161
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	GHITM	ENSG00000165678	27069
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	GLUD1	ENSG00000148672	2746
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	GPR15	ENSG00000154165	2838
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	GPR15LG	ENSG00000188373	387695
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	GRID1	ENSG00000182771	2894
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	IQUB	ENSG00000164675	154865
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	LDB3	ENSG00000122367	11155
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	LINC00858	ENSG00000229404	170425
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	LRIT1	ENSG00000148602	26103
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	LRIT2	ENSG00000204033	340745
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	MAD2L2	ENSG00000116670	10459
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	MAS1	ENSG00000130368	4142
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	MAT1A	ENSG00000151224	4143
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	MIR346	ENSG00000199104	442911
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	MMRN2	ENSG00000173269	79812
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	NFKB1	ENSG00000109320	4790
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	NME5	ENSG00000112981	8382
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	NRG3	ENSG00000185737	10718
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	OPN4	ENSG00000122375	94233
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	PDS5A	ENSG00000121892	23244
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	PDS5B	ENSG00000083642	23047
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	PPARG	ENSG00000132170	5468
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	PRXL2A	ENSG00000122378	84293
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	RAD21	ENSG00000164754	5885
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	RGR	ENSG00000148604	5995
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	ROPN1L	ENSG00000145491	83853
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	RSPH1	ENSG00000160188	89765
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	RSPH14	ENSG00000100218	27156
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	RSPH3	ENSG00000130363	83861
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	RSPH4A	ENSG00000111834	345895
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	RSPH6A	ENSG00000104941	81492
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	RSPH9	ENSG00000172426	221421
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SF3B4	ENSG00000143368	10262
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SH2D4B	ENSG00000178217	387694
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SH3GL3	ENSG00000140600	6457
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SHLD1	ENSG00000171984	149840
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SHLD2	ENSG00000122376	54537
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SHLD3	ENSG00000253251	112441434
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SIRT4	ENSG00000089163	23409
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SMC1A	ENSG00000072501	8243
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SMC3	ENSG00000108055	9126
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SNCG	ENSG00000173267	6623
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	STAG1	ENSG00000118007	10274
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	SUSD2	ENSG00000099994	56241
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	TNFSF11	ENSG00000120659	8600
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	TSPAN14	ENSG00000108219	81619
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	VEGFA	ENSG00000112715	7422
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	WAPL	ENSG00000062650	23063
M48102	WP_10Q22Q23_COPY_NUMBER_VARIATION	C2	CP:WIKIPATHWAYS	Homo sapiens	ZMYND11	ENSG00000015171	10771
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	ACCS	ENSG00000110455	84680
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	ALKBH3	ENSG00000166199	221120
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	ALX4	ENSG00000052850	60529
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	B3GNT7	ENSG00000156966	93010
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	B4GALT4	ENSG00000121578	8702
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	B4GAT1	ENSG00000174684	11041
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	BMAL1	ENSG00000133794	406
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	C11orf96	ENSG00000187479	387763
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	CD151	ENSG00000177697	977
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	CD19	ENSG00000177455	930
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	CD4	ENSG00000010610	920
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	CD53	ENSG00000143119	963
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	CD63	ENSG00000135404	967
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	CD82	ENSG00000085117	3732
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	CHST1	ENSG00000175264	8534
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	CHST6	ENSG00000183196	4166
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	CLOCK	ENSG00000134852	9575
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	CRY2	ENSG00000121671	1408
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	EXT1	ENSG00000182197	2131
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	EXT2	ENSG00000151348	2132
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	FREY1	ENSG00000234776	143678
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	GLI3	ENSG00000106571	2737
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	HBEGF	ENSG00000113070	1839
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	HLA-DMA	ENSG00000204257	3108
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	HLA-DMB	ENSG00000242574	3109
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	HLA-DRA	ENSG00000204287	3122
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	IGSF8	ENSG00000162729	93185
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	ITGA3	ENSG00000005884	3675
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	ITGA4	ENSG00000115232	3676
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	ITGA6	ENSG00000091409	3655
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	ITGB1	ENSG00000150093	3688
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	ITGB2	ENSG00000160255	3689
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	IZUMO1	ENSG00000182264	284359
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	LARGE2	ENSG00000165905	120071
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	LEF1	ENSG00000138795	51176
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	LGALS3BP	ENSG00000108679	3959
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	MAPK8IP1	ENSG00000121653	9479
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	MS4A1	ENSG00000156738	931
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	NDST1	ENSG00000070614	3340
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	NRXN1	ENSG00000179915	9378
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	PEX16	ENSG00000121680	9409
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	PEX3	ENSG00000034693	8504
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	PHF21A	ENSG00000135365	51317
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	PRDM11	ENSG00000019485	56981
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	REST	ENSG00000084093	5978
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	SDCBP	ENSG00000137575	6386
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	SHH	ENSG00000164690	6469
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	SLC25A17	ENSG00000100372	10478
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	SLC35C1	ENSG00000181830	55343
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	SPPL2C	ENSG00000185294	162540
M48075	WP_11P112_COPY_NUMBER_VARIATION_SYNDROME	C2	CP:WIKIPATHWAYS	Homo sapiens	SYT13	ENSG00000019505	57586
