pathway_id	pathway_name	gene_entrez
R-HSA-109582	Homo sapiens: Hemostasis	14
R-HSA-109582	Homo sapiens: Hemostasis	140628
R-HSA-109582	Homo sapiens: Hemostasis	140885
R-HSA-109582	Homo sapiens: Hemostasis	1432
R-HSA-109582	Homo sapiens: Hemostasis	1445
R-HSA-109582	Homo sapiens: Hemostasis	146850
R-HSA-109582	Homo sapiens: Hemostasis	146909
R-HSA-109582	Homo sapiens: Hemostasis	147700
R-HSA-109582	Homo sapiens: Hemostasis	150
R-HSA-109582	Homo sapiens: Hemostasis	151
R-HSA-109582	Homo sapiens: Hemostasis	152
R-HSA-109582	Homo sapiens: Hemostasis	1521
R-HSA-109582	Homo sapiens: Hemostasis	1525
R-HSA-109582	Homo sapiens: Hemostasis	1606
R-HSA-109582	Homo sapiens: Hemostasis	1607
R-HSA-109582	Homo sapiens: Hemostasis	1608
R-HSA-109582	Homo sapiens: Hemostasis	160851
R-HSA-109582	Homo sapiens: Hemostasis	1609
R-HSA-109582	Homo sapiens: Hemostasis	161882
R-HSA-109582	Homo sapiens: Hemostasis	1675
R-HSA-109582	Homo sapiens: Hemostasis	1793
R-HSA-109582	Homo sapiens: Hemostasis	1794
R-HSA-109582	Homo sapiens: Hemostasis	1795
R-HSA-109582	Homo sapiens: Hemostasis	1893
R-HSA-109582	Homo sapiens: Hemostasis	1950
R-HSA-109582	Homo sapiens: Hemostasis	197
R-HSA-109582	Homo sapiens: Hemostasis	2
R-HSA-109582	Homo sapiens: Hemostasis	207
R-HSA-109582	Homo sapiens: Hemostasis	213
R-HSA-109582	Homo sapiens: Hemostasis	2147
R-HSA-109582	Homo sapiens: Hemostasis	2149
R-HSA-109582	Homo sapiens: Hemostasis	2151
R-HSA-109582	Homo sapiens: Hemostasis	2151
R-HSA-109582	Homo sapiens: Hemostasis	2152
R-HSA-109582	Homo sapiens: Hemostasis	2153
R-HSA-109582	Homo sapiens: Hemostasis	2155
R-HSA-109582	Homo sapiens: Hemostasis	2157
R-HSA-109582	Homo sapiens: Hemostasis	2158
R-HSA-109582	Homo sapiens: Hemostasis	2159
R-HSA-109582	Homo sapiens: Hemostasis	2160
R-HSA-109582	Homo sapiens: Hemostasis	2161
R-HSA-109582	Homo sapiens: Hemostasis	2162
R-HSA-109582	Homo sapiens: Hemostasis	2165
R-HSA-109582	Homo sapiens: Hemostasis	2207
R-HSA-109582	Homo sapiens: Hemostasis	221037
R-HSA-109582	Homo sapiens: Hemostasis	221458
R-HSA-109582	Homo sapiens: Hemostasis	221955
R-HSA-109582	Homo sapiens: Hemostasis	2243
R-HSA-109582	Homo sapiens: Hemostasis	2244
R-HSA-109582	Homo sapiens: Hemostasis	226
R-HSA-109582	Homo sapiens: Hemostasis	2266
R-HSA-109582	Homo sapiens: Hemostasis	2268
R-HSA-109582	Homo sapiens: Hemostasis	2277
R-HSA-109582	Homo sapiens: Hemostasis	22915
R-HSA-109582	Homo sapiens: Hemostasis	22920
R-HSA-109582	Homo sapiens: Hemostasis	22920
R-HSA-109582	Homo sapiens: Hemostasis	22927
R-HSA-109582	Homo sapiens: Hemostasis	22953
R-HSA-109582	Homo sapiens: Hemostasis	23028
R-HSA-109582	Homo sapiens: Hemostasis	23046
R-HSA-109582	Homo sapiens: Hemostasis	23052
R-HSA-109582	Homo sapiens: Hemostasis	23095
R-HSA-109582	Homo sapiens: Hemostasis	2316
R-HSA-109582	Homo sapiens: Hemostasis	23186
R-HSA-109582	Homo sapiens: Hemostasis	23303
R-HSA-109582	Homo sapiens: Hemostasis	23348
R-HSA-109582	Homo sapiens: Hemostasis	2335
R-HSA-109582	Homo sapiens: Hemostasis	23414
R-HSA-109582	Homo sapiens: Hemostasis	23428
R-HSA-109582	Homo sapiens: Hemostasis	23468
R-HSA-109582	Homo sapiens: Hemostasis	23533
R-HSA-109582	Homo sapiens: Hemostasis	23539
R-HSA-109582	Homo sapiens: Hemostasis	23657
R-HSA-109582	Homo sapiens: Hemostasis	23759
R-HSA-109582	Homo sapiens: Hemostasis	23764
R-HSA-109582	Homo sapiens: Hemostasis	23764
R-HSA-109582	Homo sapiens: Hemostasis	24137
R-HSA-109582	Homo sapiens: Hemostasis	25
R-HSA-109582	Homo sapiens: Hemostasis	2534
R-HSA-109582	Homo sapiens: Hemostasis	259215
R-HSA-109582	Homo sapiens: Hemostasis	25942
R-HSA-109582	Homo sapiens: Hemostasis	25970
R-HSA-109582	Homo sapiens: Hemostasis	260334
R-HSA-109582	Homo sapiens: Hemostasis	26090
R-HSA-109582	Homo sapiens: Hemostasis	26153
R-HSA-109582	Homo sapiens: Hemostasis	2621
R-HSA-109582	Homo sapiens: Hemostasis	2623
R-HSA-109582	Homo sapiens: Hemostasis	2624
R-HSA-109582	Homo sapiens: Hemostasis	2625
R-HSA-109582	Homo sapiens: Hemostasis	2626
R-HSA-109582	Homo sapiens: Hemostasis	2627
R-HSA-109582	Homo sapiens: Hemostasis	27040
R-HSA-109582	Homo sapiens: Hemostasis	27094
R-HSA-109582	Homo sapiens: Hemostasis	27154
R-HSA-109582	Homo sapiens: Hemostasis	2734
R-HSA-109582	Homo sapiens: Hemostasis	27345
R-HSA-109582	Homo sapiens: Hemostasis	2767
R-HSA-109582	Homo sapiens: Hemostasis	2767
R-HSA-109582	Homo sapiens: Hemostasis	2768
R-HSA-109582	Homo sapiens: Hemostasis	2768
R-HSA-109582	Homo sapiens: Hemostasis	2769
R-HSA-109582	Homo sapiens: Hemostasis	2769
R-HSA-109582	Homo sapiens: Hemostasis	2770
R-HSA-109582	Homo sapiens: Hemostasis	2771
R-HSA-109582	Homo sapiens: Hemostasis	2773
R-HSA-109582	Homo sapiens: Hemostasis	2776
R-HSA-109582	Homo sapiens: Hemostasis	2776
R-HSA-109582	Homo sapiens: Hemostasis	2778
R-HSA-109582	Homo sapiens: Hemostasis	2778
R-HSA-109582	Homo sapiens: Hemostasis	2782
R-HSA-109582	Homo sapiens: Hemostasis	2782
R-HSA-109582	Homo sapiens: Hemostasis	2783
R-HSA-109582	Homo sapiens: Hemostasis	2783
R-HSA-109582	Homo sapiens: Hemostasis	2784
R-HSA-109582	Homo sapiens: Hemostasis	2784
R-HSA-109582	Homo sapiens: Hemostasis	2785
R-HSA-109582	Homo sapiens: Hemostasis	2785
R-HSA-109582	Homo sapiens: Hemostasis	2786
R-HSA-109582	Homo sapiens: Hemostasis	2786
R-HSA-109582	Homo sapiens: Hemostasis	2787
R-HSA-109582	Homo sapiens: Hemostasis	2787
R-HSA-109582	Homo sapiens: Hemostasis	2788
R-HSA-109582	Homo sapiens: Hemostasis	2788
R-HSA-109582	Homo sapiens: Hemostasis	2790
R-HSA-109582	Homo sapiens: Hemostasis	2790
R-HSA-109582	Homo sapiens: Hemostasis	2791
R-HSA-109582	Homo sapiens: Hemostasis	2791
R-HSA-109582	Homo sapiens: Hemostasis	2792
R-HSA-109582	Homo sapiens: Hemostasis	2792
R-HSA-109582	Homo sapiens: Hemostasis	2793
R-HSA-109582	Homo sapiens: Hemostasis	2793
R-HSA-109582	Homo sapiens: Hemostasis	2811
R-HSA-109582	Homo sapiens: Hemostasis	2812
R-HSA-109582	Homo sapiens: Hemostasis	2814
R-HSA-109582	Homo sapiens: Hemostasis	2815
R-HSA-109582	Homo sapiens: Hemostasis	2817
R-HSA-109582	Homo sapiens: Hemostasis	284
R-HSA-109582	Homo sapiens: Hemostasis	284
R-HSA-109582	Homo sapiens: Hemostasis	285
R-HSA-109582	Homo sapiens: Hemostasis	285643
R-HSA-109582	Homo sapiens: Hemostasis	2885
R-HSA-109582	Homo sapiens: Hemostasis	2886
R-HSA-109582	Homo sapiens: Hemostasis	2888
R-HSA-109582	Homo sapiens: Hemostasis	29106
R-HSA-109582	Homo sapiens: Hemostasis	29127
R-HSA-109582	Homo sapiens: Hemostasis	2977
R-HSA-109582	Homo sapiens: Hemostasis	29789
R-HSA-109582	Homo sapiens: Hemostasis	29802
R-HSA-109582	Homo sapiens: Hemostasis	2982
R-HSA-109582	Homo sapiens: Hemostasis	2983
R-HSA-109582	Homo sapiens: Hemostasis	2993
R-HSA-109582	Homo sapiens: Hemostasis	2994
R-HSA-109582	Homo sapiens: Hemostasis	2995
R-HSA-109582	Homo sapiens: Hemostasis	302
R-HSA-109582	Homo sapiens: Hemostasis	3020
R-HSA-109582	Homo sapiens: Hemostasis	3021
R-HSA-109582	Homo sapiens: Hemostasis	3043
R-HSA-109582	Homo sapiens: Hemostasis	3045
R-HSA-109582	Homo sapiens: Hemostasis	3046
R-HSA-109582	Homo sapiens: Hemostasis	3047
R-HSA-109582	Homo sapiens: Hemostasis	3048
R-HSA-109582	Homo sapiens: Hemostasis	3053
R-HSA-109582	Homo sapiens: Hemostasis	3065
R-HSA-109582	Homo sapiens: Hemostasis	3066
R-HSA-109582	Homo sapiens: Hemostasis	308
R-HSA-109582	Homo sapiens: Hemostasis	3082
R-HSA-109582	Homo sapiens: Hemostasis	30845
R-HSA-109582	Homo sapiens: Hemostasis	30846
R-HSA-109582	Homo sapiens: Hemostasis	3265
R-HSA-109582	Homo sapiens: Hemostasis	3273
R-HSA-109582	Homo sapiens: Hemostasis	3309
R-HSA-109582	Homo sapiens: Hemostasis	333932
R-HSA-109582	Homo sapiens: Hemostasis	334
R-HSA-109582	Homo sapiens: Hemostasis	335
R-HSA-109582	Homo sapiens: Hemostasis	338
R-HSA-109582	Homo sapiens: Hemostasis	3439
R-HSA-109582	Homo sapiens: Hemostasis	3440
R-HSA-109582	Homo sapiens: Hemostasis	3441
R-HSA-109582	Homo sapiens: Hemostasis	3442
R-HSA-109582	Homo sapiens: Hemostasis	3443
R-HSA-109582	Homo sapiens: Hemostasis	3444
R-HSA-109582	Homo sapiens: Hemostasis	3445
R-HSA-109582	Homo sapiens: Hemostasis	3446
R-HSA-109582	Homo sapiens: Hemostasis	3447
R-HSA-109582	Homo sapiens: Hemostasis	3448
R-HSA-109582	Homo sapiens: Hemostasis	3449
R-HSA-109582	Homo sapiens: Hemostasis	3451
R-HSA-109582	Homo sapiens: Hemostasis	3452
R-HSA-109582	Homo sapiens: Hemostasis	3456
R-HSA-109582	Homo sapiens: Hemostasis	346562
R-HSA-109582	Homo sapiens: Hemostasis	347688
R-HSA-109582	Homo sapiens: Hemostasis	347733
R-HSA-109582	Homo sapiens: Hemostasis	3479
R-HSA-109582	Homo sapiens: Hemostasis	3481
R-HSA-109582	Homo sapiens: Hemostasis	350
R-HSA-109582	Homo sapiens: Hemostasis	351
R-HSA-109582	Homo sapiens: Hemostasis	3512
R-HSA-109582	Homo sapiens: Hemostasis	3543
R-HSA-109582	Homo sapiens: Hemostasis	3635
R-HSA-109582	Homo sapiens: Hemostasis	3655
R-HSA-109582	Homo sapiens: Hemostasis	3659
R-HSA-109582	Homo sapiens: Hemostasis	3660
R-HSA-109582	Homo sapiens: Hemostasis	3671
R-HSA-109582	Homo sapiens: Hemostasis	3672
R-HSA-109582	Homo sapiens: Hemostasis	3673
R-HSA-109582	Homo sapiens: Hemostasis	3674
R-HSA-109582	Homo sapiens: Hemostasis	3675
R-HSA-109582	Homo sapiens: Hemostasis	3676
R-HSA-109582	Homo sapiens: Hemostasis	3678
R-HSA-109582	Homo sapiens: Hemostasis	3683
R-HSA-109582	Homo sapiens: Hemostasis	3684
R-HSA-109582	Homo sapiens: Hemostasis	3685
R-HSA-109582	Homo sapiens: Hemostasis	3687
R-HSA-109582	Homo sapiens: Hemostasis	3688
R-HSA-109582	Homo sapiens: Hemostasis	3688
R-HSA-109582	Homo sapiens: Hemostasis	3689
R-HSA-109582	Homo sapiens: Hemostasis	3690
R-HSA-109582	Homo sapiens: Hemostasis	3699
R-HSA-109582	Homo sapiens: Hemostasis	3700
R-HSA-109582	Homo sapiens: Hemostasis	3705
R-HSA-109582	Homo sapiens: Hemostasis	3708
R-HSA-109582	Homo sapiens: Hemostasis	3709
R-HSA-109582	Homo sapiens: Hemostasis	3710
R-HSA-109582	Homo sapiens: Hemostasis	3717
R-HSA-109582	Homo sapiens: Hemostasis	374354
R-HSA-109582	Homo sapiens: Hemostasis	3778
R-HSA-109582	Homo sapiens: Hemostasis	3779
R-HSA-109582	Homo sapiens: Hemostasis	3796
R-HSA-109582	Homo sapiens: Hemostasis	3797
R-HSA-109582	Homo sapiens: Hemostasis	3797
R-HSA-109582	Homo sapiens: Hemostasis	3798
R-HSA-109582	Homo sapiens: Hemostasis	3799
R-HSA-109582	Homo sapiens: Hemostasis	3818
R-HSA-109582	Homo sapiens: Hemostasis	3827
R-HSA-109582	Homo sapiens: Hemostasis	3831
R-HSA-109582	Homo sapiens: Hemostasis	3832
R-HSA-109582	Homo sapiens: Hemostasis	3833
R-HSA-109582	Homo sapiens: Hemostasis	3833
R-HSA-109582	Homo sapiens: Hemostasis	3834
R-HSA-109582	Homo sapiens: Hemostasis	3835
R-HSA-109582	Homo sapiens: Hemostasis	3845
R-HSA-109582	Homo sapiens: Hemostasis	387
R-HSA-109582	Homo sapiens: Hemostasis	388
R-HSA-109582	Homo sapiens: Hemostasis	3897
R-HSA-109582	Homo sapiens: Hemostasis	391
R-HSA-109582	Homo sapiens: Hemostasis	3920
R-HSA-109582	Homo sapiens: Hemostasis	3932
R-HSA-109582	Homo sapiens: Hemostasis	3937
R-HSA-109582	Homo sapiens: Hemostasis	3959
R-HSA-109582	Homo sapiens: Hemostasis	4067
R-HSA-109582	Homo sapiens: Hemostasis	4072
R-HSA-109582	Homo sapiens: Hemostasis	408
R-HSA-109582	Homo sapiens: Hemostasis	409
R-HSA-109582	Homo sapiens: Hemostasis	4097
R-HSA-109582	Homo sapiens: Hemostasis	4097
R-HSA-109582	Homo sapiens: Hemostasis	4099
R-HSA-109582	Homo sapiens: Hemostasis	4267
R-HSA-109582	Homo sapiens: Hemostasis	4282
R-HSA-109582	Homo sapiens: Hemostasis	4312
R-HSA-109582	Homo sapiens: Hemostasis	4352
R-HSA-109582	Homo sapiens: Hemostasis	440533
R-HSA-109582	Homo sapiens: Hemostasis	4602
R-HSA-109582	Homo sapiens: Hemostasis	462
R-HSA-109582	Homo sapiens: Hemostasis	4680
R-HSA-109582	Homo sapiens: Hemostasis	4778
R-HSA-109582	Homo sapiens: Hemostasis	4778
R-HSA-109582	Homo sapiens: Hemostasis	481
R-HSA-109582	Homo sapiens: Hemostasis	482
R-HSA-109582	Homo sapiens: Hemostasis	483
R-HSA-109582	Homo sapiens: Hemostasis	4842
R-HSA-109582	Homo sapiens: Hemostasis	4843
R-HSA-109582	Homo sapiens: Hemostasis	4846
R-HSA-109582	Homo sapiens: Hemostasis	487
R-HSA-109582	Homo sapiens: Hemostasis	488
R-HSA-109582	Homo sapiens: Hemostasis	489
R-HSA-109582	Homo sapiens: Hemostasis	4893
R-HSA-109582	Homo sapiens: Hemostasis	490
R-HSA-109582	Homo sapiens: Hemostasis	491
R-HSA-109582	Homo sapiens: Hemostasis	492
R-HSA-109582	Homo sapiens: Hemostasis	493
R-HSA-109582	Homo sapiens: Hemostasis	4973
R-HSA-109582	Homo sapiens: Hemostasis	5004
R-HSA-109582	Homo sapiens: Hemostasis	5005
R-HSA-109582	Homo sapiens: Hemostasis	5023
R-HSA-109582	Homo sapiens: Hemostasis	5024
R-HSA-109582	Homo sapiens: Hemostasis	5025
R-HSA-109582	Homo sapiens: Hemostasis	5026
R-HSA-109582	Homo sapiens: Hemostasis	5027
R-HSA-109582	Homo sapiens: Hemostasis	5028
R-HSA-109582	Homo sapiens: Hemostasis	5028
R-HSA-109582	Homo sapiens: Hemostasis	5051
R-HSA-109582	Homo sapiens: Hemostasis	5054
R-HSA-109582	Homo sapiens: Hemostasis	5055
R-HSA-109582	Homo sapiens: Hemostasis	50808
R-HSA-109582	Homo sapiens: Hemostasis	50848
R-HSA-109582	Homo sapiens: Hemostasis	50940
R-HSA-109582	Homo sapiens: Hemostasis	5099
R-HSA-109582	Homo sapiens: Hemostasis	5104
R-HSA-109582	Homo sapiens: Hemostasis	51097
R-HSA-109582	Homo sapiens: Hemostasis	51206
R-HSA-109582	Homo sapiens: Hemostasis	51266
R-HSA-109582	Homo sapiens: Hemostasis	51317
R-HSA-109582	Homo sapiens: Hemostasis	5136
R-HSA-109582	Homo sapiens: Hemostasis	51368
R-HSA-109582	Homo sapiens: Hemostasis	51378
R-HSA-109582	Homo sapiens: Hemostasis	5138
R-HSA-109582	Homo sapiens: Hemostasis	5152
R-HSA-109582	Homo sapiens: Hemostasis	5153
R-HSA-109582	Homo sapiens: Hemostasis	5154
R-HSA-109582	Homo sapiens: Hemostasis	5155
R-HSA-109582	Homo sapiens: Hemostasis	51571
R-HSA-109582	Homo sapiens: Hemostasis	5170
R-HSA-109582	Homo sapiens: Hemostasis	5170
R-HSA-109582	Homo sapiens: Hemostasis	51706
R-HSA-109582	Homo sapiens: Hemostasis	51744
R-HSA-109582	Homo sapiens: Hemostasis	5175
R-HSA-109582	Homo sapiens: Hemostasis	51764
R-HSA-109582	Homo sapiens: Hemostasis	51764
R-HSA-109582	Homo sapiens: Hemostasis	51807
R-HSA-109582	Homo sapiens: Hemostasis	5196
R-HSA-109582	Homo sapiens: Hemostasis	5197
R-HSA-109582	Homo sapiens: Hemostasis	5216
R-HSA-109582	Homo sapiens: Hemostasis	5265
R-HSA-109582	Homo sapiens: Hemostasis	5267
R-HSA-109582	Homo sapiens: Hemostasis	5269
R-HSA-109582	Homo sapiens: Hemostasis	5270
R-HSA-109582	Homo sapiens: Hemostasis	5271
R-HSA-109582	Homo sapiens: Hemostasis	5290
R-HSA-109582	Homo sapiens: Hemostasis	5291
R-HSA-109582	Homo sapiens: Hemostasis	5294
R-HSA-109582	Homo sapiens: Hemostasis	5295
R-HSA-109582	Homo sapiens: Hemostasis	5296
R-HSA-109582	Homo sapiens: Hemostasis	5321
R-HSA-109582	Homo sapiens: Hemostasis	5327
R-HSA-109582	Homo sapiens: Hemostasis	5328
R-HSA-109582	Homo sapiens: Hemostasis	5329
R-HSA-109582	Homo sapiens: Hemostasis	5335
R-HSA-109582	Homo sapiens: Hemostasis	5336
R-HSA-109582	Homo sapiens: Hemostasis	5340
R-HSA-109582	Homo sapiens: Hemostasis	5341
R-HSA-109582	Homo sapiens: Hemostasis	5345
R-HSA-109582	Homo sapiens: Hemostasis	54210
R-HSA-109582	Homo sapiens: Hemostasis	54331
R-HSA-109582	Homo sapiens: Hemostasis	54331
R-HSA-109582	Homo sapiens: Hemostasis	54495
R-HSA-109582	Homo sapiens: Hemostasis	54518
R-HSA-109582	Homo sapiens: Hemostasis	54676
R-HSA-109582	Homo sapiens: Hemostasis	547
R-HSA-109582	Homo sapiens: Hemostasis	5473
R-HSA-109582	Homo sapiens: Hemostasis	5478
R-HSA-109582	Homo sapiens: Hemostasis	5478
R-HSA-109582	Homo sapiens: Hemostasis	54863
R-HSA-109582	Homo sapiens: Hemostasis	55083
R-HSA-109582	Homo sapiens: Hemostasis	5515
R-HSA-109582	Homo sapiens: Hemostasis	5516
R-HSA-109582	Homo sapiens: Hemostasis	5518
R-HSA-109582	Homo sapiens: Hemostasis	5519
R-HSA-109582	Homo sapiens: Hemostasis	5525
R-HSA-109582	Homo sapiens: Hemostasis	5526
R-HSA-109582	Homo sapiens: Hemostasis	5527
R-HSA-109582	Homo sapiens: Hemostasis	5528
R-HSA-109582	Homo sapiens: Hemostasis	5529
R-HSA-109582	Homo sapiens: Hemostasis	55423
R-HSA-109582	Homo sapiens: Hemostasis	5547
R-HSA-109582	Homo sapiens: Hemostasis	5552
R-HSA-109582	Homo sapiens: Hemostasis	55582
R-HSA-109582	Homo sapiens: Hemostasis	55604
R-HSA-109582	Homo sapiens: Hemostasis	55605
R-HSA-109582	Homo sapiens: Hemostasis	55614
R-HSA-109582	Homo sapiens: Hemostasis	55619
R-HSA-109582	Homo sapiens: Hemostasis	5566
R-HSA-109582	Homo sapiens: Hemostasis	55664
R-HSA-109582	Homo sapiens: Hemostasis	55669
R-HSA-109582	Homo sapiens: Hemostasis	5567
R-HSA-109582	Homo sapiens: Hemostasis	5568
R-HSA-109582	Homo sapiens: Hemostasis	5573
R-HSA-109582	Homo sapiens: Hemostasis	5575
R-HSA-109582	Homo sapiens: Hemostasis	5576
R-HSA-109582	Homo sapiens: Hemostasis	5577
R-HSA-109582	Homo sapiens: Hemostasis	5578
R-HSA-109582	Homo sapiens: Hemostasis	5579
R-HSA-109582	Homo sapiens: Hemostasis	5580
R-HSA-109582	Homo sapiens: Hemostasis	5581
R-HSA-109582	Homo sapiens: Hemostasis	5582
R-HSA-109582	Homo sapiens: Hemostasis	5583
R-HSA-109582	Homo sapiens: Hemostasis	5590
R-HSA-109582	Homo sapiens: Hemostasis	5592
R-HSA-109582	Homo sapiens: Hemostasis	5592
R-HSA-109582	Homo sapiens: Hemostasis	5593
R-HSA-109582	Homo sapiens: Hemostasis	5593
R-HSA-109582	Homo sapiens: Hemostasis	5594
R-HSA-109582	Homo sapiens: Hemostasis	5595
R-HSA-109582	Homo sapiens: Hemostasis	55970
R-HSA-109582	Homo sapiens: Hemostasis	55970
R-HSA-109582	Homo sapiens: Hemostasis	5624
R-HSA-109582	Homo sapiens: Hemostasis	5627
R-HSA-109582	Homo sapiens: Hemostasis	56301
R-HSA-109582	Homo sapiens: Hemostasis	5657
R-HSA-109582	Homo sapiens: Hemostasis	5660
R-HSA-109582	Homo sapiens: Hemostasis	5669
R-HSA-109582	Homo sapiens: Hemostasis	5670
R-HSA-109582	Homo sapiens: Hemostasis	5671
R-HSA-109582	Homo sapiens: Hemostasis	5672
R-HSA-109582	Homo sapiens: Hemostasis	5673
R-HSA-109582	Homo sapiens: Hemostasis	5675
R-HSA-109582	Homo sapiens: Hemostasis	5676
R-HSA-109582	Homo sapiens: Hemostasis	5678
R-HSA-109582	Homo sapiens: Hemostasis	5680
R-HSA-109582	Homo sapiens: Hemostasis	56992
R-HSA-109582	Homo sapiens: Hemostasis	56992
R-HSA-109582	Homo sapiens: Hemostasis	57113
R-HSA-109582	Homo sapiens: Hemostasis	57126
R-HSA-109582	Homo sapiens: Hemostasis	5739
R-HSA-109582	Homo sapiens: Hemostasis	5739
R-HSA-109582	Homo sapiens: Hemostasis	57406
R-HSA-109582	Homo sapiens: Hemostasis	5747
R-HSA-109582	Homo sapiens: Hemostasis	57572
R-HSA-109582	Homo sapiens: Hemostasis	5768
R-HSA-109582	Homo sapiens: Hemostasis	5770
R-HSA-109582	Homo sapiens: Hemostasis	5777
R-HSA-109582	Homo sapiens: Hemostasis	5781
R-HSA-109582	Homo sapiens: Hemostasis	58494
R-HSA-109582	Homo sapiens: Hemostasis	5868
R-HSA-109582	Homo sapiens: Hemostasis	5874
R-HSA-109582	Homo sapiens: Hemostasis	5879
R-HSA-109582	Homo sapiens: Hemostasis	5880
R-HSA-109582	Homo sapiens: Hemostasis	5889
R-HSA-109582	Homo sapiens: Hemostasis	5890
R-HSA-109582	Homo sapiens: Hemostasis	5894
R-HSA-109582	Homo sapiens: Hemostasis	5906
R-HSA-109582	Homo sapiens: Hemostasis	5908
R-HSA-109582	Homo sapiens: Hemostasis	5919
R-HSA-109582	Homo sapiens: Hemostasis	59345
R-HSA-109582	Homo sapiens: Hemostasis	59345
R-HSA-109582	Homo sapiens: Hemostasis	60
R-HSA-109582	Homo sapiens: Hemostasis	6281
R-HSA-109582	Homo sapiens: Hemostasis	634
R-HSA-109582	Homo sapiens: Hemostasis	6382
R-HSA-109582	Homo sapiens: Hemostasis	6383
R-HSA-109582	Homo sapiens: Hemostasis	6385
R-HSA-109582	Homo sapiens: Hemostasis	6401
R-HSA-109582	Homo sapiens: Hemostasis	6402
R-HSA-109582	Homo sapiens: Hemostasis	6403
R-HSA-109582	Homo sapiens: Hemostasis	6404
R-HSA-109582	Homo sapiens: Hemostasis	6414
R-HSA-109582	Homo sapiens: Hemostasis	64145
R-HSA-109582	Homo sapiens: Hemostasis	64147
R-HSA-109582	Homo sapiens: Hemostasis	64147
R-HSA-109582	Homo sapiens: Hemostasis	6464
R-HSA-109582	Homo sapiens: Hemostasis	64780
R-HSA-109582	Homo sapiens: Hemostasis	64805
