dataset_id	chemistry	species	tissue_class	tool_a	tool_b	n_common_genes	n_common_cells	rho_gene_total	rho_cell_total_umi	log2_median	log2_iqr	log2_p05	log2_p95	pct_A_higher	pct_B_higher	pct_tie	det_rate_A	det_rate_B	det_rate_A_intersect	det_rate_B_intersect
10x_pbmc_1k_v3	3p_v3	human	PBMC	star_default	star_cr_mimic	63241	240859	0.987002097177162	0.9392360556247888	0.0	0.0	-0.0687127500840142	0.0	0.04128650717098085	0.18924431934978891	0.7694691734792303	0.39555035499122404	0.3900475957053178	0.39555035499122404	0.3900475957053178
10x_pbmc_1k_v3	3p_v3	human	PBMC	star_default	alevin_fry	63241	71774	0.9447637367356325	0.8712111974363769	0.0	0.0	-0.3219280948873623	0.5849625007211562	0.1374582944608719	0.18973450767698172	0.6728071978621464	0.39555035499122404	0.3926724751348018	0.39555035499122404	0.3926724751348018
10x_pbmc_1k_v3	3p_v3	human	PBMC	star_default	kb_count	63241	232735	0.9491410570497453	0.9326614699137794	0.0	0.04924351901984913	-1.0	0.020177881937630274	0.0525608386964153	0.2804984108410683	0.6669407504625164	0.39555035499122404	0.4195379579703041	0.39555035499122404	0.4195379579703041
10x_pbmc_1k_v3	3p_v3	human	PBMC	star_cr_mimic	alevin_fry	63241	71773	0.9523029489851681	0.8617335843126313	0.0	0.0	-0.3219280948873623	0.3677317845004871	0.17608829714900143	0.14327730428045096	0.6806343985705476	0.3900475957053178	0.3926724751348018	0.3900475957053178	0.3926724751348018
10x_pbmc_1k_v3	3p_v3	human	PBMC	star_cr_mimic	kb_count	63241	233045	0.9499736845197433	0.9650478809324924	0.0	0.010847382236992435	-1.0	0.047673561552631284	0.06889517876061416	0.25600480700811185	0.675100014231274	0.3900475957053178	0.4195379579703041	0.3900475957053178	0.4195379579703041
10x_pbmc_1k_v3	3p_v3	human	PBMC	alevin_fry	kb_count	63241	71411	0.9487483796461115	0.8952471234553747	0.0	0.029805632553363316	-1.0	0.0	0.04895558261254566	0.28244335162315587	0.6686010657642985	0.3926724751348018	0.4195379579703041	0.3926724751348018	0.4195379579703041
10x_pbmc_4k_v2	3p_v2	human	PBMC	star_default	star_cr_mimic	63241	282237	0.9680579190873944	0.9710820497756162	0.0	0.03199011424443703	0.0	0.9068905956085185	0.28903717525023326	0.021821286823421514	0.6891415379263452	0.4467987539728973	0.41985420850397687	0.4467987539728973	0.41985420850397687
10x_pbmc_4k_v2	3p_v2	human	PBMC	star_default	alevin_fry	63241	221891	0.9276242670875425	0.9684753348762565	0.0	0.009522774118506636	-0.2630344058337938	1.1783372412585125	0.25927800003162504	0.1308170332537436	0.6099049667146313	0.4467987539728973	0.4197909583972423	0.4467987539728973	0.4197909583972423
10x_pbmc_4k_v2	3p_v2	human	PBMC	star_default	kb_count	63241	280335	0.9391520697325826	0.9647713132940525	0.0	0.08565273349628934	-1.415037499278844	0.027480736422106918	0.05252921364304802	0.35709429009661453	0.5903764962603374	0.4467987539728973	0.49150076690754413	0.4467987539728973	0.49150076690754413
10x_pbmc_4k_v2	3p_v2	human	PBMC	star_cr_mimic	alevin_fry	63241	221889	0.9468605526460937	0.9724380677359046	0.0	0.0	-0.4150374992788438	0.6780719051126377	0.1475308739583498	0.20956341613826474	0.6429057099033855	0.41985420850397687	0.4197909583972423	0.41985420850397687	0.4197909583972423
10x_pbmc_4k_v2	3p_v2	human	PBMC	star_cr_mimic	kb_count	63241	280600	0.921933489003524	0.9703762322759311	0.0	0.15170682174447317	-1.8073549220576042	0.0	0.02654923230182951	0.39700510744611883	0.5764456602520517	0.41985420850397687	0.49150076690754413	0.41985420850397687	0.49150076690754413
10x_pbmc_4k_v2	3p_v2	human	PBMC	alevin_fry	kb_count	63241	211597	0.9217348477646407	0.981862305693168	0.0	0.14497864431208154	-2.0	0.0	0.028620673297386188	0.399930424882592	0.5714489018200218	0.4197909583972423	0.49150076690754413	0.4197909583972423	0.49150076690754413
10x_pbmc_5k_v3.1	3p_v3	human	PBMC	star_default	star_cr_mimic	63241	520463	0.9903946333033236	0.8448520235009015	0.0	0.0	-0.08017034868398333	0.0	0.04318401037301751	0.23402539491785393	0.7227905947091285	0.45356651539349474	0.4510681361774798	0.45356651539349474	0.4510681361774798
10x_pbmc_5k_v3.1	3p_v3	human	PBMC	star_default	alevin_fry	63241	87055	0.9564345810655382	0.9629929012527112	0.0	0.0	-0.4150374992788438	0.4834244742590941	0.1621732736673993	0.20733384987587167	0.630492876456729	0.45356651539349474	0.45715595895068073	0.45356651539349474	0.45715595895068073
10x_pbmc_5k_v3.1	3p_v3	human	PBMC	star_default	kb_count	63241	507058	0.9586095838527767	0.8174157877284428	0.0	0.026594210011713124	-1.0	0.10691520391651187	0.08070713619329233	0.2890213627235496	0.6302715010831581	0.45356651539349474	0.4785661200803276	0.45356651539349474	0.4785661200803276
10x_pbmc_5k_v3.1	3p_v3	human	PBMC	star_cr_mimic	alevin_fry	63241	87054	0.961719464206722	0.9661253776990263	0.0	0.0	-0.4150374992788438	0.41503749927884376	0.23824733954238547	0.123227020445597	0.6385256400120175	0.4510681361774798	0.45715595895068073	0.4510681361774798	0.45715595895068073
10x_pbmc_5k_v3.1	3p_v3	human	PBMC	star_cr_mimic	kb_count	63241	507228	0.9599571835145249	0.9012251908375949	0.0	0.0	-1.0	0.12553088208385882	0.1429294286934109	0.21846586866115336	0.6386047026454357	0.4510681361774798	0.4785661200803276	0.4510681361774798	0.4785661200803276
10x_pbmc_5k_v3.1	3p_v3	human	PBMC	alevin_fry	kb_count	63241	86353	0.9612239734642104	0.9704640974654063	0.0	0.01772759254934395	-1.0	0.07907157099119871	0.07811388181717557	0.29401812115557946	0.6278679970272449	0.45715595895068073	0.4785661200803276	0.45715595895068073	0.4785661200803276
10x_pbmc_10k_v3.1	3p_v3	human	PBMC	star_default	star_cr_mimic	63241	1396909	0.9913453019564277	0.8797924214080364	0.0	0.0	-0.05246741989413553	0.12553088208385882	0.08583039483879129	0.24646985341787764	0.6676997517433311	0.5367562182761183	0.5327240239717904	0.5367562182761183	0.5327240239717904
10x_pbmc_10k_v3.1	3p_v3	human	PBMC	star_default	alevin_fry	63241	120339	0.9565129849588861	0.9772977201980398	0.0	0.0	-1.0	0.8214116613911246	0.22711532075710378	0.24039784317136034	0.5324868360715359	0.5367562182761183	0.5434607295899812	0.5367562182761183	0.5434607295899812
10x_pbmc_10k_v3.1	3p_v3	human	PBMC	star_default	kb_count	63241	1372845	0.9604851264609439	0.8201633326954961	0.0	0.04629365227393494	-1.0	0.1728616983427143	0.09269303141949052	0.3783463259594251	0.5289606426210844	0.5367562182761183	0.5700415869451779	0.5367562182761183	0.5700415869451779
10x_pbmc_10k_v3.1	3p_v3	human	PBMC	star_cr_mimic	alevin_fry	63241	120338	0.9615441098565675	0.9767652721487075	0.0	0.0051765216674130865	-1.0	0.5849625007211562	0.26367388244967666	0.19364020176784047	0.5426859157824829	0.5327240239717904	0.5434607295899812	0.5327240239717904	0.5434607295899812
10x_pbmc_10k_v3.1	3p_v3	human	PBMC	star_cr_mimic	kb_count	63241	1372346	0.9615470425774272	0.8839307501549205	0.0	0.03326366766601271	-1.0	0.12064535407986103	0.10200660963615377	0.36248636169573534	0.5355070286681108	0.5327240239717904	0.5700415869451779	0.5327240239717904	0.5700415869451779
10x_pbmc_10k_v3.1	3p_v3	human	PBMC	alevin_fry	kb_count	63241	119816	0.965297710611679	0.9792252113979595	0.0	0.05052177557916618	-1.0	0.1926450779423958	0.08137126231400515	0.3979064214670862	0.5207223162189086	0.5434607295899812	0.5700415869451779	0.5434607295899812	0.5700415869451779
10x_t_3k_v2	3p_v2	human	PBMC	star_default	star_cr_mimic	63241	353858	0.9597225570541369	0.9744763623764254	0.0	0.0544477840223765	0.0	1.0	0.29461899716955775	0.03067630176625923	0.674704701064183	0.44271912208851855	0.414114261317816	0.44271912208851855	0.414114261317816
10x_t_3k_v2	3p_v2	human	PBMC	star_default	alevin_fry	63241	252049	0.911155418016642	0.9721905725942406	0.0	0.06711419585853703	-0.3219280948873623	1.584962500721156	0.3018136968106134	0.09732610173779668	0.6008602014515899	0.44271912208851855	0.409734191426448	0.44271912208851855	0.409734191426448
10x_t_3k_v2	3p_v2	human	PBMC	star_default	kb_count	63241	348752	0.9245246157263901	0.9619138794132976	0.0	0.11864449649861906	-1.5849625007211563	0.030161970510252364	0.05230783826947708	0.3742508815483626	0.5734412801821603	0.44271912208851855	0.5003399693236983	0.44271912208851855	0.5003399693236983
10x_t_3k_v2	3p_v2	human	PBMC	star_cr_mimic	alevin_fry	63241	252066	0.9330011503419472	0.977194192014203	0.0	0.0	-0.5849625007211563	1.0	0.18328299679005708	0.17774861245078352	0.6389683907591595	0.414114261317816	0.409734191426448	0.414114261317816	0.409734191426448
10x_t_3k_v2	3p_v2	human	PBMC	star_cr_mimic	kb_count	63241	349055	0.9048436495078374	0.9625837776643308	0.0	0.23464988709173257	-2.321928094887362	0.0	0.023228601698265367	0.41713445391439097	0.5596369443873437	0.414114261317816	0.5003399693236983	0.414114261317816	0.5003399693236983
10x_t_3k_v2	3p_v2	human	PBMC	alevin_fry	kb_count	63241	245310	0.9064026878756466	0.9819230177816914	0.0	0.3301486016923309	-2.4594316186372973	0.0	0.020777660062301355	0.4275232839455417	0.551699055992157	0.409734191426448	0.5003399693236983	0.409734191426448	0.5003399693236983
10x_neuron_1k_v3	3p_v3	mouse	non-PBMC	star_default	star_cr_mimic	57180	356720	0.9911660822611769	0.936888861300946	0.0	0.0	-0.04264433740849367	0.0	0.04450856942987058	0.2186079048618398	0.7368835257082896	0.44454354669464846	0.438737320741518	0.44454354669464846	0.438737320741518
10x_neuron_1k_v3	3p_v3	mouse	non-PBMC	star_default	alevin_fry	57180	103370	0.9494904071109814	0.9326371689960343	0.0	0.0	-0.12553088208385899	0.5849625007211562	0.2260230849947534	0.13179433368310597	0.6421825813221406	0.44454354669464846	0.4323539699195523	0.44454354669464846	0.4323539699195523
10x_neuron_1k_v3	3p_v3	mouse	non-PBMC	star_default	kb_count	57180	340162	0.9585139730899218	0.8914310993101208	0.0	0.01708074194188446	-0.4150374992788438	0.01962880674893263	0.058149702693249386	0.2831759356418328	0.6586743616649178	0.44454354669464846	0.455299055613851	0.44454354669464846	0.455299055613851
10x_neuron_1k_v3	3p_v3	mouse	non-PBMC	star_cr_mimic	alevin_fry	57180	103370	0.9556313038559676	0.9302672147553604	0.0	0.013296822613457873	-0.1154772174199359	0.41503749927884376	0.27116124519062607	0.08464498076250437	0.6441937740468695	0.438737320741518	0.4323539699195523	0.438737320741518	0.4323539699195523
10x_neuron_1k_v3	3p_v3	mouse	non-PBMC	star_cr_mimic	kb_count	57180	340378	0.9587339925169608	0.9266204077974356	0.0	0.0	-0.5849625007211563	0.047985741866782276	0.1136761105281567	0.22040923399790135	0.6659146554739419	0.438737320741518	0.455299055613851	0.438737320741518	0.455299055613851
10x_neuron_1k_v3	3p_v3	mouse	non-PBMC	alevin_fry	kb_count	57180	102815	0.9614138164385768	0.9430730680202531	0.0	0.029146345659516508	-1.0	0.0	0.0478139209513816	0.31374606505771246	0.6384400139909059	0.4323539699195523	0.455299055613851	0.4323539699195523	0.455299055613851
gse287209_human_lung_organoid	3p_v3	human	non-PBMC	star_default	star_cr_mimic	63241	3092289	0.9947820991106854	0.9581988409155193	0.0	0.027744990482904318	-0.13750352374993496	0.03394733192333753	0.05912303727012539	0.36468430290476117	0.5761926598251135	0.6151072879935485	0.6190762321911418	0.6151072879935485	0.6190762321911418
gse287209_human_lung_organoid	3p_v3	human	non-PBMC	star_default	alevin_fry	63241	507661	0.9701990273441651	0.9795271623748473	0.0	0.020481395773911587	-1.0	0.37851162325372983	0.1994750241141032	0.3366486930946696	0.4638762827912272	0.6151072879935485	0.6372606378773265	0.6151072879935485	0.6372606378773265
gse287209_human_lung_organoid	3p_v3	human	non-PBMC	star_default	kb_count	63241	3060215	0.972550875201141	0.937200767453096	0.0	0.04182017569462706	-1.0	0.1926450779423958	0.12202526841764046	0.4129915719232776	0.46498315965908193	0.6151072879935485	0.6449771508989421	0.6151072879935485	0.6449771508989421
gse287209_human_lung_organoid	3p_v3	human	non-PBMC	star_cr_mimic	alevin_fry	63241	507662	0.9725801947112278	0.9791855660252837	0.0	0.02326977932284729	-1.0	0.4103458039541218	0.34234120270077956	0.18850113059565787	0.46915766670356257	0.6190762321911418	0.6372606378773265	0.6190762321911418	0.6372606378773265
gse287209_human_lung_organoid	3p_v3	human	non-PBMC	star_cr_mimic	kb_count	63241	3059133	0.9742427734857811	0.9678495655255782	0.0	0.006002894873946904	-1.0	0.23319917629303089	0.26855995319492104	0.2566214955487737	0.47481855125630523	0.6190762321911418	0.6449771508989421	0.6190762321911418	0.6449771508989421
