dataset_id	chemistry	species	tissue_class	tool_a	tool_b	n_common_genes	n_common_cells	rho_gene_total	rho_cell_total_umi	log2_median	log2_iqr	log2_p05	log2_p95	pct_A_higher	pct_B_higher	pct_tie	det_rate_A	det_rate_B	det_rate_A_intersect	det_rate_B_intersect
gse287209_human_lung_organoid	3p_v3	human	non-PBMC	alevin_fry	kb_count	63241	507362	0.9799068639461885	0.982206755419282	0.0	0.022384339596730113	-0.9054713185231843	0.41503749927884376	0.13361585047674768	0.39926629876187913	0.46711785076137313	0.6372606378773265	0.6449771508989421	0.6372606378773265	0.6449771508989421
gse325955_mouse_kidney_E18_5	3p_v3	mouse	non-PBMC	star_default	star_cr_mimic	57180	2622710	0.9926911762201847	0.9491148750962659	0.0	0.0022151019729759244	-0.0324214776923775	0.5305147166987798	0.12131864288212661	0.28324589017138857	0.5954354669464847	0.6020461699895068	0.5971668415529906	0.6020461699895068	0.5971668415529906
gse325955_mouse_kidney_E18_5	3p_v3	mouse	non-PBMC	star_default	alevin_fry	57180	766123	0.9616860118834524	0.9583698369734428	0.0	0.00854144893909927	-1.0	1.0	0.2302378454004897	0.3038125218607905	0.4659496327387198	0.6020461699895068	0.6055438964672962	0.6020461699895068	0.6055438964672962
gse325955_mouse_kidney_E18_5	3p_v3	mouse	non-PBMC	star_default	kb_count	57180	2596404	0.9657442234993715	0.8984277711818144	0.0	0.0377056998289149	-1.0	0.23064855903966527	0.08709338929695698	0.4450682056663169	0.46783840503672613	0.6020461699895068	0.6238195173137461	0.6020461699895068	0.6238195173137461
gse325955_mouse_kidney_E18_5	3p_v3	mouse	non-PBMC	star_cr_mimic	alevin_fry	57180	766119	0.966734325584007	0.9569659191179937	0.0	0.003780677666987561	-1.0	0.6147279270793895	0.2538125218607905	0.26983210912906613	0.4763553690101434	0.5971668415529906	0.6055438964672962	0.5971668415529906	0.6055438964672962
gse325955_mouse_kidney_E18_5	3p_v3	mouse	non-PBMC	star_cr_mimic	kb_count	57180	2595121	0.9662559795180692	0.9351706572613765	0.0	0.031343121614010656	-1.4672978609492469	0.09953567355091437	0.08380552640783491	0.4427597061909759	0.4734347674011892	0.5971668415529906	0.6238195173137461	0.5971668415529906	0.6238195173137461
gse325955_mouse_kidney_E18_5	3p_v3	mouse	non-PBMC	alevin_fry	kb_count	57180	764722	0.975486901255523	0.9708580514556104	0.0	0.03451401083868366	-1.3185850106859407	0.2028439220645575	0.08903462749213012	0.44832109129066106	0.4626442812172088	0.6055438964672962	0.6238195173137461	0.6055438964672962	0.6238195173137461
gse288156_mouse_intestine_scrna	3p_v3	mouse	non-PBMC	star_default	star_cr_mimic	57180	3952679	0.9931144834766026	0.9756816670787472	0.0	0.024225298182929195	-0.16177708794172532	0.32192809488736235	0.09667715984610004	0.39233997901364115	0.5109828611402588	0.6643406785589366	0.6709513816019588	0.6643406785589366	0.6709513816019588
gse288156_mouse_intestine_scrna	3p_v3	mouse	non-PBMC	star_default	alevin_fry	57180	1849981	0.9637850710779451	0.9279710689024138	0.0	0.02649756652923852	-1.2132530456699637	0.8073549220576041	0.21680657572577824	0.38050017488632387	0.40269324938789786	0.6643406785589366	0.6827387198321091	0.6643406785589366	0.6827387198321091
gse288156_mouse_intestine_scrna	3p_v3	mouse	non-PBMC	star_default	kb_count	57180	3928080	0.9683201626307872	0.9574907222537405	0.0	0.050093898453230715	-1.5849625007211563	0.25728507477905943	0.09408884225253585	0.4910807974816369	0.4148303602658272	0.6643406785589366	0.6876530255334032	0.6643406785589366	0.6876530255334032
gse288156_mouse_intestine_scrna	3p_v3	mouse	non-PBMC	star_cr_mimic	alevin_fry	57180	1849989	0.9674183709910491	0.9252175892134991	0.0	0.021057330105374826	-1.1154772174199359	0.6780719051126377	0.36511017838405035	0.22667016439314447	0.4082196572228052	0.6709513816019588	0.6827387198321091	0.6709513816019588	0.6827387198321091
gse288156_mouse_intestine_scrna	3p_v3	mouse	non-PBMC	star_cr_mimic	kb_count	57180	3928183	0.9701990567223668	0.9740894833610291	0.0	0.017438682200397612	-1.5849625007211563	0.27563444261342734	0.23719832109129066	0.33975166142007696	0.4230500174886324	0.6709513816019588	0.6876530255334032	0.6709513816019588	0.6876530255334032
gse288156_mouse_intestine_scrna	3p_v3	mouse	non-PBMC	alevin_fry	kb_count	57180	1849723	0.9806891023395055	0.9399957577979765	0.0	0.030562792036125407	-1.058425041318161	0.5830442914663277	0.14094088842252536	0.44749912556838056	0.4115599860090941	0.6827387198321091	0.6876530255334032	0.6827387198321091	0.6876530255334032
