cluster	rank	gene	score
0	0	IL32	81.84613037109375
0	1	IL7R	77.85992431640625
0	2	LTB	77.38349914550781
0	3	ITGB1	73.22744750976562
0	4	TRAC	65.87825775146484
0	5	CD2	64.16581726074219
0	6	B2M	62.966609954833984
0	7	LDHB	60.94880676269531
0	8	GPR183	58.21926498413086
0	9	AQP3	57.612693786621094
0	10	RPL36	55.890106201171875
0	11	RPL41	55.620567321777344
0	12	HINT1	54.758148193359375
0	13	CD3D	54.2098503112793
0	14	CD52	53.67274856567383
0	15	GSTK1	51.352745056152344
0	16	TPT1	51.24917221069336
0	17	RPS18	50.38565444946289
0	18	CD3G	49.80499267578125
0	19	TRADD	48.989959716796875
0	20	FXYD5	48.74287414550781
0	21	CALM1	46.58173751831055
0	22	ANXA1	46.53593444824219
0	23	EEF1A1	46.43100357055664
0	24	RPL28	45.819026947021484
0	25	PBXIP1	45.570377349853516
0	26	RPL14	45.40581130981445
0	27	RPS29	45.25144577026367
0	28	TTC39C	44.8406982421875
0	29	RPS15A	44.48112106323242
0	30	TRAT1	44.38610076904297
0	31	RPL23A	44.07969665527344
0	32	SYNE2	44.06684112548828
0	33	GIMAP7	43.41090774536133
0	34	TRBC2	42.88359832763672
0	35	S100A11	42.78755187988281
0	36	CD3E	42.617042541503906
0	37	RPS4X	41.89982604980469
0	38	RPL35	41.5765380859375
0	39	CORO1B	41.05488204956055
0	40	RPS25	40.98284912109375
0	41	RPL10	40.79593276977539
0	42	RPS7	40.60896301269531
0	43	OPTN	40.39548110961914
0	44	INPP4B	40.1968994140625
0	45	RPS12	39.2796745300293
0	46	RPS3	39.09184646606445
0	47	S100A10	39.030391693115234
0	48	RPL39	38.73640823364258
0	49	SPOCK2	38.530216217041016
1	0	CCL5	85.73026275634766
1	1	NKG7	63.880470275878906
1	2	IL32	63.42961883544922
1	3	CST7	62.732093811035156
1	4	B2M	61.69497299194336
1	5	GZMA	58.21949768066406
1	6	LYAR	57.36063766479492
1	7	HCST	56.600093841552734
1	8	CTSW	53.36116027832031
1	9	GZMM	53.12854766845703
1	10	CD8B	51.5676383972168
1	11	CD8A	51.43582534790039
1	12	GZMK	47.47385787963867
1	13	CD3D	47.226219177246094
1	14	PPP2R5C	46.02607345581055
1	15	HLA-C	45.60176467895508
1	16	HLA-A	45.15850830078125
