cluster	rank	gene	score
0	0	IL32	80.69380187988281
0	1	IL7R	77.61365509033203
0	2	LTB	76.18230438232422
0	3	ITGB1	72.3956069946289
0	4	TRAC	65.18807220458984
0	5	CD2	63.81769943237305
0	6	B2M	61.29762268066406
0	7	LDHB	59.98249435424805
0	8	GPR183	57.694942474365234
0	9	AQP3	57.48725128173828
0	10	RPL36	54.50137710571289
0	11	HINT1	54.4509391784668
0	12	RPL41	54.00180435180664
0	13	CD3D	53.60950469970703
0	14	CD52	52.8101692199707
0	15	TPT1	50.951717376708984
0	16	GSTK1	50.88334655761719
0	17	CD3G	49.59732437133789
0	18	RPS18	49.58416748046875
0	19	TRADD	48.841407775878906
0	20	FXYD5	47.924827575683594
0	21	ANXA1	46.86376190185547
0	22	PBXIP1	46.06720733642578
0	23	CALM1	45.85118865966797
0	24	EEF1A1	45.765995025634766
0	25	RPL28	45.05488204956055
0	26	TTC39C	45.05215835571289
0	27	RPS29	44.92483139038086
0	28	SYNE2	44.870033264160156
0	29	TRAT1	44.741241455078125
0	30	RPL14	44.097206115722656
0	31	RPL23A	44.004459381103516
0	32	S100A11	42.954410552978516
0	33	RPS15A	42.80486297607422
0	34	GIMAP7	42.7139892578125
0	35	TRBC2	42.30978012084961
0	36	CD3E	42.19915008544922
0	37	RPL35	40.8430061340332
0	38	INPP4B	40.73054504394531
0	39	RPS4X	40.66705322265625
0	40	OPTN	40.40671920776367
0	41	CORO1B	40.360084533691406
0	42	RPS25	40.03094482421875
0	43	RPS7	39.7854118347168
0	44	RPL10	39.42741012573242
0	45	RPL13A	38.672828674316406
0	46	S100A4	38.61542510986328
0	47	SPOCK2	38.60778045654297
0	48	RPS3	38.30457305908203
0	49	S100A10	38.127235412597656
1	0	RPL32	78.51716613769531
1	1	RPL30	78.32698822021484
1	2	RPL11	76.52893829345703
1	3	RPS15A	73.0008544921875
1	4	RPS27A	72.7760238647461
1	5	RPS13	72.6858901977539
1	6	RPS12	72.37574768066406
1	7	RPL35A	70.80901336669922
1	8	RPL19	70.29795837402344
1	9	RPL34	70.0507583618164
1	10	RPL39	69.34522247314453
1	11	RPS23	68.60742950439453
1	12	RPS3A	66.51265716552734
1	13	RPS28	66.42668151855469
1	14	RPS14	66.00048828125
1	15	RPL10	65.36651611328125
1	16	RPL22	62.62269973754883
1	17	RPL29	62.42314910888672
1	18	RPL18	61.85757064819336
1	19	RPS8	59.17501449584961
1	20	RPS3	58.890018463134766
1	21	RPL14	58.74742889404297
1	22	RPL5	58.68894577026367
1	23	EEF1A1	57.023948669433594
1	24	RPS4X	56.83538055419922
1	25	RPS25	56.27000427246094
1	26	RPL41	56.12553024291992
1	27	RPS27	56.048248291015625
1	28	RPL37	55.509849548339844
1	29	RPL12	55.18709182739258
1	30	RPS15	54.7203254699707
1	31	RPS7	54.70613098144531
1	32	RPL24	54.13103103637695
1	33	RPS5	53.40574645996094
1	34	FAU	52.446083068847656
1	35	EEF1B2	52.244537353515625
1	36	NACA	52.18648147583008
1	37	RPL28	51.35280227661133
1	38	RPL18A	50.73942947387695
1	39	RPS21	50.184814453125
1	40	RPL36	49.45986557006836
1	41	RPL7A	48.387847900390625
1	42	LDHB	48.05086898803711
1	43	RPL13	47.282222747802734
1	44	RPS18	46.571128845214844
1	45	RPL8	46.08702850341797
1	46	RPL26	46.03746032714844
1	47	SARAF	45.896175384521484
1	48	RPS26	45.51826858520508
1	49	RPL9	43.56082534790039
2	0	RPL21	93.00763702392578
2	1	RPL9	83.49596405029297
2	2	RPS13	83.33037567138672
2	3	RPL30	82.3504638671875
2	4	RPS16	81.82627868652344
2	5	RPS25	80.47526550292969
2	6	RPS14	79.08771514892578
2	7	RPS20	78.90532684326172
2	8	RPS3A	78.5285873413086
2	9	RPL23	78.0290298461914
2	10	CCR7	77.5073471069336
2	11	LEF1	77.14579772949219
2	12	RPLP2	75.36531066894531
2	13	RPL34	75.03962707519531
2	14	RPL32	74.50142669677734
2	15	TCF7	73.87859344482422
2	16	RPS27A	73.00448608398438
2	17	TPT1	72.32832336425781
2	18	RPS29	71.98834228515625
2	19	RPS6	71.92787170410156
2	20	RPL35A	71.85516357421875
2	21	RPL31	71.62890625
2	22	RPS27	71.38624572753906
2	23	RPL11	71.37032318115234
2	24	RPL22	71.34044647216797
2	25	MALAT1	70.76768493652344
2	26	RPS8	70.50435638427734
2	27	RPS23	70.12442779541016
2	28	RPL38	69.74330139160156
2	29	RPS15A	69.40005493164062
2	30	RPS12	69.3166732788086
2	31	RPL27A	68.35765075683594
2	32	RPL37	67.24375915527344
2	33	RPL24	66.57280731201172
2	34	RPL7	64.25599670410156
2	35	PIK3IP1	63.8358154296875
2	36	RPL13	63.52486038208008
2	37	LDHB	62.526161193847656
2	38	SARAF	62.512264251708984
2	39	EEF1B2	60.7825927734375
2	40	RPL13A	60.50923156738281
2	41	RPL5	60.37400817871094
2	42	IL6ST	60.00641632080078
2	43	RPL37A	60.0015869140625
2	44	RCAN3	59.78375244140625
2	45	LINC00861	58.5876350402832
2	46	RPS18	58.441524505615234
2	47	RPS28	58.37544250488281
2	48	TOMM7	57.93327331542969
2	49	RPL39	56.655277252197266
3	0	CCL5	85.13700866699219
3	1	NKG7	63.9781379699707
3	2	IL32	63.614906311035156
3	3	CST7	62.63638687133789
3	4	B2M	61.436729431152344
3	5	GZMA	58.540740966796875
3	6	LYAR	57.949806213378906
3	7	HCST	56.63127136230469
3	8	CTSW	53.63470458984375
3	9	GZMM	52.65564727783203
3	10	GZMK	49.390777587890625
3	11	CD8B	48.957340240478516
3	12	CD8A	48.841121673583984
3	13	CD3D	46.14922332763672
3	14	HLA-C	46.13869094848633
3	15	PPP2R5C	45.787418365478516
3	16	HLA-B	45.51005172729492
3	17	DUSP2	45.00870132446289
3	18	CD99	44.83977508544922
3	19	HLA-A	44.5733757019043
3	20	TRGC2	43.85824203491211
3	21	CD3G	43.10940170288086
3	22	PTPRC	42.79145050048828
3	23	CD2	42.48286437988281
3	24	SYNE2	42.156986236572266
3	25	KLRD1	41.352256774902344
3	26	CALM1	40.16626739501953
3	27	SAMD3	39.88845443725586
3	28	PLAAT4	39.772708892822266
3	29	KLRG1	39.47465896606445
3	30	CCL4	38.98038864135742
3	31	CD81	36.7812385559082
3	32	GZMH	36.35917663574219
3	33	CD3E	35.95729446411133
3	34	C12orf75	35.916908264160156
3	35	MYL12A	35.08701705932617
3	36	CMC1	33.51415252685547
3	37	MALAT1	32.65729522705078
3	38	SEPTIN7	32.453948974609375
3	39	CLEC2B	32.43650436401367
3	40	PYHIN1	31.965435028076172
3	41	ARL4C	31.840181350708008
3	42	PRF1	31.79530143737793
3	43	PFN1	30.86762809753418
3	44	MT-CYB	30.43680763244629
3	45	MT-ATP6	30.195938110351562
3	46	TRAC	29.854063034057617
3	47	SH3BGRL3	29.68927574157715
3	48	HOPX	29.031673431396484
3	49	PLEK	28.899333953857422
4	0	ALAS2	6.04409646987915
4	1	HBB	6.025012016296387
4	2	HBA1	5.88270378112793
4	3	SNCA	5.820537090301514
4	4	HBA2	5.815152645111084
4	5	RPS29	5.735484600067139
4	6	AHSP	5.091201305389404
4	7	SLC25A37	4.7191691398620605
4	8	RPS27	4.680691242218018
4	9	CA1	4.613032341003418
4	10	GMPR	4.497209548950195
4	11	HBM	4.455552101135254
4	12	HBD	4.29189395904541
4	13	DCAF12	3.929605722427368
4	14	RPL38	3.8790953159332275
4	15	SELENBP1	3.8176310062408447
4	16	RPS21	3.7165093421936035
4	17	RPL34	3.6132938861846924
4	18	ETS1	3.5004048347473145
4	19	RPL36A	3.4843523502349854
4	20	SLC25A39	3.4632177352905273
4	21	RPL39	3.202504873275757
4	22	RPL37	3.178819417953491
4	23	FAM210B	3.1724233627319336
4	24	ADIPOR1	3.1024487018585205
4	25	RPL37A	2.952913999557495
4	26	TENT5C	2.895768642425537
4	27	MXI1	2.639556407928467
4	28	STRADB	2.625903606414795
4	29	RNF10	2.6163952350616455
4	30	TRIM58	2.5724892616271973
4	31	SLC4A1	2.5351004600524902
4	32	MPP1	2.534213066101074
4	33	MT-ND3	2.5055060386657715
4	34	YBX3	2.4299960136413574
4	35	RPL35A	2.42030930519104
4	36	BPGM	2.299206018447876
4	37	RPS26	2.2852137088775635
4	38	RPS10	2.2436437606811523
4	39	HBQ1	2.197727918624878
4	40	DMTN	2.1576502323150635
4	41	IL7R	2.1502492427825928
4	42	FECH	2.1374266147613525
4	43	RPS28	2.047551155090332
4	44	RPS25	2.028446674346924
4	45	GLRX5	1.9742189645767212
4	46	HEMGN	1.9674060344696045
