cluster	rank	gene	score
0	0	IL7R	87.36213684082031
0	1	ANXA1	74.3198013305664
0	2	CD2	72.99654388427734
0	3	CALM1	72.641357421875
0	4	TNFAIP3	72.03496551513672
0	5	CD3D	71.83120727539062
0	6	IL32	70.85618591308594
0	7	S100A4	69.16443634033203
0	8	CD3G	68.25787353515625
0	9	CD3E	67.7938461303711
0	10	DNAJA1	63.73240280151367
0	11	BTG1	63.38444519042969
0	12	RPS3	62.53569030761719
0	13	CD69	61.957645416259766
0	14	PTPRC	61.72542190551758
0	15	HLA-A	58.59463882446289
0	16	TPT1	58.53989028930664
0	17	ARL4C	58.33094787597656
0	18	JUND	57.823814392089844
0	19	CD52	56.74012756347656
0	20	RPSA	56.23881149291992
0	21	RPS21	54.44466781616211
0	22	RPL30	54.240562438964844
0	23	KLRB1	53.79695510864258
0	24	CD48	53.349403381347656
0	25	ZFP36L2	53.17546463012695
0	26	DDX5	52.93252944946289
0	27	ETS1	52.87596893310547
0	28	MYADM	52.6080436706543
0	29	CXCR4	52.40365982055664
0	30	FYB1	52.04795455932617
0	31	SRSF7	52.0112419128418
0	32	S100A6	51.79380798339844
0	33	RORA	51.318843841552734
0	34	RPS29	51.216552734375
0	35	MYL12A	50.92301559448242
0	36	HLA-B	50.54547119140625
0	37	EEF1A1	50.50730514526367
0	38	LTB	50.47574996948242
0	39	SARAF	49.83953094482422
0	40	HCST	49.51825714111328
0	41	H4C3	49.07082748413086
0	42	PLAAT4	49.0152473449707
0	43	HSPA8	48.50669860839844
0	44	HSP90AA1	48.412078857421875
0	45	RPS12	47.69925308227539
0	46	MALAT1	47.06625747680664
0	47	S100A10	46.90193176269531
0	48	RPL28	45.861732482910156
0	49	RPL13	45.854061126708984
1	0	CD7	66.60594177246094
1	1	NKG7	63.9992561340332
1	2	GZMA	63.48480987548828
1	3	CD247	58.9476432800293
1	4	HOPX	56.28668212890625
1	5	HCST	50.749855041503906
1	6	CD160	49.31172561645508
1	7	FCER1G	48.88575744628906
1	8	GNLY	45.00325393676758
1	9	IL2RB	44.12543487548828
1	10	CKLF	42.56976318359375
1	11	GZMK	41.9486198425293
1	12	PTPRCAP	41.49043273925781
1	13	EVL	40.82773208618164
1	14	CST7	40.42180252075195
1	15	PLAAT4	39.86359405517578
1	16	GSTP1	39.622100830078125
1	17	TMIGD2	39.060001373291016
1	18	GAPDH	38.217323303222656
1	19	IFITM2	38.084171295166016
1	20	RAC2	37.624446868896484
1	21	IL32	37.43073654174805
1	22	CORO1A	37.36157989501953
1	23	TYROBP	37.22460174560547
1	24	MT-CYB	36.8039665222168
1	25	SEPTIN7	36.79609298706055
1	26	TNFRSF18	36.619544982910156
1	27	LSP1	36.51701354980469
1	28	ID2	35.9345817565918
1	29	CLIC1	35.91387939453125
1	30	GIMAP7	35.84077835083008
1	31	CD63	34.69187927246094
1	32	CFL1	34.15793228149414
1	33	MT-ATP6	34.009620666503906
1	34	KLRD1	33.98440170288086
1	35	PFN1	33.75733184814453
1	36	PRF1	33.61709213256836
1	37	RHOC	33.3524055480957
1	38	CD3E	32.807899475097656
1	39	GZMB	32.78287887573242
1	40	KLRB1	32.74848175048828
1	41	RUNX3	32.067955017089844
1	42	CD99	31.79129981994629
1	43	CD96	31.470766067504883
1	44	ACTG1	31.391263961791992
1	45	ALOX5AP	31.38393211364746
1	46	ABHD17A	31.171167373657227
1	47	STK17A	31.06586265563965
1	48	MT-ND5	31.031877517700195
1	49	LINC01871	30.953441619873047
2	0	LTB	15.317992210388184
2	1	ID2	13.758660316467285
2	2	IL4I1	13.174724578857422
2	3	FOSB	12.746185302734375
2	4	LST1	12.668073654174805
2	5	JUND	12.533939361572266
2	6	KRT86	12.524347305297852
2	7	ALDOC	12.416343688964844
2	8	ZFP36L1	12.324816703796387
2	9	CD81	12.272098541259766
2	10	PRMT9	12.123976707458496
2	11	DNAJA1	11.96838092803955
2	12	KLRB1	11.84808349609375
2	13	TNFRSF18	11.761760711669922
2	14	NCOA7	11.56015396118164
2	15	TPT1	11.455573081970215
2	16	NFKBIA	11.403141021728516
2	17	KRT81	11.398794174194336
2	18	HSP90AB1	11.150898933410645
2	19	BST2	11.035048484802246
2	20	IL7R	10.877787590026855
2	21	CD69	10.874848365783691
2	22	KIT	10.469161033630371
2	23	BIRC3	10.174307823181152
2	24	HLA-A	10.024161338806152
2	25	BTG2	9.728950500488281
2	26	RUNX3	9.695520401000977
2	27	MACROH2A1	9.604592323303223
2	28	IER2	9.576552391052246
2	29	NR4A1	9.445316314697266
2	30	MIR23AHG	9.373847007751465
2	31	TNFAIP3	9.326873779296875
2	32	NCL	9.323975563049316
2	33	RAP1B	9.309958457946777
2	34	JUNB	9.224575996398926
2	35	ARL5B	9.165948867797852
2	36	PPP1R15A	9.133561134338379
2	37	TLN1	9.130779266357422
2	38	FXYD5	9.094135284423828
2	39	BZW1	8.968624114990234
2	40	IFITM2	8.77159309387207
2	41	FOS	8.765288352966309
2	42	EEF1A1	8.62961483001709
2	43	DDX5	8.625992774963379
2	44	HSP90AA1	8.545056343078613
2	45	SPOCK2	8.541327476501465
2	46	TMIGD2	8.471407890319824
2	47	CREM	8.462929725646973
2	48	PHACTR2	8.395746231079102
2	49	TUBB4B	8.395095825195312
3	0	TMSB4X	42.30476379394531
3	1	B2M	41.74269485473633
3	2	PFN1	41.23459243774414
3	3	H3-3B	31.240978240966797
3	4	ACTB	30.5672664642334
3	5	CD69	30.149744033813477
3	6	UBB	27.79598045349121
3	7	CD52	27.49275016784668
3	8	PTMA	24.878211975097656
3	9	IL32	23.298301696777344
3	10	JUNB	23.12162971496582
3	11	MYL12A	21.279260635375977
3	12	RPS19	20.546422958374023
3	13	CD3E	19.86362075805664
3	14	SERF2	19.366962432861328
3	15	RPL7	18.49028205871582
3	16	ARHGDIB	18.174100875854492
3	17	CD3D	17.842147827148438
3	18	GZMA	17.7583065032959
3	19	RPL21	17.485918045043945
3	20	LCK	16.95315170288086
3	21	CKLF	16.690168380737305
3	22	MALAT1	16.464889526367188
3	23	ALOX5AP	15.880118370056152
3	24	IL2RG	15.191704750061035
3	25	HLA-B	14.393832206726074
3	26	CD2	14.239808082580566
3	27	KLRB1	14.043939590454102
3	28	TMA7	13.825191497802734
3	29	GNLY	13.622468948364258
3	30	SH3BGRL3	13.321344375610352
3	31	LTB	12.847569465637207
3	32	TSC22D3	12.695033073425293
3	33	EVL	12.315648078918457
3	34	PSME2	11.703412055969238
3	35	SEPTIN7	11.672093391418457
3	36	NKG7	11.501729011535645
3	37	PABPC1	11.40479564666748
