cluster	rank	gene	score
0	0	IL7R	89.79388427734375
0	1	TNFAIP3	73.1139907836914
0	2	ANXA1	72.63070678710938
0	3	CD2	69.0068588256836
0	4	S100A4	65.45762634277344
0	5	CALM1	64.98136138916016
0	6	CD3D	64.57620239257812
0	7	CD3G	63.56562423706055
0	8	IL32	62.71769714355469
0	9	CD3E	60.78597640991211
0	10	TPT1	59.39542007446289
0	11	CD69	57.62328338623047
0	12	BTG1	56.679195404052734
0	13	JUND	56.56775665283203
0	14	RPS3	56.38608169555664
0	15	DNAJA1	55.245609283447266
0	16	KLRB1	54.8524169921875
0	17	ARL4C	53.36735534667969
0	18	PTPRC	53.16636657714844
0	19	CD52	52.005794525146484
0	20	RPSA	50.44617462158203
0	21	RORA	50.17580795288086
0	22	RPS21	50.00998306274414
0	23	RPL30	49.92912292480469
0	24	ETS1	49.593685150146484
0	25	ZFP36L2	49.54128646850586
0	26	HLA-A	49.142066955566406
0	27	EEF1A1	49.05453872680664
0	28	MYADM	48.80434799194336
0	29	DDX5	48.77527618408203
0	30	RPS29	48.14664840698242
0	31	FYB1	47.77046203613281
0	32	CXCR4	46.80615997314453
0	33	S100A6	46.681427001953125
0	34	CD48	46.496856689453125
0	35	LTB	46.387943267822266
0	36	RPS12	45.64708709716797
0	37	MT-ATP6	45.3626823425293
0	38	MALAT1	45.22711181640625
0	39	SARAF	44.61240768432617
0	40	MYL12A	43.59109878540039
0	41	RPLP1	42.98250961303711
0	42	RPL13	42.7685546875
0	43	SRSF7	42.635459899902344
0	44	KLF6	42.442893981933594
0	45	PTGER4	42.16271209716797
0	46	S100A10	42.108985900878906
0	47	HLA-B	42.07868194580078
0	48	RPS19	41.429527282714844
0	49	RPS27	41.16135025024414
1	0	MALAT1	37.95339584350586
1	1	MT-ATP6	31.654300689697266
1	2	MT-ND3	29.586448669433594
1	3	MT-CYB	19.63105583190918
1	4	MT-ND1	18.110408782958984
1	5	MT-CO2	17.9348087310791
1	6	PTPRC	17.24233055114746
1	7	PABPC1	17.0042724609375
1	8	MT-CO3	14.265583038330078
1	9	IL7R	14.162705421447754
1	10	DDX5	11.910990715026855
1	11	CD2	11.325345039367676
1	12	TNFAIP3	11.087735176086426
1	13	MBNL1	9.283573150634766
1	14	RORA	8.280571937561035
1	15	MT-ND4	7.705892562866211
1	16	HLA-A	7.065291881561279
1	17	BTG1	6.771541595458984
1	18	DDX17	6.38906717300415
1	19	BCL11B	6.339599132537842
1	20	ITGA1	6.16741943359375
1	21	RNF213	6.083224296569824
1	22	MT-ND2	5.81907844543457
1	23	ETS1	5.695003986358643
1	24	CELF2	5.472995281219482
1	25	N4BP2L2	5.1874284744262695
1	26	CD3G	5.162076950073242
1	27	FYB1	5.138189315795898
1	28	FUS	5.012971878051758
1	29	SPOCK2	5.004456043243408
1	30	MACF1	4.888707160949707
1	31	SYNE2	4.768808841705322
1	32	CD3D	4.698169708251953
1	33	HNRNPA2B1	4.648095607757568
1	34	AAK1	4.541104316711426
1	35	FYN	4.483131408691406
1	36	PPP2R5C	4.4660539627075195
1	37	KLF6	4.458156585693359
1	38	MT-ND4L	4.455389022827148
1	39	HLA-E	4.4529709815979
1	40	EVL	4.448256015777588
1	41	IVNS1ABP	4.335658073425293
1	42	CD69	4.2550950050354
1	43	PNISR	4.208664417266846
1	44	HSP90AA1	4.164226531982422
1	45	ARAP2	4.14555025100708
1	46	SON	4.0570549964904785
1	47	MT-ND5	3.9790871143341064
1	48	AKNA	3.97556209564209
1	49	RUNX3	3.9112706184387207
2	0	CD3D	42.43568801879883
2	1	RPS29	40.70609664916992
2	2	RPS27	40.53475570678711
2	3	LTB	39.27157211303711
2	4	PTPRC	38.180686950683594
2	5	IL32	37.497013092041016
2	6	RPL30	36.640037536621094
2	7	RPL37	35.46821212768555
2	8	MALAT1	34.723323822021484
2	9	CD2	34.09479522705078
2	10	FYB1	34.01801300048828
2	11	HLA-A	33.432498931884766
2	12	RPS3	32.5219841003418
2	13	CD3G	31.91000747680664
2	14	RPS21	31.846582412719727
2	15	CD3E	31.785255432128906
2	16	BTG1	31.13357162475586
2	17	SPOCK2	30.42305564880371
2	18	EEF1A1	29.704118728637695
2	19	ANKRD12	28.967966079711914
2	20	RPL19	28.289546966552734
2	21	RPL13	28.012706756591797
2	22	JUNB	27.79938507080078
2	23	ETS1	27.772823333740234
2	24	RPL36	26.532747268676758
2	25	PTPRCAP	26.12404441833496
2	26	ITM2A	25.659317016601562
2	27	RPL11	25.23281478881836
2	28	DDX5	24.9362850189209
2	29	RPL38	24.79735565185547
2	30	LDHB	24.22780990600586
2	31	AAK1	24.130226135253906
2	32	ARL4C	23.984474182128906
2	33	ICOS	23.978275299072266
2	34	RPS2	23.971284866333008
2	35	LAT	23.898162841796875
2	36	RPSA	23.75741195678711
2	37	GIMAP7	23.72728157043457
2	38	RPS28	23.706945419311523
2	39	RPL28	23.696990966796875
2	40	RPL37A	23.519426345825195
2	41	CD7	23.4449520111084
2	42	LCK	23.391630172729492
2	43	C12orf57	23.290800094604492
2	44	RPL24	23.117015838623047
2	45	NOP53	23.084564208984375
2	46	CD48	22.806842803955078
2	47	MT-ATP6	22.720861434936523
2	48	TCF7	22.7089786529541
2	49	SARAF	22.598047256469727
3	0	CD7	62.950374603271484
3	1	NKG7	61.08070373535156
3	2	GZMA	60.1879768371582
3	3	CD247	55.19749450683594
3	4	HOPX	52.72771072387695
3	5	HCST	47.74070358276367
3	6	FCER1G	47.59584426879883
3	7	CD160	46.33230972290039
3	8	GNLY	42.10145950317383
3	9	IL2RB	42.0645866394043
3	10	GZMK	40.312904357910156
3	11	CKLF	39.67397689819336
3	12	PTPRCAP	38.39026641845703
3	13	EVL	38.169132232666016
3	14	CST7	37.99296569824219
3	15	GSTP1	37.816532135009766
3	16	TYROBP	37.032867431640625
3	17	TMIGD2	36.88726043701172
3	18	IFITM2	36.81195831298828
3	19	PLAAT4	36.56953430175781
3	20	TNFRSF18	35.403221130371094
3	21	RAC2	34.975181579589844
3	22	GAPDH	34.78483200073242
3	23	SEPTIN7	34.76428985595703
3	24	CORO1A	34.644439697265625
3	25	MT-CYB	34.36240768432617
3	26	LSP1	34.05429458618164
3	27	ID2	33.992515563964844
3	28	GIMAP7	33.49673843383789
3	29	IL32	33.40185546875
3	30	CLIC1	33.30589294433594
3	31	PRF1	32.55384063720703
3	32	GZMB	32.46915054321289
3	33	RHOC	32.34061050415039
3	34	CD63	32.04557418823242
3	35	KLRD1	32.02778244018555
3	36	PFN1	31.988279342651367
3	37	CFL1	31.458633422851562
3	38	MT-ATP6	30.98475456237793
3	39	KLRB1	30.653024673461914
3	40	CD3E	29.822097778320312
3	41	RUNX3	29.73299789428711
3	42	CD96	29.618236541748047
3	43	ALOX5AP	29.59564208984375
3	44	ACTG1	29.324548721313477
3	45	ABHD17A	29.231616973876953
3	46	CD99	29.135007858276367
3	47	STK17A	29.111562728881836
3	48	CLEC2B	28.86734962463379
3	49	ACTB	28.805269241333008
4	0	LTB	14.536030769348145
4	1	ID2	13.324085235595703
4	2	FOSB	12.99052619934082
4	3	JUND	12.563904762268066
4	4	IL4I1	12.553184509277344
4	5	LST1	12.439640998840332
4	6	ALDOC	12.264369010925293
4	7	ZFP36L1	12.085477828979492
4	8	KRT86	11.720747947692871
4	9	CD81	11.553438186645508
4	10	KLRB1	11.48102855682373
4	11	TNFRSF18	11.280725479125977
4	12	DNAJA1	11.264252662658691
4	13	PRMT9	11.23302936553955
4	14	KRT81	11.213211059570312
4	15	NCOA7	11.071722030639648
4	16	TPT1	10.956488609313965
4	17	IL7R	10.947627067565918
4	18	NFKBIA	10.622932434082031
4	19	CD69	10.610343933105469
4	20	KIT	10.461820602416992
4	21	BST2	10.330266952514648
4	22	HSP90AB1	10.233092308044434
4	23	NR4A1	9.69592571258545
4	24	BTG2	9.554373741149902
4	25	MIR23AHG	9.470273971557617
4	26	HLA-A	9.346039772033691
4	27	FOS	9.324503898620605
4	28	BIRC3	9.321638107299805
4	29	RUNX3	9.131513595581055
4	30	ARL5B	9.130903244018555
4	31	TNFAIP3	9.127808570861816
