cluster	rank	gene	score
0	0	IL7R	86.25985717773438
0	1	TNFAIP3	71.65354919433594
0	2	ANXA1	69.51571655273438
0	3	CD2	63.12551498413086
0	4	S100A4	60.1229248046875
0	5	CD3D	60.06463623046875
0	6	CALM1	58.90838623046875
0	7	TPT1	58.36271286010742
0	8	CD3G	57.488182067871094
0	9	IL32	55.522857666015625
0	10	CD3E	55.24928665161133
0	11	JUND	54.67464828491211
0	12	RPS3	54.045719146728516
0	13	CD69	53.426414489746094
0	14	KLRB1	53.28126525878906
0	15	BTG1	51.35078430175781
0	16	ARL4C	48.76005554199219
0	17	RPL30	48.7381591796875
0	18	RPS12	47.48786544799805
0	19	DNAJA1	47.393280029296875
0	20	RPS29	47.17502212524414
0	21	ZFP36L2	47.07485580444336
0	22	RPS21	47.05146026611328
0	23	RPSA	46.90726852416992
0	24	EEF1A1	46.28893280029297
0	25	CD52	46.0289192199707
0	26	RORA	45.48533248901367
0	27	MYADM	44.886314392089844
0	28	RPS19	44.769691467285156
0	29	PTPRC	44.413822174072266
0	30	CXCR4	44.19480895996094
0	31	RPS27	43.986454010009766
0	32	RPLP1	43.953460693359375
0	33	DDX5	43.899600982666016
0	34	ETS1	43.88145065307617
0	35	HLA-A	43.87690734863281
0	36	FYB1	43.201290130615234
0	37	RPL13	43.19999694824219
0	38	LTB	41.88235855102539
0	39	KLF6	41.48109436035156
0	40	CD48	41.150455474853516
0	41	MT-ATP6	40.745391845703125
0	42	S100A6	40.138309478759766
0	43	RPL37	39.65800857543945
0	44	SARAF	39.34556198120117
0	45	PTGER4	39.11940002441406
0	46	MALAT1	38.89231491088867
0	47	MYL12A	38.52971267700195
0	48	RPL28	37.65968704223633
0	49	S100A10	36.70819091796875
1	0	MALAT1	30.8780574798584
1	1	MT-ATP6	23.230472564697266
1	2	MT-ND3	19.384492874145508
1	3	MT-CO3	19.3626651763916
1	4	MT-CYB	18.880210876464844
1	5	PTPRC	18.60597801208496
1	6	MT-CO2	16.825740814208984
1	7	MT-ND1	16.384702682495117
1	8	MT-CO1	15.904794692993164
1	9	MBNL1	14.139152526855469
1	10	DDX17	13.668721199035645
1	11	MT-ND5	12.548710823059082
1	12	HNRNPA2B1	12.319534301757812
1	13	MT-ND4	11.996987342834473
1	14	NEAT1	11.82898235321045
1	15	DDX5	11.402807235717773
1	16	N4BP2L2	11.157134056091309
1	17	PABPC1	11.01225757598877
1	18	FUS	10.653067588806152
1	19	RORA	10.511727333068848
1	20	IL7R	10.467658042907715
1	21	RNF213	10.403999328613281
1	22	MT-ND2	9.876107215881348
1	23	EVL	9.468058586120605
1	24	KLF6	9.099161148071289
1	25	TNFAIP3	9.091049194335938
1	26	MACF1	8.833293914794922
1	27	ITGA1	8.75110149383545
1	28	SYNE2	8.732905387878418
1	29	CELF2	8.711832046508789
1	30	PNISR	8.371953964233398
1	31	NKTR	8.302693367004395
1	32	BCL11B	8.277440071105957
1	33	HSP90AA1	8.209088325500488
1	34	ANKRD12	8.161666870117188
1	35	RSRP1	8.140861511230469
1	36	FYN	8.069377899169922
1	37	FYB1	7.958642959594727
1	38	PPP2R5C	7.931386470794678
1	39	ETS1	7.747477054595947
1	40	ACAP1	7.506654262542725
1	41	OGA	7.325575351715088
1	42	SON	7.284056663513184
1	43	RESF1	7.2172346115112305
1	44	CD2	7.094732761383057
1	45	LNPEP	7.041923999786377
1	46	CELF1	6.877889156341553
1	47	IDS	6.619744300842285
1	48	RUNX3	6.597405433654785
1	49	AKNA	6.595303535461426
2	0	RPS27	41.193241119384766
2	1	CD3D	40.903038024902344
2	2	RPS29	39.79521560668945
2	3	LTB	37.247528076171875
2	4	RPL30	36.021148681640625
2	5	PTPRC	35.68516159057617
2	6	IL32	35.35088348388672
2	7	RPL37	34.572669982910156
2	8	MALAT1	32.48612976074219
2	9	FYB1	32.17708206176758
2	10	CD2	32.031734466552734
2	11	HLA-A	31.057159423828125
2	12	RPS3	30.607467651367188
2	13	RPS21	29.751171112060547
2	14	BTG1	29.71499252319336
2	15	CD3G	29.547115325927734
2	16	SPOCK2	29.460336685180664
2	17	CD3E	29.268457412719727
2	18	RPL13	27.542991638183594
2	19	EEF1A1	27.435216903686523
2	20	RPL19	27.064085006713867
2	21	RPL36	27.011266708374023
2	22	ANKRD12	26.248592376708984
2	23	ETS1	25.79680824279785
2	24	RPS28	24.899110794067383
2	25	JUNB	24.81667709350586
2	26	RPL11	24.455007553100586
2	27	RPL38	24.281818389892578
2	28	ITM2A	24.179201126098633
2	29	ICOS	23.682897567749023
2	30	RPL37A	22.799503326416016
2	31	RPS12	22.717241287231445
2	32	CTLA4	22.708072662353516
2	33	RPL28	22.702104568481445
2	34	AAK1	22.65509796142578
2	35	LAT	22.600189208984375
2	36	RPL24	22.535558700561523
2	37	LDHB	22.533048629760742
2	38	DDX5	22.51466941833496
2	39	TBC1D4	22.490266799926758
2	40	PTPRCAP	22.463598251342773
2	41	MAF	22.126022338867188
2	42	TIGIT	22.020280838012695
2	43	TCF7	21.867650985717773
2	44	RPL22	21.8084774017334
2	45	RPS3A	21.73426055908203
2	46	ARL4C	21.66570281982422
2	47	RPS2	21.60956573486328
2	48	GIMAP7	21.584976196289062
2	49	LCK	21.51685905456543
3	0	CD3D	67.72283935546875
3	1	CD2	64.77544403076172
3	2	CD3G	64.3121337890625
3	3	IL32	57.26234436035156
3	4	CD52	54.98643112182617
3	5	LINC01871	52.256710052490234
3	6	SH3BGRL3	49.937171936035156
3	7	CD3E	49.35157012939453
3	8	GIMAP7	47.60655975341797
3	9	CKLF	47.38102340698242
3	10	S100A4	47.3338623046875
3	11	CD7	46.022029876708984
3	12	HCST	44.014102935791016
3	13	MYL12A	43.74431228637695
3	14	NKG7	43.4453125
3	15	CD8A	42.336238861083984
3	16	CALM1	41.178985595703125
3	17	PTPRCAP	40.964088439941406
3	18	MT-ATP6	40.85391616821289
3	19	KLRB1	40.36518859863281
3	20	HLA-A	39.9564323425293
3	21	RPS29	39.126155853271484
3	22	EVL	37.56827163696289
3	23	ACTG1	37.153594970703125
3	24	CORO1A	37.05694580078125
3	25	RPL28	36.986446380615234
3	26	RPLP1	36.84685134887695
3	27	TPT1	36.44051742553711
3	28	HLA-B	36.37457275390625
3	29	CD8B	36.0801887512207
3	30	PTPRC	36.068748474121094
3	31	CFL1	35.8658332824707
3	32	MT-CYB	35.6846809387207
3	33	MT-ND3	35.042911529541016
3	34	RPS19	34.87159729003906
3	35	PLAAT4	34.127769470214844
3	36	EEF1A1	33.53783416748047
3	37	S100A6	33.53449249267578
3	38	MYL12B	33.52637481689453
3	39	IL7R	33.52125930786133
3	40	LCK	33.43029022216797
3	41	PFN1	32.63297653198242
3	42	GZMA	32.587703704833984
3	43	RUNX3	31.99123764038086
3	44	RPS12	31.483840942382812
3	45	GZMM	30.965862274169922
3	46	RPS21	30.499406814575195
3	47	ACTB	30.45000457763672
3	48	TMSB4X	30.1068115234375
3	49	ARHGDIB	29.76603889465332
4	0	GZMK	46.17131042480469
4	1	CST7	40.61014938354492
4	2	NKG7	39.25159454345703
4	3	HLA-A	37.39982986450195
4	4	GZMA	35.48013687133789
4	5	IL32	34.8456916809082
4	6	DUSP2	32.58120346069336
4	7	HCST	32.469322204589844
4	8	HLA-C	30.170156478881836
4	9	PTPRC	29.875455856323242
4	10	MALAT1	28.74199867248535
4	11	CD3D	28.52667999267578
4	12	HLA-B	27.84529685974121
4	13	BTG1	25.893577575683594
4	14	GZMM	25.31772232055664
4	15	MT-ATP6	24.828895568847656
4	16	PTPRCAP	24.44548797607422
4	17	RPS27	24.382951736450195
4	18	CXCR4	24.348466873168945
4	19	CALM1	23.30914306640625
4	20	CD3G	23.176883697509766
4	21	CD81	22.914064407348633
4	22	SRSF7	22.774629592895508
4	23	CD3E	22.62856674194336
4	24	PLAAT4	21.43212127685547
4	25	CD2	21.39876937866211
4	26	KLRG1	21.213228225708008
4	27	JUNB	21.010465621948242
4	28	RPS29	20.813283920288086
4	29	B2M	19.49429702758789
4	30	HLA-E	18.972850799560547
4	31	ARL4C	18.321674346923828
4	32	CORO1A	18.246862411499023
4	33	RNF213	18.1148681640625
4	34	CD99	17.897045135498047
4	35	HLA-F	17.828977584838867
4	36	APOBEC3G	17.61832618713379
4	37	PPP2R5C	17.5833740234375
4	38	ITGB2	17.566883087158203
4	39	ZFP36L2	17.241016387939453
4	40	STK17A	17.11058807373047
4	41	DDX5	17.060049057006836
4	42	MT-CYB	16.700090408325195
4	43	FYN	16.588102340698242
4	44	CD69	16.573251724243164
4	45	ACAP1	16.5019474029541
4	46	MT-ND1	16.417171478271484
4	47	CD8A	16.4135799407959
4	48	FUS	16.355186462402344
4	49	CTSW	16.21922492980957
5	0	CD7	61.4935188293457
5	1	NKG7	60.30445098876953
5	2	GZMA	59.93916320800781
5	3	CD247	54.4727783203125
5	4	HOPX	51.29071044921875
5	5	FCER1G	48.504425048828125
5	6	HCST	46.653011322021484
5	7	CD160	45.31315231323242
5	8	GNLY	41.91267395019531
5	9	IL2RB	41.66295623779297
5	10	GZMK	40.41363525390625
5	11	CKLF	38.85742950439453
5	12	TYROBP	38.785301208496094
5	13	GSTP1	37.28376388549805
5	14	CST7	36.69694900512695
5	15	EVL	36.19031524658203
5	16	TMIGD2	36.10124206542969
5	17	IFITM2	35.84233474731445
5	18	PTPRCAP	35.33595275878906
5	19	TNFRSF18	35.23018264770508
5	20	PLAAT4	34.073570251464844
5	21	GAPDH	33.12738800048828
5	22	RAC2	32.67341232299805
5	23	GZMB	32.650352478027344
5	24	ID2	32.55531311035156
5	25	SEPTIN7	32.50796890258789
5	26	MT-CYB	32.42823791503906
5	27	PRF1	32.26708221435547
5	28	CORO1A	32.0446662902832
5	29	LSP1	31.720848083496094
5	30	GIMAP7	31.4958553314209
5	31	IL32	31.483396530151367
5	32	PFN1	31.44333839416504
5	33	RHOC	31.352846145629883
5	34	KLRD1	31.119003295898438
5	35	CLIC1	30.972930908203125
5	36	KLRB1	30.140392303466797
5	37	CD63	30.101253509521484
5	38	CFL1	29.779306411743164
5	39	ACTB	29.24245262145996
5	40	MT-CO1	29.149446487426758
5	41	ALOX5AP	28.640010833740234
5	42	CD96	28.23116683959961
5	43	ACTG1	28.171445846557617
5	44	ABHD17A	27.825061798095703
5	45	MT-ATP6	27.5994873046875
5	46	CD3E	27.518396377563477
5	47	RUNX3	27.47662925720215
5	48	CLEC2B	27.25251579284668
5	49	MATK	26.850811004638672
6	0	TMSB4X	26.776424407958984
6	1	PFN1	22.338733673095703
6	2	ACTB	21.332765579223633
6	3	KLRB1	19.849180221557617
6	4	CD52	19.712596893310547
6	5	CD7	19.298324584960938
6	6	GZMA	19.112525939941406
6	7	B2M	18.994237899780273
6	8	CKLF	18.275243759155273
6	9	IL32	17.787614822387695
6	10	EVL	17.257484436035156
6	11	HLA-B	17.079580307006836
6	12	ID2	17.01885223388672
6	13	APOA1	16.73448371887207
6	14	GIMAP7	16.731868743896484
6	15	CD3E	16.676973342895508
6	16	NKG7	16.096717834472656
6	17	RPL7	16.091943740844727
6	18	CORO1A	16.060029983520508
6	19	SH3BGRL3	16.052431106567383
6	20	CD3D	16.03390121459961
6	21	HCST	15.446195602416992
6	22	RPL31	15.322625160217285
6	23	ARHGDIB	14.928750038146973
6	24	CFL1	14.8554105758667
6	25	PTPRCAP	14.79915714263916
6	26	MYL12A	14.72262954711914
6	27	ALOX5AP	13.801800727844238
6	28	PLAAT4	13.153087615966797
6	29	LCK	12.943750381469727
6	30	HOPX	12.818487167358398
6	31	CD160	12.725290298461914
6	32	RPS19	12.636834144592285
6	33	ABI3	12.295106887817383
6	34	RPL21	12.221762657165527
6	35	MYL6	12.167773246765137
6	36	RPL27A	11.96835708618164
6	37	PTMA	11.907791137695312
6	38	RPL13A	11.597146987915039
6	39	UBB	11.006285667419434
6	40	SEPTIN7	10.971246719360352
6	41	TMIGD2	10.925337791442871
6	42	CD247	10.787811279296875
6	43	PPDPF	10.629767417907715
6	44	GNLY	10.488320350646973
6	45	GAPDH	10.327471733093262
6	46	PPP1CA	9.62866497039795
6	47	HLA-A	9.572593688964844
6	48	CLIC1	9.289399147033691
6	49	TPI1	9.056342124938965
7	0	IL7R	23.5063419342041
7	1	DNAJA1	23.25807762145996
7	2	HSP90AB1	22.599987030029297
7	3	HSP90AA1	21.106046676635742
7	4	HSPD1	19.55599594116211
