cell	mad3_outlier	mad5_outlier
17204305	FALSE	FALSE
17204312	FALSE	FALSE
17204315	FALSE	FALSE
17204326	FALSE	FALSE
17204330	FALSE	FALSE
17204337	FALSE	FALSE
17204338	FALSE	FALSE
17204339	FALSE	FALSE
17204340	FALSE	FALSE
17204349	FALSE	FALSE
17204351	FALSE	FALSE
17204362	FALSE	FALSE
17204370	FALSE	FALSE
17204375	FALSE	FALSE
17204377	FALSE	FALSE
17204381	FALSE	FALSE
17204387	FALSE	FALSE
17204388	FALSE	FALSE
17204390	FALSE	FALSE
17204394	FALSE	FALSE
17204395	FALSE	FALSE
17204396	FALSE	FALSE
17204406	FALSE	FALSE
17204408	FALSE	FALSE
17204415	FALSE	FALSE
17204418	FALSE	FALSE
17204423	FALSE	FALSE
17204426	FALSE	FALSE
17204431	FALSE	FALSE
17204443	FALSE	FALSE
17204444	FALSE	FALSE
17204448	FALSE	FALSE
17204461	FALSE	FALSE
17204464	FALSE	FALSE
17204476	FALSE	FALSE
17204478	FALSE	FALSE
17204481	FALSE	FALSE
17204489	FALSE	FALSE
17204498	FALSE	FALSE
17204500	FALSE	FALSE
17204505	FALSE	FALSE
17204507	FALSE	FALSE
17204510	FALSE	FALSE
17204518	FALSE	FALSE
17204520	FALSE	FALSE
17204524	FALSE	FALSE
17204527	FALSE	FALSE
17204528	FALSE	FALSE
17204529	FALSE	FALSE
17204532	FALSE	FALSE
17204533	FALSE	FALSE
17204537	FALSE	FALSE
17204550	FALSE	FALSE
17204553	FALSE	FALSE
17204554	FALSE	FALSE
17204558	FALSE	FALSE
17204560	FALSE	FALSE
17204572	FALSE	FALSE
17204575	FALSE	FALSE
17204576	FALSE	FALSE
17204582	FALSE	FALSE
17204585	FALSE	FALSE
17204586	FALSE	FALSE
17204590	FALSE	FALSE
17204595	FALSE	FALSE
17204597	FALSE	FALSE
17204601	FALSE	FALSE
17204603	FALSE	FALSE
17204607	FALSE	FALSE
17204610	FALSE	FALSE
17204612	FALSE	FALSE
17204614	FALSE	FALSE
17204620	FALSE	FALSE
17204622	FALSE	FALSE
17204623	FALSE	FALSE
17204626	FALSE	FALSE
17204632	FALSE	FALSE
17204639	FALSE	FALSE
17204642	FALSE	FALSE
17204648	FALSE	FALSE
17204654	FALSE	FALSE
17204659	FALSE	FALSE
17204663	FALSE	FALSE
17204668	FALSE	FALSE
17204670	FALSE	FALSE
17204671	FALSE	FALSE
17204675	FALSE	FALSE
17204678	FALSE	FALSE
17204680	FALSE	FALSE
17204681	FALSE	FALSE
17204682	FALSE	FALSE
17204687	FALSE	FALSE
17204690	FALSE	FALSE
17204699	FALSE	FALSE
17204700	FALSE	FALSE
17204702	FALSE	FALSE
17204705	FALSE	FALSE
17204716	FALSE	FALSE
17204723	FALSE	FALSE
17204726	FALSE	FALSE
17204733	FALSE	FALSE
17204740	FALSE	FALSE
17204743	FALSE	FALSE
17204758	FALSE	FALSE
17204759	FALSE	FALSE
17204770	FALSE	FALSE
17204774	FALSE	FALSE
17204775	FALSE	FALSE
17204776	FALSE	FALSE
17204786	FALSE	FALSE
17204793	FALSE	FALSE
17204796	FALSE	FALSE
17204800	FALSE	FALSE
17204801	FALSE	FALSE
17204808	FALSE	FALSE
17204821	FALSE	FALSE
17204826	FALSE	FALSE
17204830	FALSE	FALSE
17204845	FALSE	FALSE
17204846	FALSE	FALSE
17204847	FALSE	FALSE
17204848	FALSE	FALSE
17204850	FALSE	FALSE
17204851	FALSE	FALSE
17204857	FALSE	FALSE
17204861	FALSE	FALSE
17204866	FALSE	FALSE
17204873	FALSE	FALSE
17204876	FALSE	FALSE
17204877	FALSE	FALSE
17204887	FALSE	FALSE
17204890	FALSE	FALSE
17204896	FALSE	FALSE
17204902	FALSE	FALSE
17204903	FALSE	FALSE
17204906	FALSE	FALSE
17204907	FALSE	FALSE
17204908	FALSE	FALSE
17204909	FALSE	FALSE
17204911	FALSE	FALSE
17204912	FALSE	FALSE
17204916	FALSE	FALSE
17204917	FALSE	FALSE
17204925	FALSE	FALSE
17204929	FALSE	FALSE
17204932	FALSE	FALSE
17204933	FALSE	FALSE
17204935	FALSE	FALSE
17204937	FALSE	FALSE
17204938	FALSE	FALSE
17204939	FALSE	FALSE
17204941	FALSE	FALSE
17204945	FALSE	FALSE
17204947	FALSE	FALSE
17204949	FALSE	FALSE
17204951	FALSE	FALSE
17204952	FALSE	FALSE
17204957	FALSE	FALSE
17204962	FALSE	FALSE
17204971	FALSE	FALSE
17204972	FALSE	FALSE
17204975	FALSE	FALSE
17204978	FALSE	FALSE
17204982	FALSE	FALSE
17204986	FALSE	FALSE
17204993	FALSE	FALSE
17204995	FALSE	FALSE
17204999	FALSE	FALSE
17205003	FALSE	FALSE
17205006	FALSE	FALSE
17205008	FALSE	FALSE
17205009	FALSE	FALSE
17205014	FALSE	FALSE
17205015	FALSE	FALSE
17205019	FALSE	FALSE
17205024	FALSE	FALSE
17205030	FALSE	FALSE
17205035	FALSE	FALSE
17205038	FALSE	FALSE
17205042	FALSE	FALSE
17205044	FALSE	FALSE
17205050	FALSE	FALSE
17205052	FALSE	FALSE
17205071	FALSE	FALSE
17205072	TRUE	FALSE
17205076	FALSE	FALSE
17205078	TRUE	FALSE
17205086	FALSE	FALSE
17205087	TRUE	FALSE
17205094	TRUE	FALSE
17205098	TRUE	FALSE
17205099	TRUE	FALSE
17205104	FALSE	FALSE
17205107	FALSE	FALSE
17205113	FALSE	FALSE
17205117	FALSE	FALSE
17205128	FALSE	FALSE
17205130	FALSE	FALSE
17205133	FALSE	FALSE
17205135	FALSE	FALSE
17205136	FALSE	FALSE
17205139	FALSE	FALSE
17205143	FALSE	FALSE
17205145	FALSE	FALSE
17205152	FALSE	FALSE
17205154	FALSE	FALSE
17205156	FALSE	FALSE
17205159	FALSE	FALSE
17205161	FALSE	FALSE
17205165	FALSE	FALSE
17205166	FALSE	FALSE
17205175	FALSE	FALSE
17205176	FALSE	FALSE
17205177	FALSE	FALSE
17205178	FALSE	FALSE
17205182	FALSE	FALSE
17205189	FALSE	FALSE
17205194	FALSE	FALSE
17205197	FALSE	FALSE
17205200	FALSE	FALSE
17205203	FALSE	FALSE
17205204	FALSE	FALSE
17205211	FALSE	FALSE
17205214	FALSE	FALSE
17205223	FALSE	FALSE
17205225	FALSE	FALSE
17205227	FALSE	FALSE
17205231	FALSE	FALSE
17205237	FALSE	FALSE
17205239	FALSE	FALSE
17205241	FALSE	FALSE
17205242	FALSE	FALSE
17205252	FALSE	FALSE
17205258	FALSE	FALSE
17205262	FALSE	FALSE
17205263	FALSE	FALSE
17205269	FALSE	FALSE
17205270	FALSE	FALSE
17205274	FALSE	FALSE
17205275	FALSE	FALSE
17205276	FALSE	FALSE
17205277	FALSE	FALSE
17205278	FALSE	FALSE
17205291	FALSE	FALSE
17205303	FALSE	FALSE
17205308	FALSE	FALSE
17205316	FALSE	FALSE
17205319	FALSE	FALSE
17205327	FALSE	FALSE
17205335	FALSE	FALSE
17205337	FALSE	FALSE
17205340	FALSE	FALSE
17205344	FALSE	FALSE
17205346	FALSE	FALSE
17205347	FALSE	FALSE
17205348	FALSE	FALSE
17205357	FALSE	FALSE
17205358	FALSE	FALSE
17205362	FALSE	FALSE
17205365	FALSE	FALSE
17205371	FALSE	FALSE
17205376	FALSE	FALSE
17205378	FALSE	FALSE
17205380	FALSE	FALSE
17205382	FALSE	FALSE
17205387	FALSE	FALSE
17205388	FALSE	FALSE
17205392	FALSE	FALSE
17205399	FALSE	FALSE
17205411	FALSE	FALSE
17205417	FALSE	FALSE
17205429	FALSE	FALSE
17205438	FALSE	FALSE
17205439	FALSE	FALSE
17205442	FALSE	FALSE
17205447	FALSE	FALSE
17205450	FALSE	FALSE
17205451	FALSE	FALSE
17205455	FALSE	FALSE
17205457	FALSE	FALSE
17205461	FALSE	FALSE
17205465	FALSE	FALSE
17205466	FALSE	FALSE
17205469	FALSE	FALSE
17205471	FALSE	FALSE
17205479	FALSE	FALSE
17205483	FALSE	FALSE
17205489	FALSE	FALSE
17205491	FALSE	FALSE
17205492	FALSE	FALSE
17205497	FALSE	FALSE
17205500	FALSE	FALSE
17205512	FALSE	FALSE
17205517	FALSE	FALSE
17205528	FALSE	FALSE
17205530	FALSE	FALSE
17205535	FALSE	FALSE
17205542	FALSE	FALSE
17205544	FALSE	FALSE
17205546	FALSE	FALSE
17205551	FALSE	FALSE
17205553	FALSE	FALSE
17205555	FALSE	FALSE
17205560	FALSE	FALSE
17205564	FALSE	FALSE
17205573	FALSE	FALSE
17205586	FALSE	FALSE
17205588	FALSE	FALSE
17205601	FALSE	FALSE
17205607	FALSE	FALSE
17205608	FALSE	FALSE
17205610	FALSE	FALSE
17205614	FALSE	FALSE
17205615	FALSE	FALSE
17205618	FALSE	FALSE
17205634	FALSE	FALSE
17205640	FALSE	FALSE
17205645	FALSE	FALSE
17205647	FALSE	FALSE
17205653	FALSE	FALSE
17205655	FALSE	FALSE
17205661	FALSE	FALSE
17205662	FALSE	FALSE
17205663	FALSE	FALSE
17205666	FALSE	FALSE
17205670	FALSE	FALSE
17205671	FALSE	FALSE
17205673	FALSE	FALSE
17205676	FALSE	FALSE
17205685	FALSE	FALSE
17205698	FALSE	FALSE
17205720	FALSE	FALSE
17205723	FALSE	FALSE
17205728	FALSE	FALSE
17205733	FALSE	FALSE
17205735	FALSE	FALSE
17205737	FALSE	FALSE
17205741	FALSE	FALSE
17205743	FALSE	FALSE
17205748	FALSE	FALSE
17205756	FALSE	FALSE
17205758	FALSE	FALSE
17205763	FALSE	FALSE
17205766	FALSE	FALSE
17205774	FALSE	FALSE
17205782	FALSE	FALSE
17205784	FALSE	FALSE
17205791	FALSE	FALSE
17205794	FALSE	FALSE
17205795	FALSE	FALSE
17205796	FALSE	FALSE
17205797	FALSE	FALSE
17205805	FALSE	FALSE
17205810	FALSE	FALSE
17205812	FALSE	FALSE
17205817	FALSE	FALSE
17205819	FALSE	FALSE
17205820	FALSE	FALSE
17205821	FALSE	FALSE
17205826	FALSE	FALSE
17205833	FALSE	FALSE
17205838	FALSE	FALSE
17205841	FALSE	FALSE
17205847	FALSE	FALSE
17205850	FALSE	FALSE
17205853	FALSE	FALSE
17205854	FALSE	FALSE
17205861	FALSE	FALSE
17205862	FALSE	FALSE
17205864	FALSE	FALSE
17205866	FALSE	FALSE
17205869	FALSE	FALSE
17205870	FALSE	FALSE
17205878	FALSE	FALSE
17205888	FALSE	FALSE
17205892	FALSE	FALSE
17205894	TRUE	FALSE
17205896	FALSE	FALSE
17205901	FALSE	FALSE
17205905	FALSE	FALSE
17205906	FALSE	FALSE
17205912	FALSE	FALSE
17205915	FALSE	FALSE
17205916	FALSE	FALSE
17205918	FALSE	FALSE
17205919	FALSE	FALSE
17205920	FALSE	FALSE
17205926	FALSE	FALSE
17205930	FALSE	FALSE
17205931	FALSE	FALSE
17205933	FALSE	FALSE
17205937	FALSE	FALSE
17205940	FALSE	FALSE
17205943	FALSE	FALSE
17205949	FALSE	FALSE
17205959	FALSE	FALSE
17205960	FALSE	FALSE
17205964	FALSE	FALSE
17205965	FALSE	FALSE
17205967	FALSE	FALSE
17205972	FALSE	FALSE
17205974	FALSE	FALSE
17205985	FALSE	FALSE
17205987	FALSE	FALSE
17205989	FALSE	FALSE
17205995	FALSE	FALSE
17205999	FALSE	FALSE
17206001	FALSE	FALSE
17206008	FALSE	FALSE
17206010	FALSE	FALSE
17206011	FALSE	FALSE
17206014	FALSE	FALSE
17206018	FALSE	FALSE
17206022	FALSE	FALSE
17206023	FALSE	FALSE
17206024	FALSE	FALSE
17206026	FALSE	FALSE
17206027	FALSE	FALSE
17206035	FALSE	FALSE
17206053	FALSE	FALSE
17206059	FALSE	FALSE
17206069	FALSE	FALSE
17206070	FALSE	FALSE
17206071	FALSE	FALSE
17206075	FALSE	FALSE
17206077	FALSE	FALSE
17206079	FALSE	FALSE
17206081	FALSE	FALSE
17206082	FALSE	FALSE
17206083	FALSE	FALSE
17206084	FALSE	FALSE
17206085	FALSE	FALSE
17206091	FALSE	FALSE
17206092	FALSE	FALSE
17206096	FALSE	FALSE
17206097	FALSE	FALSE
17206100	FALSE	FALSE
17206103	FALSE	FALSE
17206107	FALSE	FALSE
17206113	FALSE	FALSE
17206117	FALSE	FALSE
17206130	FALSE	FALSE
17206135	FALSE	FALSE
17206137	FALSE	FALSE
17206146	FALSE	FALSE
17206155	FALSE	FALSE
17206156	FALSE	FALSE
17206158	FALSE	FALSE
17206162	FALSE	FALSE
17206165	FALSE	FALSE
17206167	FALSE	FALSE
17206173	FALSE	FALSE
17206178	FALSE	FALSE
17206180	FALSE	FALSE
17206181	FALSE	FALSE
17206182	FALSE	FALSE
17206185	FALSE	FALSE
17206187	FALSE	FALSE
17206190	FALSE	FALSE
17206192	FALSE	FALSE
17206194	FALSE	FALSE
17206195	FALSE	FALSE
17206201	FALSE	FALSE
17206203	FALSE	FALSE
17206204	FALSE	FALSE
17206205	FALSE	FALSE
17206208	FALSE	FALSE
17206212	FALSE	FALSE
17206214	FALSE	FALSE
17206216	FALSE	FALSE
17206217	FALSE	FALSE
17206218	FALSE	FALSE
17206220	FALSE	FALSE
17206221	FALSE	FALSE
17206224	FALSE	FALSE
17206236	FALSE	FALSE
17206239	FALSE	FALSE
17206253	FALSE	FALSE
17206254	FALSE	FALSE
17206258	FALSE	FALSE
17206263	FALSE	FALSE
17206266	FALSE	FALSE
17206270	FALSE	FALSE
17206273	FALSE	FALSE
17206293	FALSE	FALSE
17206294	FALSE	FALSE
17206304	FALSE	FALSE
17206305	FALSE	FALSE
17206312	FALSE	FALSE
17206319	FALSE	FALSE
17206321	FALSE	FALSE
17206328	FALSE	FALSE
17206329	FALSE	FALSE
17206330	FALSE	FALSE
17206337	FALSE	FALSE
17206340	FALSE	FALSE
17206342	FALSE	FALSE
17206343	FALSE	FALSE
17206344	FALSE	FALSE
17206348	FALSE	FALSE
17206350	FALSE	FALSE
17206353	FALSE	FALSE
17206354	FALSE	FALSE
17206356	FALSE	FALSE
17206362	FALSE	FALSE
17206367	FALSE	FALSE
17206370	FALSE	FALSE
17206375	FALSE	FALSE
17206376	FALSE	FALSE
17206377	FALSE	FALSE
17206378	FALSE	FALSE
17206382	FALSE	FALSE
17206384	FALSE	FALSE
17206385	FALSE	FALSE
17206386	FALSE	FALSE
17206407	FALSE	FALSE
17206409	FALSE	FALSE
17206413	FALSE	FALSE
17206423	FALSE	FALSE
17206425	FALSE	FALSE
17206434	FALSE	FALSE
17206436	FALSE	FALSE
17206438	FALSE	FALSE
17206440	FALSE	FALSE
17206441	FALSE	FALSE
17206442	FALSE	FALSE
17206444	FALSE	FALSE
17206454	FALSE	FALSE
17206456	FALSE	FALSE
17206460	FALSE	FALSE
17206462	FALSE	FALSE
17206473	FALSE	FALSE
17206475	FALSE	FALSE
17206477	FALSE	FALSE
17206478	FALSE	FALSE
17206482	FALSE	FALSE
17206483	FALSE	FALSE
17206488	FALSE	FALSE
17206490	FALSE	FALSE
17206491	FALSE	FALSE
17206493	FALSE	FALSE
17206500	FALSE	FALSE
17206510	FALSE	FALSE
17206514	FALSE	FALSE
17206525	FALSE	FALSE
17206527	FALSE	FALSE
17206532	FALSE	FALSE
17206536	FALSE	FALSE
17206540	FALSE	FALSE
17206541	FALSE	FALSE
17206545	FALSE	FALSE
17206548	FALSE	FALSE
17206549	FALSE	FALSE
17206554	FALSE	FALSE
17206556	FALSE	FALSE
17206558	FALSE	FALSE
17206565	FALSE	FALSE
17206566	FALSE	FALSE
17206577	FALSE	FALSE
17206580	FALSE	FALSE
17206581	FALSE	FALSE
17206587	FALSE	FALSE
17206591	FALSE	FALSE
17206592	FALSE	FALSE
17206594	FALSE	FALSE
17206601	FALSE	FALSE
17206607	FALSE	FALSE
17206611	FALSE	FALSE
17206613	FALSE	FALSE
17206614	FALSE	FALSE
17206626	FALSE	FALSE
17206638	FALSE	FALSE
17206641	FALSE	FALSE
17206645	FALSE	FALSE
17206650	FALSE	FALSE
17206655	FALSE	FALSE
17206658	FALSE	FALSE
17206664	FALSE	FALSE
17206665	FALSE	FALSE
17206674	FALSE	FALSE
17206687	FALSE	FALSE
17206692	FALSE	FALSE
17206694	FALSE	FALSE
17206703	FALSE	FALSE
17206704	FALSE	FALSE
17206708	FALSE	FALSE
17206722	FALSE	FALSE
17206724	FALSE	FALSE
17206727	FALSE	FALSE
17206730	FALSE	FALSE
17206732	FALSE	FALSE
17206734	FALSE	FALSE
17206736	FALSE	FALSE
17206738	FALSE	FALSE
17206745	TRUE	FALSE
17206751	FALSE	FALSE
17206756	FALSE	FALSE
17206757	FALSE	FALSE
17206760	FALSE	FALSE
17206763	FALSE	FALSE
17206769	FALSE	FALSE
17206774	FALSE	FALSE
17206777	FALSE	FALSE
17206780	FALSE	FALSE
17206781	FALSE	FALSE
17206784	FALSE	FALSE
17206786	FALSE	FALSE
17206791	FALSE	FALSE
17206793	FALSE	FALSE
17206797	FALSE	FALSE
17206806	FALSE	FALSE
17206811	FALSE	FALSE
17206813	FALSE	FALSE
17206818	FALSE	FALSE
17206820	FALSE	FALSE
17206821	FALSE	FALSE
17206826	FALSE	FALSE
17206830	FALSE	FALSE
17206833	FALSE	FALSE
17206835	FALSE	FALSE
17206839	FALSE	FALSE
17206848	FALSE	FALSE
17206852	FALSE	FALSE
17206853	FALSE	FALSE
17206856	FALSE	FALSE
17206857	FALSE	FALSE
17206863	FALSE	FALSE
17206870	FALSE	FALSE
17206871	FALSE	FALSE
17206873	FALSE	FALSE
17206875	FALSE	FALSE
17206877	FALSE	FALSE
17206881	FALSE	FALSE
17206888	FALSE	FALSE
17206890	FALSE	FALSE
17206896	FALSE	FALSE
17206899	FALSE	FALSE
17206910	FALSE	FALSE
17206912	FALSE	FALSE
17206916	FALSE	FALSE
17206917	FALSE	FALSE
17206920	FALSE	FALSE
17206922	FALSE	FALSE
17206926	FALSE	FALSE
17206927	FALSE	FALSE
17206940	FALSE	FALSE
17206941	FALSE	FALSE
17206942	FALSE	FALSE
17206946	FALSE	FALSE
17206948	FALSE	FALSE
17206954	FALSE	FALSE
17206955	FALSE	FALSE
17206957	FALSE	FALSE
17206961	FALSE	FALSE
17206962	FALSE	FALSE
17206964	FALSE	FALSE
17206966	FALSE	FALSE
17206968	FALSE	FALSE
17206970	FALSE	FALSE
17206971	FALSE	FALSE
17206975	FALSE	FALSE
17206976	FALSE	FALSE
17206977	FALSE	FALSE
17206979	FALSE	FALSE
17206985	FALSE	FALSE
17206987	FALSE	FALSE
17206988	FALSE	FALSE
17206993	FALSE	FALSE
17206998	FALSE	FALSE
17207006	FALSE	FALSE
17207011	FALSE	FALSE
17207013	FALSE	FALSE
17207016	FALSE	FALSE
17207020	FALSE	FALSE
17207024	FALSE	FALSE
17207027	FALSE	FALSE
17207038	FALSE	FALSE
17207044	FALSE	FALSE
17207046	FALSE	FALSE
17207048	FALSE	FALSE
17207051	FALSE	FALSE
17207055	FALSE	FALSE
17207064	FALSE	FALSE
17207067	FALSE	FALSE
17207069	FALSE	FALSE
17207070	FALSE	FALSE
17207073	FALSE	FALSE
17207075	FALSE	FALSE
17207077	FALSE	FALSE
17207081	FALSE	FALSE
17207085	TRUE	FALSE
17207088	FALSE	FALSE
17207090	FALSE	FALSE
17207096	FALSE	FALSE
17207101	FALSE	FALSE
17207106	FALSE	FALSE
17207111	FALSE	FALSE
17207122	FALSE	FALSE
17207127	FALSE	FALSE
17207136	FALSE	FALSE
17207140	FALSE	FALSE
17207143	FALSE	FALSE
17207154	FALSE	FALSE
17207162	FALSE	FALSE
17207171	FALSE	FALSE
17207172	FALSE	FALSE
17207177	FALSE	FALSE
17207182	FALSE	FALSE
17207183	FALSE	FALSE
17207184	FALSE	FALSE
17207189	FALSE	FALSE
17207192	FALSE	FALSE
17207197	FALSE	FALSE
17207203	FALSE	FALSE
17207204	FALSE	FALSE
17207205	FALSE	FALSE
17207213	FALSE	FALSE
17207220	FALSE	FALSE
17207221	FALSE	FALSE
17207227	FALSE	FALSE
17207232	FALSE	FALSE
17207236	FALSE	FALSE
17207242	FALSE	FALSE
17207245	FALSE	FALSE
17207248	FALSE	FALSE
17207249	FALSE	FALSE
17207251	FALSE	FALSE
17207252	FALSE	FALSE
17207259	FALSE	FALSE
17207267	FALSE	FALSE
