cell	n_genes_by_counts	total_counts	pct_counts_mt
64055178	3415	5476.0	2.7209642
64055184	3572	5315.0	3.2173092
64055195	3453	5421.0	2.9883785
64055199	3566	5699.0	3.5444815
64055212	3486	5630.0	3.8010657
64055214	3214	5131.0	3.3326838
64055219	3698	5498.0	2.3281193
64055221	3173	5553.0	2.8273005
64055226	3268	5570.0	1.454219
64055254	3559	5437.0	0.79087734
64055259	3551	5558.0	2.6448364
64055268	3386	5116.0	2.0719311
64055296	3281	5308.0	2.4679728
64055305	3309	5312.0	1.2612952
64055318	3475	4936.0	2.1272285
64055328	3272	5296.0	4.399547
64055331	3521	5262.0	1.4253136
64055334	3493	5278.0	2.8040924
64055346	3561	5253.0	2.3795927
64055352	3198	5407.0	3.3475122
64055354	3362	5244.0	3.279939
64055356	3314	5136.0	2.784268
64055365	3268	5095.0	0.8047105
64055370	3183	5147.0	2.5646007
64055378	3275	5031.0	4.1939974
64055387	3492	5201.0	1.1920785
64055389	3141	4876.0	3.7735848
64055410	3349	4867.0	3.4107254
64055416	3645	5500.0	0.9636364
64055421	3402	4868.0	2.4856205
64055424	3368	5038.0	3.49345
64055428	3123	4984.0	2.5080256
64055462	3419	5280.0	5.587121
64055473	3258	4942.0	2.711453
64055490	3260	4895.0	2.8804903
64055497	3363	5237.0	1.8713003
64055499	3352	4727.0	2.3693676
64055502	3130	4966.0	3.7857432
64055508	3252	4811.0	3.1178548
64055510	3401	5242.0	2.2128959
64055514	3546	5306.0	2.43121
64055515	3290	5081.0	3.8771894
64055523	3116	4919.0	3.2323644
64055552	3257	4956.0	3.914447
64055557	3582	4850.0	3.1134021
64055567	3612	5362.0	1.4733309
64055573	3012	4778.0	2.8673084
64055587	2904	4698.0	3.6398466
64055588	3283	5088.0	3.2232707
64055614	3266	4803.0	1.561524
64055616	3278	4754.0	3.1973076
64055625	3233	4837.0	2.6876163
64055636	3257	4855.0	0.9062822
64055639	3209	5012.0	0.8778931
64055652	3338	4807.0	4.327023
64055674	3185	4729.0	0.40177628
64055676	3196	4693.0	3.19625
64055679	2949	4636.0	4.7670407
64055683	3325	4900.0	0.59183675
64055690	3192	4836.0	0.3515302
64055694	3111	4747.0	4.4238467
64055701	3168	4892.0	1.8601799
64055706	3218	4733.0	2.450877
64055707	2912	4824.0	3.6691542
64055733	3113	4762.0	3.2969341
64055734	3346	4821.0	1.5349513
64055735	3044	4702.0	3.1688643
64055741	2982	4809.0	4.9906425
64055745	3249	4670.0	1.5417559
64055754	3290	4774.0	1.6338501
64055755	3134	4668.0	2.4635818
64055759	3241	4646.0	1.8941025
64055775	3317	4646.0	1.1407663
64055786	3197	4695.0	2.683706
64055792	3255	4824.0	2.363184
64055800	3247	4855.0	0.49433574
64055810	3450	4550.0	1.5164835
64055816	3255	4843.0	2.415858
64055817	3043	4644.0	0.45219636
64055827	3302	4722.0	2.223634
64055845	3010	4579.0	1.2011356
64055858	3179	4607.0	1.541133
64055890	3093	4583.0	2.4656339
64055895	3137	4472.0	2.4821107
64055901	2972	4330.0	3.5796766
64055910	3157	4607.0	2.9954417
64055924	3202	4691.0	0.34107867
64055925	2915	4443.0	3.241053
64055940	2897	4247.0	3.0374382
64055943	2915	4458.0	2.6693585
64055953	3040	4248.0	2.165725
64055958	3016	4613.0	2.5579882
64055967	3095	4604.0	6.059948
64055979	2924	4200.0	2.547619
64055989	3086	4352.0	3.6305149
64055996	2781	4439.0	1.4417661
64056004	2914	4274.0	3.9541411
64056007	3166	4531.0	0.88280725
64056011	2998	4284.0	2.474323
64056016	3211	4325.0	1.017341
64056020	2526	4468.0	2.7529097
64056041	2981	4249.0	2.777124
64056063	2873	4125.0	0.8484849
64056068	2898	4212.0	1.3770181
64056074	3002	4058.0	1.9467719
64056085	3013	4292.0	2.306617
64056101	3080	4310.0	0.5104408
64056114	3123	4369.0	1.7853055
64056129	3016	4291.0	3.1694245
64056130	2707	4011.0	2.842184
64056138	2887	3968.0	1.5120968
64056140	2921	4105.0	2.2655299
64056152	2835	4055.0	2.7373612
64056159	2933	4126.0	1.4299564
64056178	2753	4029.0	2.680566
64056181	2874	4080.0	2.745098
64056184	2749	4047.0	2.8169014
64056185	2784	4342.0	1.7733763
64056188	2876	4054.0	2.2693636
64056196	2868	4064.0	2.5344486
64056208	2885	4278.0	0.6077606
64056215	2699	3889.0	2.6484957
64056220	2756	3917.0	2.8593311
64056228	2687	4137.0	1.2086053
64056230	2453	4227.0	1.4431039
64056247	2709	4275.0	1.122807
64056252	2858	3983.0	2.2596033
64056265	2857	4049.0	2.71672
64056278	2736	4124.0	0.53346264
64056281	2698	4000.0	3.85
64056283	2844	4077.0	3.3357863
64056285	2905	3941.0	0.38061404
64056286	2635	4189.0	2.7452853
64056294	2836	4043.0	3.487509
64056305	2832	4152.0	2.7456646
64056334	2812	3872.0	2.2469008
64056340	2678	3801.0	2.1047094
64056353	2727	3812.0	1.9674711
64056361	2594	3740.0	3.4759357
64056362	2674	3908.0	3.0706244
64056379	2825	3790.0	3.1398416
64056381	2822	3897.0	1.4370028
64056386	2608	4130.0	3.4140434
64056394	2738	3908.0	2.430911
64056398	2781	3752.0	2.292111
64056400	2705	3756.0	3.887114
64056409	2666	3756.0	3.9403622
64056413	2624	3730.0	1.0723861
64056426	2845	4044.0	3.635015
64056431	2787	3830.0	1.2793734
64056432	2679	3687.0	3.878492
64056433	2510	3530.0	3.6260624
64056461	2546	3801.0	3.4727705
64056464	2586	3733.0	3.0538442
64056471	2821	3830.0	2.5065274
64056478	2957	3703.0	1.5122874
64056504	2615	3760.0	2.3404255
64056513	3011	3624.0	1.6004416
64056520	2712	3706.0	4.074474
64056537	2769	3734.0	2.785217
64056538	2605	3745.0	1.0146862
64056544	2714	3725.0	1.6912751
64056547	2444	3559.0	2.5849957
64056548	2744	3623.0	2.842948
64056560	2533	3604.0	2.9134295
64056599	2527	3600.0	3.6111112
64056611	2612	3438.0	1.8906341
64056623	2443	3401.0	3.1167305
64056629	2520	3620.0	1.8508288
64056630	2538	3499.0	2.7436411
64056639	2436	3385.0	2.9837518
64056642	2644	3630.0	0.82644624
64056646	2623	3416.0	2.1370025
64056652	2579	3623.0	3.6985922
64056653	2416	3376.0	2.7251184
64056655	2587	3509.0	3.5622687
64056657	2559	3470.0	2.853026
64056668	2476	3447.0	2.8140414
64056672	2594	3549.0	2.874049
64056680	2645	3583.0	2.8467765
64056693	2540	3440.0	2.0930233
64056696	2539	3405.0	2.9368575
64056707	2591	3533.0	2.434192
64056716	2425	3376.0	3.3175356
64056721	2657	3395.0	0.44182622
64056727	2414	3274.0	2.474038
64056745	2443	3163.0	2.055011
64056746	2444	3325.0	3.1879702
64056782	2347	3156.0	2.1546261
64056795	2498	3382.0	2.0993495
64056822	2468	3273.0	3.0247478
64056825	2500	3369.0	1.4247551
64056827	2389	3300.0	1.6060605
64056828	2375	3086.0	2.4303305
64056834	2499	3182.0	1.94846
64056848	2442	3161.0	2.9104714
64056849	2302	3163.0	2.7189379
64056861	2450	3088.0	1.9753886
64056880	2302	3176.0	3.054156
64056881	2373	3154.0	3.1071656
64056885	2360	3141.0	3.5657434
64056909	2231	3138.0	4.5570426
64056910	2214	3175.0	8.220472
64056915	2420	3212.0	0.871731
64056916	2538	3070.0	3.4527686
64056920	2384	3069.0	2.2808733
64056937	2332	2993.0	0.80187106
64056945	2264	3000.0	3.0
64056949	2529	3275.0	0.610687
64056950	2119	2961.0	0.97939885
64056954	2264	3078.0	1.9168291
64056967	2285	3033.0	3.3630068
64056978	2399	3230.0	3.3436532
64057002	2298	2975.0	2.5210085
64057011	2317	3009.0	1.1631771
64057029	2111	2829.0	5.4789677
64057033	2166	2870.0	2.4738677
64057034	2223	2901.0	3.1368494
64057040	2139	2678.0	1.8670651
64057044	2102	3000.0	2.9666667
64057062	2068	2718.0	6.254599
64057069	2266	2903.0	1.7912505
64057083	2257	2767.0	2.1684134
64057095	2429	2829.0	0.77765995
64057103	2337	2827.0	1.0611956
64057120	2151	2678.0	2.87528
64057121	1981	2644.0	2.0045388
64057139	2328	2856.0	1.1554623
64057142	2345	2892.0	0.8990319
64057143	2145	2711.0	2.72962
64057157	2237	3149.0	0.28580502
64057160	2096	2759.0	2.355926
64057166	1960	2577.0	3.764067
64057169	2063	2732.0	2.7818449
64057174	2317	2708.0	2.548006
64057186	2055	2539.0	3.1508467
64057190	2246	2790.0	2.580645
64057202	1699	2599.0	20.046171
64057211	1968	2535.0	3.0374753
64057227	2081	2541.0	1.9283748
64057252	1992	2456.0	3.0130293
64057259	2218	2650.0	1.9622641
64057262	1852	2551.0	3.6064289
64057265	1919	2510.0	2.1115537
64057279	1933	2427.0	0.947672
64057300	1840	2330.0	3.60515
64057327	1969	2384.0	2.6426175
64057339	2003	2336.0	3.339041
64057343	1894	2235.0	2.1476512
64057345	1838	2409.0	1.369863
64057353	1737	2278.0	6.145742
64057357	1837	2246.0	1.5583259
64057359	1928	2354.0	0.29736617
64057369	1874	2232.0	2.1057346
64057370	1755	2231.0	3.7203047
64057371	1803	2185.0	0.7322655
64057380	1854	2368.0	4.180743
64057395	1769	2238.0	4.155496
64057415	1963	2212.0	1.98915
64057432	1631	2006.0	2.342971
64057436	1701	2078.0	4.1385946
64057440	1707	2126.0	1.1288805
64057442	1886	2177.0	0.7808911
64057446	1741	2066.0	0.96805423
64057449	1620	2044.0	2.5440314
64057452	1856	2134.0	1.4995314
64057454	1611	1991.0	3.6664991
64057456	1625	1970.0	3.6548223
64057465	1814	2120.0	0.754717
64057472	1747	2099.0	0.8575512
64057477	1670	2008.0	2.2908368
64057498	1657	1970.0	2.9441624
64057506	1494	1795.0	2.395543
64057507	1825	2071.0	0.86914533
64057511	1470	1810.0	4.640884
64057525	1454	1858.0	2.4219592
64057531	1547	1861.0	3.224073
64057542	1529	1906.0	0.7345226
64057546	1513	1778.0	3.487064
64057548	1397	1736.0	5.587558
64057551	1661	1837.0	1.0887316
64057553	1417	1802.0	1.1098778
64057564	1622	1849.0	0.8653326
64057567	1529	1755.0	3.8746438
64057568	1534	1779.0	0.2810568
64057579	1576	1763.0	1.1344299
64057595	1423	1705.0	4.046921
64057604	1493	1817.0	2.7517886
64057608	1419	1675.0	2.3880596
64057615	1327	1582.0	3.2869787
64057625	1526	1693.0	1.1222682
64057635	1441	1620.0	0.61728394
64057636	1506	1663.0	0.48105833
64057639	1562	1731.0	1.4442518
64057643	1322	1584.0	6.6287875
64057659	1418	1575.0	2.3492064
64057660	1403	1563.0	2.6231606
64057665	1483	1621.0	1.6656386
64057668	1459	1624.0	0.9236453
64057674	1348	1566.0	3.192848
64057678	1442	1588.0	0.44080606
64057686	1193	1579.0	9.246358
64057696	1282	1449.0	1.3802623
64057699	1225	1440.0	2.2222223
64057705	1339	1536.0	5.2734375
64057710	1257	1459.0	2.6730638
64057713	1267	1444.0	2.9085872
64057716	1311	1424.0	2.3876405
64057733	1305	1469.0	2.7910142
64057741	1227	1422.0	2.3909986
64057743	1208	1467.0	4.8398094
64057756	1230	1408.0	4.190341
64057761	1218	1430.0	0.6993007
64057771	1276	1422.0	2.3206751
64057792	1292	1392.0	1.0775862
64057812	1315	1433.0	1.1165386
64057827	1116	1245.0	1.2048192
64057840	1162	1243.0	2.0917137
64057846	1218	1351.0	1.0362694
64057858	1133	1236.0	0.566343
64057860	1136	1282.0	2.4180968
64057865	1170	1260.0	0.23809525
64057875	945	1185.0	16.70886
64057876	1116	1189.0	1.5138773
64057881	1066	1193.0	1.2573345
64057890	1113	1257.0	0.7159905
64057892	1144	1229.0	0.4068348
64057897	1104	1197.0	0.83542186
64057928	969	1166.0	2.5728989
64057929	940	1106.0	5.063291
64057931	1104	1176.0	0.5952381
64057948	985	1074.0	0.83798885
64057952	1035	1118.0	1.5205724
64057956	974	1049.0	0.38131556
64057958	946	1015.0	0.7881774
64057970	926	990.0	1.3131313
64057977	941	1008.0	2.4801588
64057979	931	1026.0	1.2670566
64057992	900	974.0	5.13347
64058000	894	937.0	0.7470651
64058002	893	960.0	1.8750001
64058008	876	934.0	0.856531
64058013	781	828.0	1.3285024
64058019	899	954.0	0.73375267
64058023	836	886.0	1.241535
64058025	769	819.0	0.12210013
64058026	819	857.0	1.5169195
64058032	800	852.0	2.9342723
64058041	732	765.0	0.91503274
64058080	645	684.0	0.58479536
64058095	636	673.0	3.71471
64058101	608	631.0	2.2187004
64058117	561	666.0	3.0030031
64058126	1068	1321.0	6.2831187
64058132	523	548.0	0.54744524
64058134	495	520.0	1.1538461
64058155	6780	18282.0	4.0805163
64058162	6787	17492.0	1.3434713
64058174	7035	17998.0	3.3170354
64058187	6727	15820.0	2.983565
64058195	6412	16735.0	3.9796834
64058205	6609	15664.0	2.368488
64058219	6574	15512.0	4.963899
64058220	6534	14947.0	2.100756
64058222	6096	14575.0	4.006861
64058225	6531	14857.0	1.8846335
64058247	4788	9960.0	0.8333334
64058264	6351	14388.0	4.837364
64058268	5776	13230.0	4.920635
64058272	6066	12972.0	1.649707
64058280	6003	13737.0	4.4332824
64058287	5878	13501.0	4.562625
64058294	6160	13172.0	1.639842
64058299	5427	12327.0	4.3806276
64058312	6334	13224.0	2.0114944
64058325	5654	12586.0	3.591292
64058340	5901	11992.0	3.560707
64058349	5836	12430.0	6.3314567
64058350	5636	11975.0	8.208768
64058356	5750	11789.0	2.4938502
64058359	5367	11910.0	0.8732158
64058360	5392	11786.0	4.2508063
64058361	5794	12040.0	8.787375
64058367	5424	11323.0	7.2330656
64058393	5705	11690.0	3.1137726
64058402	5917	11320.0	2.2349823
64058408	5824	11921.0	2.67595
64058413	5451	11480.0	6.402439
64058414	5386	10711.0	4.2106247
64058419	5392	11128.0	5.4007907
64058422	5099	11282.0	3.6075163
64058429	5756	11295.0	2.257636
64058431	5147	10534.0	4.5661664
64058445	5218	10398.0	3.606463
64058450	5388	11416.0	4.1170287
64058451	5391	10545.0	2.0578475
64058454	5472	10664.0	3.675919
64058455	5672	10973.0	4.939397
64058477	5690	11078.0	2.7712584
64058497	5458	10764.0	4.5522113
64058499	5235	10858.0	2.845828
64058505	5027	10412.0	5.791394
64058512	5080	10434.0	4.772858
64058516	4885	10324.0	2.1697016
64058519	5227	10541.0	4.3449388
64058522	5361	10633.0	1.1567761
64058525	5266	9469.0	2.333932
64058530	5221	10054.0	4.565347
64058532	5285	10353.0	2.646576
64058540	5086	10530.0	4.5584044
64058544	4200	10772.0	8.290011
64058545	5274	10529.0	2.8207808
64058557	4984	10213.0	0.6266523
64058576	5097	9694.0	3.7342687
64058584	5149	10353.0	3.7477062
64058585	5293	10082.0	1.5671494
64058596	5155	9943.0	4.093332
64058606	5279	9817.0	2.9133136
64058636	5721	9903.0	1.62577
64058640	4900	9596.0	2.9491453
64058649	5070	9481.0	3.2907922
64058658	4703	9275.0	0.3018868
64058661	4925	9538.0	2.9461102
64058663	4644	9459.0	8.362407
64058684	4850	8932.0	2.9668608
64058690	4563	8658.0	3.4765534
64058699	4694	8645.0	3.5858877
64058708	3518	8841.0	4.1058702
64058722	4773	8997.0	3.32333
64058724	4898	9245.0	7.86371
64058744	4864	9147.0	4.7337923
64058756	4579	9035.0	5.666851
64058762	4594	8787.0	5.2919087
64058767	4997	9134.0	3.3391721
64058770	4596	8771.0	4.640292
64058773	4681	8602.0	4.4873285
64058778	5308	9058.0	2.9035106
64058780	4573	8687.0	5.905376
64058787	4759	8666.0	1.4308792
64058797	4561	8406.0	1.0468713
64058816	4920	8329.0	2.065074
64058822	4691	8345.0	2.8160577
64058823	4731	8763.0	1.8144472
64058827	4420	8495.0	4.4496765
64058837	5269	8342.0	1.9659555
64058842	4617	8363.0	3.0850174
64058856	4842	8430.0	1.9810202
64058877	4452	8175.0	4.525994
64058878	4782	7950.0	1.9622641
64058880	4876	8254.0	2.9197965
64058888	4522	8196.0	3.7091262
64058890	4526	8233.0	2.8057816
64058891	4098	8406.0	2.6885557
64058898	4917	8149.0	2.540189
64058908	4914	8117.0	1.7863743
64058917	4251	7969.0	5.1449366
64058924	4276	7947.0	3.2842584
64058927	4366	7816.0	2.814739
64058929	4344	7861.0	4.605012
64058933	4444	8073.0	4.917627
64058943	4992	7579.0	3.0478954
64058959	4608	7849.0	3.631036
64058960	4525	7763.0	1.6746104
64058974	4272	7910.0	1.0240202
64058977	4342	7957.0	5.504587
64058993	4472	7537.0	2.069789
64058994	4361	7650.0	2.875817
64059004	4217	7521.0	1.3827949
64059016	4274	7540.0	4.960212
64059018	4502	7780.0	3.0077121
64059022	5002	7667.0	2.0346942
64059023	3763	5395.0	2.094532
64059025	4351	7634.0	4.1000786
64059027	4253	7545.0	4.413519
64059030	4220	7941.0	6.2964363
64059033	4195	7256.0	4.8373756
64059056	4645	7791.0	2.6569118
64059059	4408	7640.0	0.7198953
64059061	4447	7708.0	3.5806954
64059065	4782	7303.0	2.0813365
64059079	4424	7334.0	1.868012
64059081	4098	7153.0	5.1307144
64059097	4271	7360.0	2.0244565
64059127	3853	7380.0	3.7262871
64059132	4398	7494.0	4.136643
64059133	4190	7170.0	2.4128313
64059141	4381	7651.0	2.79702
64059152	4231	7088.0	4.9097066
64059161	4409	7226.0	2.2003875
64059170	4238	7160.0	3.0865922
64059176	4554	7412.0	3.9665408
64059178	3127	5059.0	3.5382488
64059190	4175	7228.0	1.2313226
64059192	4292	7357.0	3.9961941
64059198	4101	7218.0	4.4195065
64059218	3900	7336.0	5.806979
64059227	3878	6998.0	1.3003715
64059228	3834	6696.0	5.555556
64059232	4068	7179.0	2.939128
64059236	4112	6709.0	4.6653748
64059249	4197	7133.0	4.6824617
64059261	4035	6842.0	0.7600117
64059262	3794	6620.0	2.3111782
64059264	3884	6660.0	5.3903904
64059274	3934	6963.0	4.954761
64059282	4561	7236.0	2.0729685
64059283	4052	6972.0	3.9156628
64059286	3849	6621.0	3.2170367
64059295	3923	6680.0	5.6886225
64059301	4163	6853.0	1.2403327
64059304	3159	4821.0	3.5262394
64059318	4169	6878.0	3.0095956
64059328	3920	6802.0	6.5862985
64059337	3739	6882.0	5.7250795
64059341	4213	6911.0	5.339314
64059355	3982	6903.0	0.17383745
64059362	3972	6540.0	3.2262995
64059365	4414	6673.0	5.289974
64059368	3851	6653.0	5.215692
64059369	4121	6723.0	3.5995834
64059377	3959	6797.0	3.9576285
64059378	4070	6745.0	4.670126
64059381	4135	6649.0	1.9100616
64059382	3791	6501.0	4.4147058
64059394	4012	6567.0	0.79183805
64059395	4019	6745.0	4.5959973
64059399	3887	6508.0	1.8438843
64059401	3873	6683.0	3.516385
64059407	3860	6706.0	1.0140173
64059408	3769	6401.0	5.624121
64059409	3849	6280.0	0.68471336
64059413	4052	6598.0	2.7129433
64059418	4064	6649.0	3.1282897
64059419	3586	6796.0	2.5309005
64059425	3967	6634.0	8.818209
64059427	4020	6592.0	2.5333738
64059428	4066	6633.0	0.84426355
64059430	3938	6671.0	4.0773497
64059437	3914	6524.0	4.0772533
64059439	4146	6423.0	2.7401526
64059441	4272	6527.0	2.803738
64059460	3657	6602.0	2.3629203
64059461	3948	6628.0	5.054315
64059472	3825	6462.0	3.450944
64059474	3984	6539.0	1.1622572
64059477	3056	4615.0	4.2470207
64059483	3816	6164.0	4.672291
64059489	3895	6296.0	3.319568
64059495	3979	6401.0	3.218247
64059499	3927	6483.0	3.964214
64059501	4056	6311.0	3.6444302
64059524	3790	6358.0	5.473419
64059529	3729	6304.0	0.82487303
64059530	3927	6428.0	0.42003733
64059532	4018	6512.0	4.1615477
64059539	3771	6465.0	3.3565354
64059542	4001	6462.0	0.7892294
64059545	3843	6188.0	1.6483518
64059553	4128	6628.0	3.681352
64059558	3718	6008.0	3.64514
64059580	3483	6105.0	6.257166
64059585	4019	6520.0	3.5276074
64059587	4000	6454.0	4.167958
64059597	3792	6088.0	3.646518
64059605	3848	5974.0	3.046535
64059609	3629	6135.0	4.645477
64059612	2794	4466.0	2.4182715
64059623	3935	6293.0	2.3359287
64059632	3905	6415.0	3.9438815
64059637	3840	6096.0	4.133858
64059646	3957	6198.0	3.0009682
64059648	3818	5987.0	4.8438287
64059664	3919	6082.0	3.5021377
64059669	3614	5986.0	4.8780484
64059672	3828	6205.0	1.7405318
64059684	3888	6346.0	3.025528
64059696	4013	6266.0	0.89371216
64059702	3995	6185.0	3.2174616
64059708	3711	6015.0	4.00665
64059714	3864	6236.0	0.2405388
64059715	3630	6268.0	4.243778
64059717	3506	6135.0	0.58679706
64059718	3890	6242.0	2.6754246
64059719	3517	6027.0	3.3018086
64059720	3814	6170.0	0.24311183
64059726	3613	6061.0	0.44547105
64059738	2681	4253.0	1.9280508
64059746	3868	5844.0	2.4640658
64059749	3723	6151.0	4.3732724
64059756	3709	6136.0	2.4608865
64059757	3603	6190.0	6.009693
64059759	3607	5867.0	2.283961
64059779	3865	6181.0	2.9283288
64059792	3797	5910.0	3.3840947
64059793	3647	5754.0	4.8140426
64059794	3673	5873.0	3.0308192
64059814	3500	5921.0	3.9858131
64059835	3656	6039.0	4.437821
64059846	3665	5832.0	3.978052
64059849	3593	5530.0	4.03255
64059859	3704	5702.0	0.96457386
64059875	3690	5808.0	4.3560605
64059923	3849	5872.0	5.091962
64059924	3522	5584.0	3.4563038
64059925	3571	5595.0	2.2520108
64059953	3553	5624.0	0.8179231
64059960	3744	5827.0	3.5524282
64059964	3551	5788.0	3.438148
64059967	3382	5458.0	8.611213
64059974	3592	5479.0	4.581128
64059991	3549	5464.0	5.2708635
64059994	3708	5816.0	3.2840443
64059996	3858	5776.0	3.0124652
64060014	3536	5673.0	5.658382
64060022	3508	5552.0	4.8270893
64060025	3721	5702.0	3.8056822
64060029	3723	5629.0	6.0756793
64060034	3682	5619.0	3.043246
64060041	3657	5667.0	2.558673
64060047	3702	5648.0	2.000708
64060069	3747	5759.0	2.5351622
64060074	3712	5732.0	4.6057224
64060082	3624	5558.0	3.6703851
64060083	3543	5686.0	1.7235315
64060086	3613	5521.0	1.97428
64060107	3539	5394.0	0.63033
64060112	3520	5311.0	2.8054981
64060120	3593	5556.0	2.861771
64060130	3676	5667.0	8.593612
64060133	3438	5574.0	3.3369212
64060138	3966	5541.0	5.287854
64060149	3609	5477.0	2.8300164
64060156	3323	5349.0	2.6733968
64060160	3549	5468.0	4.864667
64060176	3495	5573.0	5.2574916
64060186	3476	5573.0	5.6522517
64060189	3270	5189.0	2.2933128
64060190	3243	5263.0	7.410222
64060199	3493	5228.0	3.0795715
64060202	3710	5471.0	0.98702246
64060217	3683	5463.0	1.7389712
64060225	3414	5219.0	4.3111706
64060226	3623	5549.0	3.9646783
64060242	3567	5281.0	3.9954555
64060253	3648	5209.0	2.3612978
64060259	3237	5345.0	3.797942
64060260	2751	3826.0	5.593309
64060261	2795	3855.0	3.4500647
64060284	3392	5135.0	6.1148977
64060291	3415	5327.0	4.111132
64060305	3466	5341.0	3.4824939
64060315	3427	5279.0	5.436636
64060327	2713	3780.0	2.4338624
64060333	3444	5428.0	3.9609432
64060356	3507	5023.0	3.3446147
64060360	3651	4983.0	1.384708
64060362	3489	5334.0	7.499062
64060390	3577	5211.0	1.650355
64060403	3383	5291.0	2.9106028
64060409	3379	5189.0	1.7537098
64060414	3821	5017.0	2.1526809
64060436	3406	5203.0	3.3442245
64060439	2986	5181.0	7.527504
64060440	3516	5194.0	2.348864
64060447	3349	5223.0	5.7438254
64060451	3410	4978.0	2.99317
64060464	3180	5113.0	3.1683943
64060510	3463	5213.0	3.568003
64060518	3531	5157.0	1.6482452
64060525	3259	5250.0	1.104762
64060532	3453	5078.0	3.7613235
64060542	3255	5127.0	4.7786226
64060550	3149	5021.0	4.361681
64060551	3469	5062.0	0.92848676
64060565	3237	5004.0	3.8569145
64060573	3422	5046.0	4.18153
64060576	3382	5025.0	0.7164179
64060578	3301	4960.0	6.6129026
64060584	3232	5039.0	5.6955743
64060586	2970	4823.0	8.314327
64060593	3319	4930.0	2.9411764
64060611	3401	5067.0	0.9867771
64060613	3385	5061.0	3.6554043
64060618	3162	4867.0	2.1162934
64060629	3359	5002.0	3.1587367
64060641	3197	4823.0	3.566245
64060650	3200	4841.0	3.511671
64060659	3233	4810.0	3.7629936
64060667	3098	4784.0	3.4489968
64060690	3356	4935.0	6.1600814
64060691	3275	4907.0	3.9331567
64060693	3162	4643.0	2.4122336
64060696	3335	4871.0	4.88606
64060724	3294	4822.0	1.32725
64060725	3244	4695.0	5.1331205
64060730	3270	4837.0	6.346909
64060736	3349	4904.0	3.7928224
64060738	3313	4934.0	7.803
64060741	3317	4809.0	0.39509255
64060745	3143	4985.0	3.029087
64060747	3231	4832.0	0.8278145
64060749	3428	4878.0	2.3780239
64060751	3353	4946.0	8.3704
64060755	3348	4923.0	5.2000813
64060764	3193	4855.0	2.3480947
64060766	3123	4782.0	3.5968213
64060771	3428	4956.0	3.4705408
64060775	3324	4763.0	4.450976
64060778	3099	4886.0	6.8767905
64060785	2539	3514.0	3.3010814
64060786	3185	4835.0	3.7849016
64060801	3101	4857.0	2.1206505
64060813	3145	4796.0	5.1918263
64060814	3194	4728.0	4.4416246
64060829	3267	4707.0	3.6328871
64060833	3116	4788.0	4.281537
64060837	2536	3433.0	3.0002913
64060847	3433	4697.0	1.8522462
64060849	3348	4897.0	5.1051664
64060858	3312	4797.0	1.3133209
64060865	3392	4792.0	3.443239
64060878	3278	4709.0	3.7375238
64060911	3135	4697.0	3.0657866
64060917	3159	4788.0	4.6365914
64060921	3090	4566.0	0.3066141
64060928	2964	4398.0	4.4338336
64060929	3265	4505.0	2.2419534
64060940	3061	4652.0	4.6646605
64060944	3218	4639.0	4.8717394
64060962	3203	4674.0	2.8027387
64060981	3223	4720.0	2.5211866
64060983	2993	4709.0	3.6950521
64061007	3083	4632.0	2.094128
64061011	3122	4622.0	2.5962787
64061018	3155	4531.0	4.215405
64061036	3100	4650.0	0.17204301
64061048	2438	3307.0	3.6891441
64061049	3319	4631.0	0.77736986
64061053	2956	4644.0	2.799311
64061056	2448	3329.0	4.145389
64061081	3114	4429.0	0.81282455
64061094	3349	4680.0	3.311966
64061102	2945	4631.0	3.368603
64061106	3212	4623.0	2.0982046
64061123	3044	4523.0	0.75171345
64061124	3016	4546.0	5.367356
64061127	3119	4357.0	3.3050265
64061128	3090	4574.0	3.6292088
64061140	3291	4665.0	2.7652733
64061141	3104	4500.0	0.8666666
64061145	3043	4524.0	1.061008
64061146	3187	4565.0	4.6002192
64061166	2999	4471.0	0.15656452
64061168	3223	4580.0	2.3362446
64061176	3124	4468.0	4.0286484
64061177	3188	4553.0	0.81265104
64061190	3042	4431.0	2.4599411
64061192	3273	4466.0	2.5078368
64061201	3128	4514.0	3.6552947
64061202	2858	4330.0	4.82679
64061214	3037	4574.0	4.7442064
64061217	3154	4598.0	2.892562
64061219	3249	4436.0	1.6456267
64061220	3254	4526.0	2.8060098
64061228	2913	4364.0	4.697525
64061231	3101	4501.0	3.11042
64061238	3091	4465.0	3.5834267
64061249	2944	4108.0	3.6270692
64061255	3121	4407.0	5.99047
64061260	3144	4491.0	4.18615
64061266	3068	4526.0	3.7339814
64061279	3036	4487.0	1.7383553
64061292	3129	4358.0	2.2028453
64061297	3003	4353.0	1.4013324
64061298	2903	4411.0	5.1915665
64061300	3044	4372.0	1.3266239
64061306	2886	4274.0	5.4983625
64061307	3107	4490.0	3.919822
64061321	3196	4460.0	3.5426009
64061354	3032	4333.0	3.3694901
64061361	3181	4397.0	0.63679785
64061373	3015	4197.0	3.5263286
64061375	2937	4346.0	5.0851355
64061376	2916	4299.0	3.7915797
64061380	2844	4197.0	3.597808
64061392	2823	4299.0	3.4194
64061402	2979	4393.0	4.8713865
64061432	2968	4306.0	3.5067348
64061434	2793	4350.0	7.655172
64061446	2605	3975.0	3.572327
64061455	2920	4248.0	0.2589454
