input_id	source	comparison_id	tool	file_path	sha256	row_count	gene_id_format	has_padj	has_log2fc	generation_date	phase_lock_status	input_category	n_significant_padj_05
census_scrna__6f7fd0f1_wilcoxon	phase2 regen (census_scrna)	6f7fd0f1	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/6f7fd0f1_wilcoxon.tsv	42112adf5a2e38d622643beda38aa7e297250272b6cd3b7fd43d24deb2b3855d	10000	mixed_or_unknown	True	True	2026-05-16T00:29:06	verified	census_scrna	7393
census_scrna__7b6bab5a_wilcoxon	phase2 regen (census_scrna)	7b6bab5a	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/7b6bab5a_wilcoxon.tsv	8300ef7f72a03118d8f65e0b3e16bef543dac34e36c9bff8467778ddc7b95cd5	9998	symbol_mouse	True	True	2026-05-16T00:32:55	verified	census_scrna	6084
census_scrna__9dbab10c_pseudobulk	phase2 regen (census_scrna)	9dbab10c	pseudobulk	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/9dbab10c_pseudobulk.tsv	a131179b207cf624f9a6dcc981d602475c3be4c1509900bdfc80b16cf399e22e	9999	ensembl_human	True	True	2026-05-15T23:52:05	verified	census_scrna	5419
census_scrna__9dbab10c_wilcoxon	phase2 regen (census_scrna)	9dbab10c	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/9dbab10c_wilcoxon.tsv	c765a9b90e616d1809d7ee960d75bab6b0a4c5b7edadf0c74cb15751c1520375	10000	ensembl_human	True	True	2026-05-15T23:52:14	verified	census_scrna	5901
census_scrna__9f222629_pseudobulk	phase2 regen (census_scrna)	9f222629	pseudobulk	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/9f222629_pseudobulk.tsv	d38c1ef80e20a78290adc82f891693dcc8b41c242c2a64406b7fedd9e7f1df46	9997	symbol_human	True	True	2026-05-15T23:39:46	verified	census_scrna	2539
census_scrna__9f222629_wilcoxon	phase2 regen (census_scrna)	9f222629	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/9f222629_wilcoxon.tsv	896d6cb9516688570956768b15dce7d8bc9c11f22502778cec5b0067bfc0d828	10000	symbol_human	True	True	2026-05-15T23:39:56	verified	census_scrna	8417
census_scrna__a19d1667_pseudobulk	phase2 regen (census_scrna)	a19d1667	pseudobulk	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/a19d1667_pseudobulk.tsv	010e79fb663e4aed4da043bad42c967ae5aa48c71bd20d82ffc6256714a5673d	9612	symbol_human	True	True	2026-05-15T23:52:51	verified	census_scrna	2485
census_scrna__a19d1667_wilcoxon	phase2 regen (census_scrna)	a19d1667	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/a19d1667_wilcoxon.tsv	b1a4090f7ba50e5505fb38b78cfa6b257b7d45165e9159452bbf04a8244d6315	10000	symbol_human	True	True	2026-05-15T23:53:00	verified	census_scrna	9340
census_scrna__a48343a2_pseudobulk	phase2 regen (census_scrna)	a48343a2	pseudobulk	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/a48343a2_pseudobulk.tsv	905f1ce0e98533598482068e84839eb1db810d3b3d7b19e6b849a0ecb8838e42	9950	symbol_mouse	True	True	2026-05-16T00:33:11	verified	census_scrna	3706
census_scrna__a48343a2_wilcoxon	phase2 regen (census_scrna)	a48343a2	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/a48343a2_wilcoxon.tsv	035a983bb08c4514c1dea94b36b88d27af419c20fa804aea6c36103ed727e3b3	10000	symbol_mouse	True	True	2026-05-16T00:33:21	verified	census_scrna	8283
census_scrna__b2dd6bc9_pseudobulk	phase2 regen (census_scrna)	b2dd6bc9	pseudobulk	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/b2dd6bc9_pseudobulk.tsv	e7b626a81134bb813c1294a14a94338e1e25b9505b1364553fdde4d723d6aad2	9932	mixed_or_unknown	True	True	2026-05-16T00:32:10	verified	census_scrna	3742
census_scrna__b2dd6bc9_wilcoxon	phase2 regen (census_scrna)	b2dd6bc9	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/b2dd6bc9_wilcoxon.tsv	b5a82d7d7cb3d275f78f7078ce2cc08f97f6e9be41cb82a12936f8bb77b73f7b	10000	mixed_or_unknown	True	True	2026-05-16T00:32:18	verified	census_scrna	8341
census_scrna__b617ee1b_pseudobulk	phase2 regen (census_scrna)	b617ee1b	pseudobulk	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/b617ee1b_pseudobulk.tsv	abcf54f1d87de9ef40f271f16d9f5c232bf34b26f96027ffcfb7fcc6b90f4db9	7663	symbol_human	True	True	2026-05-15T23:58:31	verified	census_scrna	235
census_scrna__b617ee1b_wilcoxon	phase2 regen (census_scrna)	b617ee1b	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/b617ee1b_wilcoxon.tsv	af0a5883923d006e0a41d6ec78e2290a1a1f21affc7d1d3e30e8cf97ba4bfab8	9991	ensembl_human	True	True	2026-05-15T23:58:39	verified	census_scrna	9249
census_scrna__b6f472f1_pseudobulk	phase2 regen (census_scrna)	b6f472f1	pseudobulk	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/b6f472f1_pseudobulk.tsv	80be049225f26e14999bb1c1e29c3069de5b50eb37c51aac665ccc490fefd8af	10000	symbol_mouse	True	True	2026-05-16T00:30:02	verified	census_scrna	5243
census_scrna__b6f472f1_wilcoxon	phase2 regen (census_scrna)	b6f472f1	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/b6f472f1_wilcoxon.tsv	fe4517008fcc3241e8798b9b220aa6e15010bb25b501fb6d0c9de4bafaf35476	10000	symbol_mouse	True	True	2026-05-16T00:30:13	verified	census_scrna	9789
census_scrna__c2876b1b_pseudobulk	phase2 regen (census_scrna)	c2876b1b	pseudobulk	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/c2876b1b_pseudobulk.tsv	ddbc92c9c10df74f9d6ebba35b58b5dc7fae19a9fa914d20967337222ad75aba	10000	mixed_or_unknown	True	True	2026-05-16T00:22:09	verified	census_scrna	3023
census_scrna__c2876b1b_wilcoxon	phase2 regen (census_scrna)	c2876b1b	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/c2876b1b_wilcoxon.tsv	8d2bb3a2615c6e8afff48fbd6d794b8f1a3f7860680c23c6d477b7d66312c830	10000	mixed_or_unknown	True	True	2026-05-16T00:22:22	verified	census_scrna	7488
census_scrna__c7775e88_pseudobulk	phase2 regen (census_scrna)	c7775e88	pseudobulk	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/c7775e88_pseudobulk.tsv	6977a22131f297f4768c921156d520c2f9f98480e4265f1832332ff758a49180	9043	ensembl_human	True	True	2026-05-16T00:02:42	verified	census_scrna	1091
census_scrna__c7775e88_wilcoxon	phase2 regen (census_scrna)	c7775e88	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/c7775e88_wilcoxon.tsv	7d9630ca403cdca48ef8f27b82dbcccf376fa79401a789953c6f1cd7b51b86a5	10000	ensembl_human	True	True	2026-05-16T00:02:51	verified	census_scrna	6755
census_scrna__d3cb449b_wilcoxon	phase2 regen (census_scrna)	d3cb449b	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/d3cb449b_wilcoxon.tsv	55c411c53fd4a809f6efee2bf16ecbed9728a2ceb540a79e48111cfa52628c47	10000	mixed_or_unknown	True	True	2026-05-16T00:13:22	verified	census_scrna	5558
census_scrna__d9f3a82c_pseudobulk	phase2 regen (census_scrna)	d9f3a82c	pseudobulk	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/d9f3a82c_pseudobulk.tsv	dabdcc0d9b7d6c6a985e314d0235ea1f59ba40286c57a09580e29e3dd67eb1ea	9997	ensembl_human	True	True	2026-05-15T23:59:38	verified	census_scrna	2094
census_scrna__d9f3a82c_wilcoxon	phase2 regen (census_scrna)	d9f3a82c	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/d9f3a82c_wilcoxon.tsv	e214005eaf2004e53020ef98fa80de1a985fed87f21adb8e0642e6366cce5dad	10000	ensembl_human	True	True	2026-05-15T23:59:47	verified	census_scrna	6932
census_scrna__ebc2e1ff_wilcoxon	phase2 regen (census_scrna)	ebc2e1ff	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/ebc2e1ff_wilcoxon.tsv	b3ade4fc88bf6c334262995ca21fc026f57033e1e4cbbb62333e470a9b706980	10000	mixed_or_unknown	True	True	2026-05-16T00:01:07	verified	census_scrna	4585
census_scrna__f14bc322_wilcoxon	phase2 regen (census_scrna)	f14bc322	wilcoxon	/mnt/nvme1/omics-audit/phase2/per_gene_degs/p4_census/f14bc322_wilcoxon.tsv	05931759f104322e3125c3977deb0d943bb5ed227c8f285ba10cf0dbfafb78c7	10000	ensembl_human	True	True	2026-05-16T00:04:01	verified	census_scrna	6954
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2	phase2 regen (gtex_tissue_pair)	GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum	DESeq2	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_DESeq2.tsv	ee0d87c552e43f58925ec29365d80ae0c23a9fa38164a23dfd28c5a16a7bcdb3	21167	ensembl_human	True	True	2026-05-15T20:53:24	verified	gtex_tissue_pair	14076
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR	phase2 regen (gtex_tissue_pair)	GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum	edgeR	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_edgeR.tsv	7644d010c8144a2f7d53133d62623bf33268c651783475e5a20d95a2b95bca73	21167	ensembl_human	True	True	2026-05-15T20:53:34	verified	gtex_tissue_pair	14172
gtex_tissue_pair__GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma	phase2 regen (gtex_tissue_pair)	GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum	limma	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_adipose_subcutaneous_vs_adipose_visceral_omentum_limma.tsv	97e1717cd17c8d05037caabfd277d83d5d521a4b930a3e99602833368f45452a	21167	ensembl_human	True	True	2026-05-15T20:53:38	verified	gtex_tissue_pair	13503
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_DESeq2	phase2 regen (gtex_tissue_pair)	GTEx_brain_cortex_vs_muscle_skeletal	DESeq2	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_brain_cortex_vs_muscle_skeletal_DESeq2.tsv	111a78a0100e4d846d883be77c5a4ed7d2ad2f8aa4f66b633cd36c515848aebd	21061	ensembl_human	True	True	2026-05-15T20:52:15	verified	gtex_tissue_pair	19650
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_edgeR	phase2 regen (gtex_tissue_pair)	GTEx_brain_cortex_vs_muscle_skeletal	edgeR	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_brain_cortex_vs_muscle_skeletal_edgeR.tsv	d2c9aba666817948b90bf6f5613c32f7e2953a4578e2392b94d7dd389ff56c1c	21061	ensembl_human	True	True	2026-05-15T20:52:25	verified	gtex_tissue_pair	19627
gtex_tissue_pair__GTEx_brain_cortex_vs_muscle_skeletal_limma	phase2 regen (gtex_tissue_pair)	GTEx_brain_cortex_vs_muscle_skeletal	limma	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_brain_cortex_vs_muscle_skeletal_limma.tsv	4cd1185eb613adee6e1b7dba91bdc95abb781c577bc75a51624ee4fe4018d377	21061	ensembl_human	True	True	2026-05-15T20:52:29	verified	gtex_tissue_pair	19552
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2	phase2 regen (gtex_tissue_pair)	GTEx_esophagus_mucosa_vs_esophagus_muscularis	DESeq2	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_esophagus_mucosa_vs_esophagus_muscularis_DESeq2.tsv	043bae427f6cb62b364b23d8c6a5dd16e8cf0d74c7fe7d529a5d1b176c0a49bf	21306	ensembl_human	True	True	2026-05-15T20:55:28	verified	gtex_tissue_pair	18682
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR	phase2 regen (gtex_tissue_pair)	GTEx_esophagus_mucosa_vs_esophagus_muscularis	edgeR	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_esophagus_mucosa_vs_esophagus_muscularis_edgeR.tsv	5cdc6273aa25c9eb7d773a0eef3a66097089628249e2f5848122d64ca7d6ed59	21306	ensembl_human	True	True	2026-05-15T20:55:39	verified	gtex_tissue_pair	18716
gtex_tissue_pair__GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma	phase2 regen (gtex_tissue_pair)	GTEx_esophagus_mucosa_vs_esophagus_muscularis	limma	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_esophagus_mucosa_vs_esophagus_muscularis_limma.tsv	3a30abee40c78e2f0e0d7b956b7c50ce4d0017b0a7668f7157536dde97b2893c	21306	ensembl_human	True	True	2026-05-15T20:55:43	verified	gtex_tissue_pair	18552
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_DESeq2	phase2 regen (gtex_tissue_pair)	GTEx_heart_left_ventricle_vs_lung	DESeq2	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_heart_left_ventricle_vs_lung_DESeq2.tsv	b69a5b946f632eced1abc40c0e9786131c427099866ab85deb6d7a2bdc78c65e	21896	ensembl_human	True	True	2026-05-15T20:52:37	verified	gtex_tissue_pair	18973
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_edgeR	phase2 regen (gtex_tissue_pair)	GTEx_heart_left_ventricle_vs_lung	edgeR	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_heart_left_ventricle_vs_lung_edgeR.tsv	469190eead7012f86d293f583b6f85fd5695918605c1aaa8a3c6538f6620a6c5	21896	ensembl_human	True	True	2026-05-15T20:52:48	verified	gtex_tissue_pair	18982
gtex_tissue_pair__GTEx_heart_left_ventricle_vs_lung_limma	phase2 regen (gtex_tissue_pair)	GTEx_heart_left_ventricle_vs_lung	limma	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_heart_left_ventricle_vs_lung_limma.tsv	378c76cc07e9b778c741f2aa0e3992b0e97b55c2d3670c4e3fde20d6d1a2db1b	21896	ensembl_human	True	True	2026-05-15T20:52:52	verified	gtex_tissue_pair	18820
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_DESeq2	phase2 regen (gtex_tissue_pair)	GTEx_liver_vs_kidney_cortex	DESeq2	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_liver_vs_kidney_cortex_DESeq2.tsv	7da413bba482dba7bacf6d38a11a5d675eb18427947c59d19532c55a14d7453a	22167	ensembl_human	True	True	2026-05-15T20:51:51	verified	gtex_tissue_pair	19011
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_edgeR	phase2 regen (gtex_tissue_pair)	GTEx_liver_vs_kidney_cortex	edgeR	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_liver_vs_kidney_cortex_edgeR.tsv	19c99cc729e5ec2bd998a739d1a6a5a25a05a16c5d718854e27e66bbea8b7500	22167	ensembl_human	True	True	2026-05-15T20:52:02	verified	gtex_tissue_pair	19044
gtex_tissue_pair__GTEx_liver_vs_kidney_cortex_limma	phase2 regen (gtex_tissue_pair)	GTEx_liver_vs_kidney_cortex	limma	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_liver_vs_kidney_cortex_limma.tsv	18c0d0f1beeff163d422d66f84d8937cde0dac8844ccf95d7886d872047e40d6	22167	ensembl_human	True	True	2026-05-15T20:52:07	verified	gtex_tissue_pair	19024
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_DESeq2	phase2 regen (gtex_tissue_pair)	GTEx_pituitary_vs_thyroid	DESeq2	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_pituitary_vs_thyroid_DESeq2.tsv	cc42e4337386b65f334f0aa229dd221e6f7a2426497a143c4518bc2c1ae2d220	23873	ensembl_human	True	True	2026-05-15T20:54:12	verified	gtex_tissue_pair	20486
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_edgeR	phase2 regen (gtex_tissue_pair)	GTEx_pituitary_vs_thyroid	edgeR	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_pituitary_vs_thyroid_edgeR.tsv	e8b163fa75921ec4e3fd900bbf3b4ec345d8e0dce6a858b7aa6cc73b2fef9c46	23873	ensembl_human	True	True	2026-05-15T20:54:24	verified	gtex_tissue_pair	20606
gtex_tissue_pair__GTEx_pituitary_vs_thyroid_limma	phase2 regen (gtex_tissue_pair)	GTEx_pituitary_vs_thyroid	limma	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_pituitary_vs_thyroid_limma.tsv	6cf55844b28d1e8ee62220e68d3beb8149888fd6b0f9a16534a7bc9f18f53947	23873	ensembl_human	True	True	2026-05-15T20:54:28	verified	gtex_tissue_pair	20350
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2	phase2 regen (gtex_tissue_pair)	GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic	DESeq2	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_DESeq2.tsv	0253f0652cfc4a1a0917a5a9f88d03f9ff1b148ace52c9d2ffc0004d391e6189	20968	ensembl_human	True	True	2026-05-15T20:55:06	verified	gtex_tissue_pair	6589
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR	phase2 regen (gtex_tissue_pair)	GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic	edgeR	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_edgeR.tsv	e4a96ed16f589ab5e4d629d76a14d551bdcaaaaa2334d0b0aac9238412c15f6c	20968	ensembl_human	True	True	2026-05-15T20:55:16	verified	gtex_tissue_pair	6654
gtex_tissue_pair__GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma	phase2 regen (gtex_tissue_pair)	GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic	limma	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_skin_sun_exposed_lower_leg_vs_skin_not_sun_exposed_suprapubic_limma.tsv	0ffc51478f75ea377e8ee7a659e14609a53490c62517bed595dd8d0084564a30	20968	ensembl_human	True	True	2026-05-15T20:55:20	verified	gtex_tissue_pair	6038
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2	phase2 regen (gtex_tissue_pair)	GTEx_stomach_vs_small_intestine_terminal_ileum	DESeq2	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_stomach_vs_small_intestine_terminal_ileum_DESeq2.tsv	86173c6070eb7d73aebc8c6e65341303db625f90738ca68794427263da6a7df3	22701	ensembl_human	True	True	2026-05-15T20:53:47	verified	gtex_tissue_pair	17239
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR	phase2 regen (gtex_tissue_pair)	GTEx_stomach_vs_small_intestine_terminal_ileum	edgeR	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_stomach_vs_small_intestine_terminal_ileum_edgeR.tsv	a12cf0ea9f0de9a929ddbb07582c4b9ea85fd22f7cac982bfb824acb193aa689	22701	ensembl_human	True	True	2026-05-15T20:53:58	verified	gtex_tissue_pair	17371
gtex_tissue_pair__GTEx_stomach_vs_small_intestine_terminal_ileum_limma	phase2 regen (gtex_tissue_pair)	GTEx_stomach_vs_small_intestine_terminal_ileum	limma	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_stomach_vs_small_intestine_terminal_ileum_limma.tsv	664eeee1f4e3c1d8ff1f0b6896fe88e62da2475108cd45608a5591c69b7e325e	22701	ensembl_human	True	True	2026-05-15T20:54:03	verified	gtex_tissue_pair	17041
gtex_tissue_pair__GTEx_testis_vs_ovary_DESeq2	phase2 regen (gtex_tissue_pair)	GTEx_testis_vs_ovary	DESeq2	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_testis_vs_ovary_DESeq2.tsv	d99221bad6ced6367795f9989b2e7583c5c01ecd0448a19da37041fe475fcabe	28665	ensembl_human	True	True	2026-05-15T20:54:39	verified	gtex_tissue_pair	26907
gtex_tissue_pair__GTEx_testis_vs_ovary_edgeR	phase2 regen (gtex_tissue_pair)	GTEx_testis_vs_ovary	edgeR	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_testis_vs_ovary_edgeR.tsv	fb62a9b7aff746992badc3721b330992799b5b8b3ec9c63634a473af90eff2d6	28665	ensembl_human	True	True	2026-05-15T20:54:53	verified	gtex_tissue_pair	27044
gtex_tissue_pair__GTEx_testis_vs_ovary_limma	phase2 regen (gtex_tissue_pair)	GTEx_testis_vs_ovary	limma	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_testis_vs_ovary_limma.tsv	7836c3d13ce31cf75739beb61ebdbe63ee11c1336badc6cdadabd17ea9f107d9	28665	ensembl_human	True	True	2026-05-15T20:54:58	verified	gtex_tissue_pair	26971
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_DESeq2	phase2 regen (gtex_tissue_pair)	GTEx_whole_blood_vs_spleen	DESeq2	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_whole_blood_vs_spleen_DESeq2.tsv	430905ded3067657563a5eeb2625c7abae42eba2ed364e5ba20e1462fe890a93	21764	ensembl_human	True	True	2026-05-15T20:53:01	verified	gtex_tissue_pair	19585
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_edgeR	phase2 regen (gtex_tissue_pair)	GTEx_whole_blood_vs_spleen	edgeR	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_whole_blood_vs_spleen_edgeR.tsv	ec608571dcbb4ea62bbca0cf4c2a2d2c9255aab5c335b6fba11be8d091ee752b	21764	ensembl_human	True	True	2026-05-15T20:53:12	verified	gtex_tissue_pair	19508
gtex_tissue_pair__GTEx_whole_blood_vs_spleen_limma	phase2 regen (gtex_tissue_pair)	GTEx_whole_blood_vs_spleen	limma	/mnt/nvme1/omics-audit/phase2/per_gene_degs/gtex_pairs/GTEx_whole_blood_vs_spleen_limma.tsv	bb10ae4e1e8466040cc34f62f2372103f90a6d1e50083013edd9855494fec2bb	21764	ensembl_human	True	True	2026-05-15T20:53:16	verified	gtex_tissue_pair	19393
