cluster	rank	gene	score
0	0	COL3A1	56.93574523925781
0	1	BNC2	56.82883834838867
0	2	COL6A3	56.817012786865234
0	3	COL5A2	56.56993865966797
0	4	COL1A2	56.44145202636719
0	5	ADAM12	55.88996505737305
0	6	FBN1	55.71205520629883
0	7	CDH11	55.57276153564453
0	8	VCAN	55.08919143676758
0	9	BICC1	54.67073440551758
0	10	PRRX1	54.48943328857422
0	11	COL1A1	54.12128448486328
0	12	PRICKLE1	53.9321174621582
0	13	NEGR1	51.93686294555664
0	14	ZFPM2	51.74349594116211
0	15	LAMA2	51.67112350463867
0	16	COL12A1	51.66291427612305
0	17	DCN	51.4036750793457
0	18	POSTN	51.19963455200195
0	19	FAP	51.01176071166992
0	20	CALD1	50.760536193847656
0	21	SULF1	50.66407775878906
0	22	NOX4	50.001220703125
0	23	RUNX1	49.801021575927734
0	24	SGCD	49.75156784057617
0	25	ANTXR1	49.430484771728516
0	26	RUNX2	49.39111328125
0	27	HMCN1	49.01993942260742
0	28	COL8A1	48.91202163696289
0	29	ZEB1	48.874813079833984
0	30	KCND2	48.60432052612305
0	31	DLC1	48.51924133300781
0	32	NAV3	48.24121856689453
0	33	PDZRN3	48.117069244384766
0	34	COL6A2	48.0589485168457
0	35	TENM4	47.93354797363281
0	36	PRKG1	47.90711975097656
0	37	EBF1	47.648841857910156
0	38	PALLD	47.64467239379883
0	39	SLIT2	47.576698303222656
0	40	ROR2	47.45408630371094
0	41	COL5A1	46.886409759521484
0	42	ITGBL1	46.63621139526367
0	43	COL6A1	46.39823913574219
0	44	THBS2	46.155521392822266
0	45	PCDH7	45.900630950927734
0	46	KIF26B	45.79591369628906
0	47	TCF4	45.72041320800781
0	48	ADAMTS12	45.544334411621094
0	49	SLIT3	45.47807693481445
1	0	ACACB	15.473482131958008
1	1	SIK2	15.457006454467773
1	2	EBF1	15.453803062438965
1	3	CD36	15.422445297241211
1	4	LIPE-AS1	15.409537315368652
1	5	PPARG	15.324006080627441
1	6	SORBS1	15.322128295898438
1	7	LAMA4	15.277909278869629
1	8	SLC19A3	15.25823974609375
1	9	GYG2	15.23022747039795
1	10	PTGER3	15.216605186462402
1	11	LINC00598	15.188995361328125
1	12	TENM3	15.125234603881836
1	13	GBE1	15.120271682739258
1	14	TMEM132C	15.077557563781738
1	15	PDE3B	15.062482833862305
1	16	TRHDE	15.048699378967285
1	17	PLIN4	15.042505264282227
1	18	PRKAR2B	15.004844665527344
1	19	LIMA1	14.922124862670898
1	20	ADIPOQ	14.893695831298828
1	21	PLXNA4	14.878034591674805
1	22	MGST1	14.872696876525879
1	23	PLIN1	14.870865821838379
1	24	TNS1	14.869261741638184
1	25	ANO6	14.868864059448242
1	26	TWIST2	14.865457534790039
1	27	GPAM	14.853949546813965
1	28	GRK3	14.754464149475098
1	29	PDZRN3	14.734681129455566
1	30	MAPK10	14.732158660888672
1	31	FAM13A	14.732049942016602
1	32	ADH1B	14.702826499938965
1	33	ASPH	14.699121475219727
1	34	MAST4	14.6878080368042
1	35	LVRN	14.681297302246094
1	36	GHR	14.642156600952148
1	37	PLAAT3	14.613481521606445
1	38	DMD	14.584797859191895
1	39	PTH2R	14.544838905334473
1	40	LINC02607	14.47266960144043
