	n_genes_by_counts	total_counts	pct_counts_mt	doublet_class	doublet_score	celltypist_label	leiden_r1.0	leiden_r0.5	leiden_r1.5
64011457	2250	5268.0	0.11389522	doublet	0.999569356441498	Fibroblasts	2	3	1
64011461	3415	5336.0	0.01874063	doublet	0.998708724975586	Cholangiocytes	3	4	2
64011464	2532	5459.0	0.12822862	doublet	0.953851521015167	Fibroblasts	2	3	1
64011473	4010	5414.0	0.5910602	doublet	0.998837292194366	Fibroblasts	4	5	3
64011477	3103	5304.0	0.15082957	doublet	0.94900119304657	Fibroblasts	2	3	1
64011480	3228	5179.0	0.057926238	doublet	0.999928593635559	Cholangiocytes	3	4	2
64011495	3759	5077.0	0.039393343	doublet	0.996503114700317	Cholangiocytes	3	4	2
64011501	2777	4866.0	0.14385532	doublet	0.998698830604553	Fibroblasts	2	3	1
64011502	2709	4685.0	0.7684098	doublet	0.998671054840088	Fibroblasts	2	3	1
64011505	3767	5184.0	0.6751543	singlet	0.00235798093490303	Endothelial cells	9	2	6
64011508	3011	5054.0	7.043926	doublet	0.999572813510895	Endothelial cells	9	2	6
64011514	3262	5043.0	0.19829467	doublet	0.993037045001984	Fibroblasts	2	3	1
64011532	2578	4622.0	0.10817827	doublet	0.985263824462891	Fibroblasts	2	3	1
64011535	3587	4986.0	0.7420778	singlet	0.00372274662368	Endothelial cells	9	2	6
64011536	2702	4851.0	0.22675738	doublet	0.927985548973083	Fibroblasts	2	3	1
64011540	3024	4733.0	0.40143672	doublet	0.879603683948517	Fibroblasts	2	3	1
64011552	2655	4699.0	0.2766546	doublet	0.690618753433228	Fibroblasts	2	3	1
64011553	3520	4696.0	0.12776832	doublet	0.996345818042755	Cholangiocytes	3	4	2
64011557	3182	4535.0	0.0	singlet	0.00109794270247221	Cholangiocytes	3	4	2
64011569	3032	4216.0	0.0711575	doublet	0.927843928337097	Cholangiocytes	3	4	2
64011573	2704	4439.0	0.27033117	doublet	0.998377561569214	Fibroblasts	2	3	1
64011575	2622	4600.0	7.956522	doublet	0.150236919522285	Fibroblasts	2	3	1
64011579	2331	4529.0	0.13247958	doublet	0.99811977148056	Fibroblasts	2	3	1
64011580	3151	4391.0	0.022773854	singlet	6.88341897330247e-05	Cholangiocytes	3	4	2
64011595	3183	4303.0	0.046479203	doublet	0.653127253055573	Cholangiocytes	3	4	2
64011617	3086	4359.0	0.06882313	doublet	0.121427610516548	Cholangiocytes	3	4	2
64011620	3122	4359.0	0.0	singlet	0.000283967558061704	Cholangiocytes	3	4	2
64011626	3059	4340.0	0.32258064	doublet	0.0634369924664497	Endothelial cells	9	2	6
64011630	3140	4335.0	0.18454441	doublet	0.936396420001984	Cholangiocytes	3	4	2
64011643	3167	4288.0	0.25652984	doublet	0.186659380793571	Fibroblasts	0	0	0
64011648	3162	4284.0	0.02334267	singlet	0.00254863989539444	Cholangiocytes	3	4	2
64011668	2758	3965.0	0.050441362	singlet	0.0315363891422749	Cholangiocytes	3	4	2
64011670	2512	3971.0	0.20146058	doublet	0.932358682155609	Fibroblasts	2	3	1
64011675	2887	4036.0	0.049554016	doublet	0.14520151913166	Cholangiocytes	3	4	2
64011691	3123	3980.0	0.050251257	singlet	0.0038188633043319	Fibroblasts	0	0	0
64011695	2726	3987.0	0.05016303	doublet	0.240734070539474	Cholangiocytes	3	4	2
64011727	2202	3629.0	0.110223204	doublet	0.6491739153862	Fibroblasts	2	3	1
64011736	2786	3751.0	0.053319115	singlet	0.000422175915446132	Cholangiocytes	3	4	2
64011749	2307	3650.0	0.1369863	doublet	0.925055503845215	Fibroblasts	2	3	1
64011752	2741	3696.0	0.10822511	singlet	0.000143240598845296	Cholangiocytes	3	4	2
64011756	2323	3664.0	2.2106986	doublet	0.999993324279785	Fibroblasts	2	3	1
64011759	2639	3661.0	0.05462988	doublet	0.0481289587914944	Cholangiocytes	3	4	2
64011768	2554	3438.0	0.05817336	singlet	0.0143358781933784	Cholangiocytes	3	4	2
64011781	2698	3650.0	0.05479452	singlet	4.94989720323247e-08	Endothelial cells	9	2	9
64011797	2181	3620.0	0.41436464	doublet	0.997908711433411	Fibroblasts	2	3	1
64011801	2401	3666.0	0.79105294	singlet	0.0193475782871246	Endothelial cells	9	2	6
64011824	2454	3283.0	0.06091989	doublet	0.144505620002747	Cholangiocytes	3	4	2
64011837	2455	3236.0	0.030902348	singlet	0.000262437184574082	Cholangiocytes	3	4	2
64011845	2599	3533.0	2.54741	doublet	0.999927639961243	Cholangiocytes	11	10	10
64011847	2561	3403.0	0.029385835	singlet	0.000340371247148141	Cholangiocytes	3	4	2
64011849	2459	3480.0	0.4597701	doublet	0.0679787322878838	Cholangiocytes	3	4	2
64011853	2419	3484.0	0.028702639	doublet	0.379955291748047	Cholangiocytes	3	4	2
64011854	2550	3489.0	0.25795355	doublet	0.903505325317383	Fibroblasts	2	3	1
64011860	2536	3315.0	0.0	singlet	0.00100019318051636	Cholangiocytes	3	4	2
64011867	2492	3281.0	0.030478513	singlet	0.00165157625451684	Cholangiocytes	3	4	2
64011873	2440	3371.0	0.029664788	singlet	0.00209385226480663	Cholangiocytes	3	4	2
64011875	2406	3250.0	0.03076923	singlet	0.00360453641042113	Cholangiocytes	3	4	2
64011877	2629	3437.0	0.0	singlet	0.0334555469453335	Cholangiocytes	3	4	2
64011878	2092	3397.0	0.41212836	doublet	0.999365866184235	Fibroblasts	2	3	1
64011880	2523	3232.0	0.092821784	singlet	0.00434294482693076	Cholangiocytes	3	4	2
64011889	2527	3400.0	0.2352941	doublet	0.234994187951088	Cholangiocytes	3	4	2
64011891	2314	3351.0	0.05968368	doublet	0.981961309909821	Cholangiocytes	3	4	2
64011911	2323	3167.0	0.031575624	singlet	0.00141659495420754	Cholangiocytes	3	4	2
64011913	2246	3324.0	0.060168475	doublet	0.679934322834015	Cholangiocytes	3	4	2
64011919	2374	3200.0	0.03125	singlet	0.00289054680615664	Cholangiocytes	3	4	2
64011926	2640	3288.0	0.3649635	singlet	0.00182527047581971	Endothelial cells	9	2	9
64011947	2533	3268.0	0.030599756	singlet	0.00690113147720695	Cholangiocytes	3	4	2
64011986	2324	3174.0	0.06301197	singlet	0.000439640658441931	Cholangiocytes	3	4	2
64011989	2310	2917.0	0.034281798	singlet	4.52633503300603e-06	Cholangiocytes	3	4	2
64012000	2224	2805.0	0.035650622	singlet	3.32559684466105e-05	Cholangiocytes	3	4	2
64012031	2202	2770.0	0.10830325	singlet	5.00201203976758e-05	Cholangiocytes	3	4	2
64012034	2419	3101.0	0.032247663	singlet	0.0012808321043849	Cholangiocytes	3	4	2
64012041	2188	3124.0	4.9295774	singlet	0.000413807312725112	Cholangiocytes	3	4	2
64012052	1878	3016.0	0.198939	doublet	0.931245446205139	Fibroblasts	2	3	1
64012053	2371	3101.0	0.064495325	singlet	0.000558608793653548	Cholangiocytes	3	4	2
64012056	2251	2827.0	0.106119566	singlet	1.97420158656314e-05	Cholangiocytes	3	4	2
64012059	2064	3012.0	1.4940239	doublet	0.998786747455597	Fibroblasts	2	3	1
64012065	2398	2913.0	0.06865774	singlet	7.28660088498145e-05	Cholangiocytes	3	4	2
64012074	2116	3027.0	0.2973241	doublet	0.513036370277405	Fibroblasts	2	3	1
64012078	2356	2995.0	0.033388983	singlet	0.000129465057398193	Cholangiocytes	3	4	2
64012088	2223	2979.0	0.10070494	singlet	0.0160369332879782	Cholangiocytes	3	4	2
64012098	2367	2950.0	0.30508474	singlet	3.47238113818094e-07	Endothelial cells	9	2	6
64012099	2405	3051.0	1.5077024	singlet	0.0042020003311336	Endothelial cells	9	2	6
64012119	1682	2821.0	0.17724212	doublet	0.813492655754089	Fibroblasts	2	3	1
64012125	2298	2972.0	0.0	singlet	0.000132443979964592	Cholangiocytes	3	4	2
64012136	2205	2685.0	0.3351955	singlet	1.27709245134611e-05	Cholangiocytes	3	4	2
64012148	2128	2665.0	0.075046904	singlet	3.40701967616042e-06	Cholangiocytes	3	4	2
64012158	2081	2869.0	0.104566045	singlet	0.00336931925266981	Cholangiocytes	3	4	2
64012162	2249	2828.0	0.07072136	singlet	7.19931540515972e-06	Cholangiocytes	3	4	2
64012168	2106	2837.0	4.6880507	singlet	0.0157566796988249	Cholangiocytes	3	4	2
64012175	1936	2527.0	0.0	singlet	8.67282651597634e-05	Cholangiocytes	3	4	2
64012176	2050	2544.0	0.039308175	singlet	2.61997371353573e-07	Cholangiocytes	3	4	2
64012178	2059	2678.0	0.0746826	singlet	2.17574888665695e-05	Cholangiocytes	3	4	2
64012180	2171	2691.0	0.40876997	singlet	3.63461936103704e-07	Endothelial cells	9	2	9
64012181	1944	2792.0	0.0	doublet	0.481138855218887	Cholangiocytes	3	4	2
64012183	2020	2807.0	2.8500178	singlet	0.0149288782849908	Fibroblasts	2	3	1
64012197	2159	2790.0	0.035842292	singlet	7.63107527745888e-05	Cholangiocytes	3	4	2
64012213	1962	2510.0	0.03984064	singlet	0.00235783285461366	Cholangiocytes	3	4	2
64012214	2273	2762.0	0.47067344	singlet	7.60532188337493e-08	Endothelial cells	9	2	9
64012216	2028	2588.0	0.0	singlet	2.06969912142085e-06	Cholangiocytes	3	4	2
64012221	2081	2628.0	0.03805175	singlet	6.32500132269342e-06	Cholangiocytes	3	4	2
64012222	2128	2738.0	0.07304602	singlet	0.000322393781971186	Cholangiocytes	3	4	2
64012237	1765	2606.0	0.038372986	singlet	0.000631686416454613	Fibroblasts	2	3	1
64012244	1930	2603.0	0.19208606	doublet	0.163446009159088	Cholangiocytes	3	4	2
64012255	1992	2638.0	0.0	singlet	0.0186516810208559	Cholangiocytes	3	4	2
64012261	2154	2689.0	0.0	singlet	0.00118969695176929	Fibroblasts	0	0	0
64012274	1649	2695.0	12.13358	singlet	0.00129576248582453	Fibroblasts	2	3	1
64012276	2122	2599.0	1.0773375	singlet	3.11231644900545e-07	Fibroblasts	0	0	0
64012283	2067	2601.0	0.03844675	singlet	3.51169013868002e-08	Endothelial cells	9	2	9
64012285	1826	2671.0	11.269188	singlet	0.000103079408290796	Fibroblasts	2	3	1
64012288	2017	2502.0	0.039968025	singlet	2.24997961595363e-06	Cholangiocytes	3	4	2
64012291	2046	2492.0	0.08025682	singlet	8.58729265473812e-08	Cholangiocytes	3	4	2
64012301	2004	2410.0	0.24896267	singlet	1.1729317748177e-06	Cholangiocytes	3	4	2
64012302	2145	2663.0	0.33796468	singlet	1.00724616913794e-06	Endothelial cells	9	2	6
64012308	1906	2513.0	0.0	singlet	1.24797327316628e-06	Cholangiocytes	3	4	2
64012310	2073	2652.0	0.18853696	singlet	1.44064033520408e-05	Endothelial cells	9	2	6
64012318	1996	2476.0	0.12116317	singlet	4.95267897804297e-07	Cholangiocytes	3	4	2
64012323	1793	2629.0	0.7987828	doublet	0.995765566825867	Fibroblasts	2	3	1
64012324	2129	2637.0	0.11376564	singlet	4.00846101911156e-06	Cholangiocytes	3	4	2
64012328	2094	2577.0	0.0	singlet	1.60805632276606e-06	Cholangiocytes	3	4	2
64012333	2225	2626.0	0.6473724	singlet	1.21384658768875e-07	Endothelial cells	9	2	6
64012353	2206	2622.0	0.07627765	singlet	1.01287264442362e-06	Fibroblasts	0	0	0
64012360	1946	2381.0	0.041999158	singlet	1.44075968933066e-07	Cholangiocytes	3	4	2
64012365	2095	2511.0	0.2787734	singlet	7.32229964341968e-05	Cholangiocytes	3	4	2
64012370	1946	2563.0	0.03901678	singlet	3.23222730003181e-06	Cholangiocytes	3	4	2
64012372	1999	2364.0	0.16920474	singlet	4.39250698036631e-07	Cholangiocytes	3	4	2
64012380	1814	2171.0	0.0	singlet	1.36850232479446e-07	Cholangiocytes	3	4	2
64012382	1982	2439.0	0.08200082	singlet	3.16525614607599e-07	Cholangiocytes	3	4	2
64012385	2194	2585.0	0.30947775	singlet	3.43416530768081e-08	Endothelial cells	9	2	6
64012426	1678	2383.0	2.6017625	doublet	0.92294305562973	Fibroblasts	2	3	1
64012433	1878	2390.0	0.041841004	singlet	4.55726967629744e-06	Cholangiocytes	3	4	2
64012434	1824	2440.0	1.9672132	singlet	0.000139546624268405	Fibroblasts	2	3	1
64012437	1926	2353.0	0.08499788	singlet	6.5498561525601e-06	Cholangiocytes	3	4	2
64012449	1809	2441.0	0.0	singlet	2.63875290329452e-06	Endothelial cells	9	2	6
64012453	1830	2207.0	0.0	singlet	8.32707485187711e-08	Cholangiocytes	3	4	2
64012469	2061	2433.0	0.6576243	singlet	4.2269781260984e-05	Cholangiocytes	11	10	10
64012470	1884	2422.0	4.1701074	singlet	0.00222468632273376	Cholangiocytes	3	4	2
64012482	1897	2317.0	0.0	singlet	8.70219949433704e-08	Cholangiocytes	3	4	2
64012484	1892	2257.0	0.0443066	singlet	5.10492554894881e-07	Cholangiocytes	3	4	2
64012490	1643	2373.0	7.964602	singlet	0.000523754744790494	Macrophages	7	8	11
64012508	1835	2310.0	0.0	singlet	2.77510014967675e-08	Cholangiocytes	3	4	2
64012511	1846	2240.0	0.0	singlet	2.7992618001349e-08	Cholangiocytes	3	4	2
64012521	1998	2342.0	0.042698547	singlet	2.99258249469858e-06	Cholangiocytes	3	4	2
64012535	1822	2193.0	0.09119927	singlet	1.93628347915364e-05	Cholangiocytes	3	4	2
64012536	1843	2214.0	0.0	singlet	7.18973183211347e-07	Cholangiocytes	3	4	2
64012537	1818	2236.0	0.0	singlet	9.79320702754194e-07	Fibroblasts	0	0	0
64012544	1607	2160.0	0.046296295	singlet	1.27714965856285e-05	Cholangiocytes	3	4	2
64012548	1982	2317.0	0.94950366	singlet	7.2954492225108e-07	Endothelial cells	9	2	9
64012549	1744	2146.0	0.046598323	singlet	2.55131112680829e-07	Cholangiocytes	3	4	2
64012551	1703	2147.0	0.0	singlet	8.88420515821053e-07	Cholangiocytes	3	4	2
64012561	1789	2256.0	0.0	singlet	4.40066833107267e-06	Fibroblasts	4	5	3
64012566	1628	2162.0	0.0	singlet	0.000209838253795169	Cholangiocytes	3	4	2
64012572	1807	2169.0	0.18441679	singlet	6.01667125010863e-06	Cholangiocytes	3	4	2
64012589	1955	2193.0	0.09119927	singlet	1.3543156455853e-05	Fibroblasts	0	0	0
64012596	1859	2181.0	0.045850527	singlet	5.8352195964062e-08	Cholangiocytes	3	4	2
64012612	1613	2237.0	0.0	singlet	0.00147361517883837	Fibroblasts	1	0	12
64012619	1718	2224.0	4.541367	singlet	5.88507573411334e-05	Fibroblasts	2	3	1
64012631	1887	2186.0	0.045745652	singlet	3.64703942068445e-06	Fibroblasts	0	0	0
64012634	1731	2120.0	0.047169812	singlet	1.86921568001708e-07	Endothelial cells	9	2	9
64012637	1870	2162.0	0.83256245	singlet	5.15534065925749e-06	Endothelial cells	9	2	9
64012638	1647	2176.0	0.09191176	singlet	4.50625557277817e-05	Cholangiocytes	3	4	2
64012641	1488	2149.0	0.0	singlet	0.00641651637852192	Fibroblasts	0	0	0
64012665	1756	2189.0	0.091365926	singlet	1.06259591348135e-07	Cholangiocytes	3	4	2
64012668	823	2047.0	0.097703956	singlet	0.0122379837557673	Fibroblasts	2	3	1
64012695	1584	2059.0	0.2914036	singlet	3.344654396642e-05	Fibroblasts	2	3	1
64012697	1543	2026.0	0.049358346	singlet	0.00018743088003248	Fibroblasts	2	3	1
64012698	1710	2135.0	1.5456674	singlet	0.00120205048006028	Cholangiocytes	11	10	10
64012700	1536	1999.0	0.050025016	singlet	5.32444846612634e-06	Cholangiocytes	3	4	2
64012721	1553	1976.0	0.05060729	singlet	2.51199185186124e-06	Cholangiocytes	3	4	2
64012725	1719	2088.0	0.43103448	singlet	2.26911808454133e-07	Endothelial cells	9	2	9
64012738	1173	1990.0	0.10050251	singlet	0.0108263809233904	Fibroblasts	2	3	1
64012748	1641	2021.0	0.049480453	singlet	1.00161669251975e-05	Cholangiocytes	3	4	2
64012753	1391	1976.0	5.0101213	singlet	0.00296098669059575	Fibroblasts	2	3	1
64012755	1578	1832.0	0.0	singlet	1.02155581771513e-06	Cholangiocytes	3	4	2
64012768	1574	1979.0	0.15159172	singlet	3.42641953920975e-07	Cholangiocytes	3	4	2
64012785	1671	1993.0	0.0	singlet	3.93148911825847e-06	Fibroblasts	0	0	0
64012788	1554	1995.0	0.15037595	singlet	3.7115191275916e-07	Cholangiocytes	3	4	2
64012793	1597	1955.0	0.0	singlet	1.00417061332791e-07	Cholangiocytes	3	4	2
64012795	1304	1989.0	4.3740573	singlet	2.80577041849028e-05	Fibroblasts	2	3	1
64012805	1625	1880.0	0.10638297	singlet	3.74265965774612e-07	Cholangiocytes	3	4	2
64012809	1165	2057.0	0.048614487	singlet	0.00973319914191961	Fibroblasts	1	0	12
64012814	1334	1954.0	13.152507	singlet	9.12984796741512e-06	Fibroblasts	2	3	1
64012816	1643	1913.0	0.0	singlet	3.5989992852592e-07	Fibroblasts	0	0	0
64012818	1753	1953.0	0.20481311	singlet	1.91073453947865e-07	Endothelial cells	9	2	9
64012822	1433	1832.0	0.0	singlet	5.42987754670321e-06	Cholangiocytes	3	4	2
64012835	1692	1980.0	0.050505053	singlet	2.95949553219543e-06	Endothelial cells	9	2	9
64012845	1676	1888.0	0.0	singlet	9.5687326506777e-08	Cholangiocytes	3	4	2
64012865	1593	1893.0	0.0	singlet	4.76423082318433e-07	Fibroblasts	0	0	0
64012866	1576	1918.0	1.6684046	singlet	0.000953698472585529	Cholangiocytes	11	10	10
64012886	1587	1834.0	0.054525625	singlet	1.14895435388007e-07	Endothelial cells	9	2	9
64012888	1568	1960.0	0.051020406	singlet	6.60403998153924e-07	Endothelial cells	9	2	6
64012893	1674	1925.0	0.25974026	singlet	1.08155381894903e-05	Cholangiocytes	3	4	2
64012914	1564	1855.0	0.053908356	singlet	3.28020526296768e-08	Fibroblasts	1	0	12
64012915	1191	1703.0	0.17615972	singlet	3.62983009836171e-05	Fibroblasts	2	3	1
64012919	1521	1873.0	0.10678057	singlet	2.53989611564975e-07	Fibroblasts	0	0	0
64012934	1654	1830.0	1.0382514	singlet	3.23189283335523e-07	Endothelial cells	9	2	6
64012939	1503	1838.0	0.27203482	singlet	4.34595541776162e-08	Endothelial cells	9	2	9
64012943	1627	1906.0	0.20986357	singlet	2.42520830084914e-08	Macrophages	7	8	11
64012947	1620	1846.0	0.81256765	singlet	2.57495251787532e-08	Endothelial cells	9	2	6
64012952	1372	1608.0	0.062189054	singlet	1.8464908180249e-07	Cholangiocytes	3	4	2
64012955	1424	1726.0	0.0	singlet	4.66571457025111e-08	Cholangiocytes	3	4	2
64012965	1396	1679.0	0.0	singlet	4.98211107924362e-08	Cholangiocytes	3	4	2
64012968	1547	1808.0	0.11061947	singlet	1.46479024465407e-07	Cholangiocytes	3	4	2
64012983	1551	1749.0	0.6289308	singlet	1.88443589621556e-08	Endothelial cells	9	2	9
64012985	1545	1821.0	0.054914884	singlet	1.00507087097412e-08	Cholangiocytes	3	4	2
64012986	1495	1744.0	0.17201835	singlet	2.02668320525845e-06	Cholangiocytes	3	4	2
64013005	1462	1757.0	0.17074558	singlet	9.69651239302038e-08	Cholangiocytes	3	4	2
64013024	1607	1755.0	0.22792022	singlet	6.48490967591897e-08	Cholangiocytes	3	4	2
64013025	1487	1733.0	0.057703402	singlet	6.53023874974679e-08	Cholangiocytes	3	4	2
64013026	1404	1657.0	0.06035003	singlet	8.97670773269965e-08	Cholangiocytes	3	4	2
64013032	1568	1742.0	0.114810556	singlet	1.85719102319126e-06	Cholangiocytes	11	10	10
64013040	1346	1578.0	0.06337135	singlet	9.90780435472516e-09	Cholangiocytes	3	4	2
64013045	1461	1708.0	0.058548007	singlet	2.86598869081445e-08	Cholangiocytes	3	4	2
64013061	1518	1730.0	0.115606934	singlet	1.06092109319889e-07	Endothelial cells	9	2	9
64013077	1398	1599.0	0.12507817	singlet	3.6631952582411e-08	Cholangiocytes	3	4	2
64013085	1222	1655.0	0.12084593	singlet	2.0352733827167e-06	Fibroblasts	1	0	12
64013092	1430	1675.0	0.11940298	singlet	4.02859257064847e-08	Cholangiocytes	3	4	2
64013093	1330	1701.0	0.058788948	singlet	5.27600350324064e-05	Cholangiocytes	3	4	2
64013097	1445	1673.0	0.059772864	singlet	1.04789874555422e-08	Macrophages	7	8	11
64013108	1448	1720.0	0.1744186	singlet	7.16915096177217e-08	Endothelial cells	9	2	6
64013109	1372	1666.0	0.12004802	singlet	1.72215308680279e-07	Fibroblasts	4	5	3
64013116	1441	1622.0	0.55487055	singlet	5.75265808322456e-08	Endothelial cells	9	2	9
64013122	1361	1651.0	1.3325257	singlet	3.30176447960184e-07	Cholangiocytes	11	10	10
64013135	1317	1606.0	0.0	singlet	1.52516420826032e-07	Cholangiocytes	3	4	2
64013141	1384	1636.0	0.24449879	singlet	1.84798966529343e-06	Fibroblasts	4	5	3
64013142	1394	1695.0	1.9469026	singlet	1.03049524113885e-06	Fibroblasts	2	3	1
64013153	991	1671.0	0.0	singlet	0.000150576452142559	Plasma cells	13	7	16
64013154	1420	1640.0	0.18292683	singlet	2.16091279980901e-07	Cholangiocytes	3	4	2
64013155	1546	1704.0	0.70422536	singlet	5.03464605117188e-07	Endothelial cells	9	2	6
64013172	1463	1619.0	0.8029648	singlet	1.99159906344448e-08	Endothelial cells	9	2	9
64013178	1445	1657.0	0.9656005	singlet	5.42416671578394e-08	Endothelial cells	9	2	9
64013198	1293	1583.0	0.12634239	singlet	1.29081143995791e-07	Cholangiocytes	3	4	2
64013205	1244	1505.0	0.0	singlet	9.76745724301509e-08	Cholangiocytes	3	4	2
64013209	1409	1530.0	0.0	singlet	5.19162028922437e-07	Fibroblasts	1	0	12
64013220	1222	1578.0	0.06337135	singlet	6.99256048619645e-08	Fibroblasts	4	5	3
64013225	1238	1475.0	0.0	singlet	2.06134345148712e-08	Cholangiocytes	3	4	2
64013231	1235	1502.0	0.0665779	singlet	3.27694706925286e-08	Fibroblasts	0	0	0
64013234	1132	1572.0	0.0	singlet	7.22769414096547e-07	Cholangiocytes	3	4	2
64013244	1403	1522.0	0.5913272	singlet	5.57715651439139e-08	Endothelial cells	9	2	9
64013247	1421	1561.0	1.2171685	singlet	2.03187173752895e-08	Endothelial cells	9	2	6
64013253	1327	1528.0	0.0	singlet	1.34312784894064e-07	Cholangiocytes	3	4	2
64013257	1289	1589.0	0.0	singlet	1.78752600277221e-07	Cholangiocytes	3	4	2
64013263	1245	1476.0	0.0	singlet	5.20026731010148e-07	Cholangiocytes	3	4	2
64013294	1323	1521.0	0.065746225	singlet	8.85210837964223e-09	Macrophages	7	8	11
64013300	1035	1504.0	0.39893618	singlet	1.82415010385739e-06	Fibroblasts	2	3	1
64013304	1225	1517.0	0.2636783	singlet	5.08849154812197e-07	Fibroblasts	2	3	1
64013305	1300	1508.0	0.198939	singlet	1.16575399999874e-07	Cholangiocytes	3	4	2
64013307	1139	1352.0	0.0739645	singlet	5.57112862509257e-08	Cholangiocytes	3	4	2
64013310	1113	1334.0	0.07496252	singlet	4.40480576457958e-08	Cholangiocytes	3	4	2
64013313	1367	1506.0	1.062417	singlet	1.50300436985162e-07	Endothelial cells	9	2	9
64013316	1230	1462.0	0.06839946	singlet	3.06514245096423e-08	Cholangiocytes	3	4	2
64013340	1348	1508.0	0.265252	singlet	1.12336152824355e-07	Endothelial cells	9	2	9
64013343	1197	1414.0	0.0	singlet	1.33036451188673e-07	Fibroblasts	0	0	0
64013366	1226	1468.0	0.0	singlet	6.0988099903625e-08	Fibroblasts	0	0	0
64013369	1155	1331.0	0.0	singlet	4.12886613787578e-08	Cholangiocytes	3	4	2
64013371	1272	1430.0	0.06993007	singlet	1.50669645648804e-08	Endothelial cells	9	2	9
64013372	1199	1426.0	0.0	singlet	2.01345429218236e-08	Fibroblasts	0	0	0
64013373	1148	1378.0	0.5805515	singlet	4.75753765272202e-08	Fibroblasts	4	5	3
64013374	1215	1412.0	2.124646	singlet	4.35930314779398e-06	Cholangiocytes	3	4	2
64013376	1293	1446.0	0.1383126	singlet	2.23867697712876e-08	Macrophages	7	8	11
64013380	1250	1443.0	0.0	singlet	1.78641599291041e-08	Fibroblasts	0	0	0
64013382	1140	1336.0	0.074850306	singlet	2.12867679039164e-08	Cholangiocytes	3	4	2
64013389	1009	1478.0	0.811908	singlet	1.42901699362596e-08	T cells	5	6	4
64013392	1284	1453.0	0.06882313	singlet	1.60943415039583e-07	Fibroblasts	4	5	3
64013415	1070	1346.0	0.0	singlet	4.0909688436841e-07	Cholangiocytes	3	4	2
64013416	1163	1409.0	0.14194465	singlet	3.58374698805619e-08	Fibroblasts	4	5	3
64013419	1217	1391.0	0.07189073	singlet	3.81093663293086e-08	Cholangiocytes	3	4	2
64013427	1182	1364.0	0.0	singlet	2.32529977495233e-08	Fibroblasts	0	0	0
64013432	1229	1394.0	0.0	singlet	1.71843836938024e-08	Endothelial cells	9	2	6
64013443	1254	1387.0	0.4325883	singlet	8.44255652054926e-08	T cells	5	6	4
64013445	1154	1359.0	0.0	singlet	1.44789893852248e-07	Cholangiocytes	3	4	2
64013476	1208	1406.0	0.0	singlet	4.7615319687111e-08	Fibroblasts	0	0	0
64013478	1266	1358.0	0.5154639	singlet	1.01541665742388e-07	Endothelial cells	9	2	9
64013481	1063	1341.0	0.074571215	singlet	2.73085248636562e-07	Cholangiocytes	3	4	2
