cluster	rank	gene	score
0	0	COL3A1	58.323211669921875
0	1	COL6A3	58.17939758300781
0	2	COL5A2	57.85551452636719
0	3	COL1A2	57.57597732543945
0	4	ADAM12	56.646446228027344
0	5	VCAN	56.584964752197266
0	6	FBN1	56.479366302490234
0	7	BNC2	56.34737777709961
0	8	CDH11	55.64093017578125
0	9	PRRX1	54.95111846923828
0	10	COL1A1	54.778770446777344
0	11	BICC1	54.15843963623047
0	12	PRICKLE1	53.15757751464844
0	13	POSTN	52.81260681152344
0	14	DCN	52.65447235107422
0	15	COL12A1	52.418540954589844
0	16	CALD1	52.07239532470703
0	17	SULF1	51.87831497192383
0	18	ZFPM2	51.49713897705078
0	19	FAP	51.42824172973633
0	20	NEGR1	51.181358337402344
0	21	LAMA2	50.99150848388672
0	22	RUNX1	50.958717346191406
0	23	NOX4	49.929603576660156
0	24	RUNX2	49.86629104614258
0	25	ZEB1	49.82136535644531
0	26	SGCD	49.725181579589844
0	27	COL6A2	49.4969367980957
0	28	ANTXR1	49.469261169433594
0	29	COL8A1	49.42012405395508
0	30	DLC1	48.79228973388672
0	31	HMCN1	48.79197692871094
0	32	COL5A1	48.3720817565918
0	33	COL6A1	48.10989761352539
0	34	PDZRN3	47.881141662597656
0	35	KCND2	47.828304290771484
0	36	PRKG1	47.7924919128418
0	37	THBS2	47.76723861694336
0	38	PALLD	47.741329193115234
0	39	EBF1	47.42571258544922
0	40	TENM4	47.323551177978516
0	41	SLIT2	47.12022018432617
0	42	ITGBL1	47.04606628417969
0	43	TCF4	46.938812255859375
0	44	ROR2	46.89409637451172
0	45	NAV3	46.79056930541992
0	46	PCDH7	46.205318450927734
0	47	ADAMTS12	45.91194534301758
0	48	GAS7	45.90871810913086
0	49	GXYLT2	45.85307312011719
1	0	CALD1	73.56584167480469
1	1	PRKG1	70.79439544677734
1	2	IGFBP7	67.84419250488281
1	3	COL5A2	67.14714050292969
1	4	CACNA1C	66.50817108154297
1	5	ITGA1	65.34029388427734
1	6	DLC1	65.22154998779297
1	7	SULF1	64.91429138183594
1	8	COL1A2	63.884090423583984
1	9	COL6A3	63.656089782714844
1	10	COL3A1	63.47075271606445
1	11	COL4A2	63.3173942565918
1	12	FN1	62.513824462890625
1	13	CARMN	62.50261306762695
1	14	UACA	62.47969055175781
1	15	ANTXR1	61.90134048461914
1	16	ZFPM2	61.174983978271484
1	17	CDH11	60.98259735107422
1	18	ADAMTS12	60.90031433105469
1	19	CCDC102B	59.73260498046875
1	20	COL4A1	59.467288970947266
1	21	PDE3A	59.05466079711914
1	22	COL5A1	58.87110900878906
1	23	VCAN	58.77763366699219
1	24	LHFPL6	58.383201599121094
1	25	MIR4435-2HG	57.506290435791016
1	26	TPM1	57.16211700439453
1	27	COL1A1	56.90669631958008
1	28	SPARC	56.84233093261719
1	29	LPP	56.46562957763672
1	30	PTPRG	56.218666076660156
1	31	UBE2E2	56.10422897338867
1	32	MSRB3	55.712371826171875
1	33	PDGFRB	55.33930206298828
1	34	VMP1	55.32633972167969
1	35	ZEB2	54.7309684753418
1	36	POSTN	54.560028076171875
1	37	DENND2B	54.41535568237305
1	38	CACNA2D1	54.39231491088867
1	39	NTM	54.117671966552734
1	40	RUNX1	53.96515655517578
1	41	PARD3B	53.83995056152344
1	42	KIF26B	53.27751922607422
1	43	PDZRN3	52.94668197631836
1	44	SEMA5A	52.468475341796875
1	45	PALLD	52.32737731933594
1	46	BICC1	52.03348159790039
1	47	THBS2	51.884708404541016
1	48	MSC-AS1	51.848602294921875
1	49	TCF4	51.77030944824219
2	0	ACACB	15.66915225982666
2	1	SIK2	15.661764144897461
2	2	EBF1	15.649701118469238
2	3	CD36	15.618663787841797
2	4	LIPE-AS1	15.604605674743652
2	5	PPARG	15.560745239257812
2	6	SORBS1	15.53054428100586
2	7	LAMA4	15.486048698425293
2	8	TMEM132C	15.470498085021973
2	9	SLC19A3	15.456684112548828
2	10	GYG2	15.424144744873047
2	11	PTGER3	15.419327735900879
2	12	GBE1	15.38713550567627
2	13	TNS1	15.38642406463623
2	14	TENM3	15.36880111694336
2	15	PDE3B	15.339191436767578
2	16	GRK3	15.315094947814941
2	17	PLIN1	15.268746376037598
2	18	TRHDE	15.249094009399414
2	19	PLIN4	15.243680953979492
2	20	PRKAR2B	15.208850860595703
2	21	LINC00598	15.185946464538574
2	22	ANO6	15.146655082702637
2	23	ADIPOQ	15.09532642364502
2	24	TWIST2	15.081500053405762
2	25	PLXNA4	15.077737808227539
2	26	LVRN	15.077235221862793
2	27	GPAM	15.068891525268555
2	28	MGST1	15.044816017150879
2	29	FAM13A	14.990703582763672
2	30	PDZRN3	14.987061500549316
2	31	MAST4	14.94173812866211
2	32	ADH1B	14.938061714172363
2	33	MAPK10	14.933106422424316
2	34	LIMA1	14.882258415222168
2	35	DMD	14.8658447265625
2	36	LPL	14.850971221923828
2	37	GHR	14.843704223632812
2	38	PPP2R1B	14.796797752380371
2	39	PLAAT3	14.789633750915527
2	40	SOS1	14.773061752319336
2	41	PTH2R	14.754281044006348
2	42	GSE1	14.689481735229492
2	43	LINC02607	14.678688049316406
2	44	SLC16A7	14.671648025512695
2	45	DIRC3	14.663342475891113
2	46	ASPH	14.660141944885254
2	47	CLMP	14.656534194946289
2	48	TEAD1	14.615887641906738
2	49	SPTBN1	14.570131301879883
3	0	MIR4300HG	21.937088012695312
3	1	CACNA1D	21.897422790527344
3	2	CAPN8	21.88835906982422
3	3	SLC30A8	21.819725036621094
3	4	MLPH	21.63869857788086
3	5	LRP1B	21.566492080688477
3	6	PTPRN2	21.417598724365234
3	7	PATJ	21.39822006225586
3	8	NIBAN1	21.377235412597656
3	9	ST8SIA6	21.272727966308594
3	10	ASTN2	21.26540756225586
3	11	ESRRG	21.16851806640625
3	12	COL27A1	21.165346145629883
3	13	LINC00882	20.9842586517334
3	14	LINC01876	20.93410301208496
3	15	GREB1L	20.895811080932617
3	16	NEDD4L	20.844106674194336
3	17	BMPR1B	20.839130401611328
3	18	SYTL2	20.68650245666504
3	19	C1orf21	20.660215377807617
3	20	GPATCH2	20.587095260620117
3	21	HIVEP3	20.554731369018555
3	22	ELAPOR1	20.29874610900879
3	23	GOLGA4	20.284135818481445
3	24	HDAC9	20.176692962646484
3	25	MBOAT2	20.109272003173828
3	26	CMYA5	20.06954002380371
3	27	MEGF9	19.920854568481445
3	28	SHANK2	19.911083221435547
3	29	MIRLET7BHG	19.870012283325195
3	30	APBB2	19.68741798400879
3	31	PLCL1	19.588836669921875
3	32	NCKAP5	19.364431381225586
3	33	FOXP1	19.333383560180664
3	34	SCGB2A2	19.18710708618164
3	35	SMYD3	19.140018463134766
3	36	LINC01811	19.11456298828125
3	37	ARHGAP32	19.03523826599121
3	38	ARHGEF38	18.886764526367188
3	39	AGAP1	18.86373519897461
3	40	NEBL	18.83039093017578
3	41	PPP3CA	18.828723907470703
3	42	EPB41L4A	18.796401977539062
3	43	KCTD1	18.66684913635254
3	44	CELSR1	18.63515853881836
3	45	TSIX	18.622447967529297
3	46	FGF13	18.568439483642578
3	47	LDLRAD3	18.55607795715332
3	48	SESTD1	18.506616592407227
3	49	GALNT7	18.45903205871582
4	0	DST	32.697021484375
4	1	FHOD3	32.61187744140625
4	2	SEMA3C	32.58012390136719
4	3	DMD	32.53219985961914
4	4	ADAMTS9-AS2	32.49784469604492
4	5	KLHL13	32.495784759521484
4	6	TP63	32.48597717285156
4	7	KLHL29	32.47868728637695
4	8	PIK3R1	32.47792053222656
4	9	FTX	32.46348190307617
