cluster	rank	gene	score
0	0	BCL11B	25.96670150756836
0	1	TCF7	25.335599899291992
0	2	RPS20	24.83289909362793
0	3	RPS13	24.80712890625
0	4	PRKCQ-AS1	24.240894317626953
0	5	RPS3A	24.166913986206055
0	6	RPL23	24.087865829467773
0	7	RPL31	24.057695388793945
0	8	RPS16	23.934053421020508
0	9	RPS6	23.88594627380371
0	10	RPS14	23.5070743560791
0	11	RPS8	23.299760818481445
0	12	RPL9	23.28464126586914
0	13	RPL21	23.23653221130371
0	14	RPL30	23.1057071685791
0	15	TPT1	23.04862403869629
0	16	RPL34	22.918651580810547
0	17	RPL7	22.896074295043945
0	18	GAS5	22.850526809692383
0	19	RPL5	22.73468589782715
0	20	RPL38	22.728729248046875
0	21	RPLP2	22.49834442138672
0	22	RPS12	22.44871711730957
0	23	LDHB	22.422983169555664
0	24	RPL32	22.389312744140625
0	25	RPL27A	22.10904312133789
0	26	RPS15A	22.082115173339844
0	27	CCR7	21.82567024230957
0	28	RPS25	21.674776077270508
0	29	RPL35A	21.483402252197266
0	30	RPS28	21.47776985168457
0	31	RPL13	21.21105194091797
0	32	LEF1	21.039663314819336
0	33	RPL22	20.932371139526367
0	34	RPS23	20.76654624938965
0	35	RPS4X	20.733966827392578
0	36	RPL11	20.673009872436523
0	37	RPS27	20.642786026000977
0	38	RPL19	20.617870330810547
0	39	RPS29	20.44359588623047
0	40	RPS27A	20.43511390686035
0	41	EEF1B2	20.326133728027344
0	42	RPL37	20.238554000854492
0	43	NPM1	20.216299057006836
0	44	RPS10	20.17880630493164
0	45	RPL3	20.018783569335938
0	46	RPL39	19.6890926361084
0	47	RCAN3	19.578901290893555
0	48	PIK3IP1	19.555110931396484
0	49	RPS3	19.5141544342041
1	0	RPL32	34.70947265625
1	1	RPS3A	34.51976013183594
1	2	RPS12	34.053829193115234
1	3	RPS14	34.019229888916016
1	4	RPL34	34.003013610839844
1	5	RPL30	33.73573303222656
1	6	RPL35A	33.18828201293945
1	7	RPL19	33.054298400878906
1	8	RPL11	32.97727966308594
1	9	RPS27A	32.93449020385742
1	10	RPL21	32.92634963989258
1	11	RPS6	32.89036178588867
1	12	RPL13	32.66538619995117
1	13	RPS15A	32.48879623413086
1	14	RPL9	32.30866241455078
1	15	RPS13	32.268714904785156
1	16	RPS23	32.19296646118164
1	17	RPS28	32.0941162109375
1	18	RPL10	31.326467514038086
1	19	RPL37	31.302549362182617
1	20	RPL3	31.08298683166504
1	21	RPL39	31.0814151763916
1	22	RPS16	31.000534057617188
1	23	RPS21	30.924551010131836
1	24	RPL5	30.9041748046875
1	25	TPT1	30.81363296508789
1	26	RPS4X	30.581768035888672
1	27	RPS27	30.563232421875
1	28	RPS3	30.556663513183594
1	29	RPS18	30.465736389160156
1	30	RPL29	30.187456130981445
1	31	RPL14	30.06380271911621
1	32	RPLP2	29.961559295654297
1	33	RPL22	29.880577087402344
1	34	RPS15	29.755468368530273
1	35	RPS10	29.72570037841797
1	36	RPL18	29.65289306640625
1	37	RPS5	29.6258487701416
1	38	EEF1A1	29.521047592163086
1	39	RPL36	29.251174926757812
1	40	RPL38	29.158676147460938
1	41	RPL10A	28.96238136291504
1	42	RPS25	28.934852600097656
1	43	RPS8	28.509435653686523
1	44	RPS9	28.45920753479004
1	45	RPS2	28.415481567382812
1	46	RPL37A	28.32935333251953
1	47	RPS29	28.241802215576172
1	48	RPL24	28.18829917907715
1	49	RPL41	28.14104652404785
2	0	SNCA	14.937002182006836
2	1	HBA1	14.444931030273438
2	2	HBB	14.170406341552734
2	3	ALAS2	13.971853256225586
2	4	SLC25A37	13.79373836517334
2	5	HBA2	13.790719032287598
2	6	HBD	13.776714324951172
2	7	SLC25A39	13.594003677368164
2	8	AHSP	13.574748039245605
2	9	UBB	12.663166046142578
2	10	SLC4A1	12.572664260864258
2	11	GMPR	12.529163360595703
2	12	GLRX5	12.522643089294434
2	13	TRIM58	12.278401374816895
2	14	BNIP3L	12.277351379394531
2	15	BCL2L1	12.262953758239746
2	16	MPP1	12.249692916870117
2	17	SELENBP1	12.223479270935059
2	18	BLVRB	12.008383750915527
2	19	HBM	11.839677810668945
2	20	MKRN1	11.747556686401367
2	21	DCAF12	11.637317657470703
2	22	FAM210B	11.57044792175293
2	23	CA1	11.2512845993042
2	24	FBXO7	10.834004402160645
2	25	FECH	10.809410095214844
2	26	RBM38	10.717901229858398
2	27	BPGM	10.688361167907715
2	28	ADIPOR1	10.685254096984863
2	29	YBX3	10.457337379455566
2	30	FKBP8	10.239310264587402
2	31	HEMGN	10.071828842163086
2	32	CDC34	10.0116548538208
2	33	PITHD1	9.89130687713623
2	34	STRADB	9.72378158569336
2	35	BSG	9.700193405151367
2	36	HAGH	9.614593505859375
2	37	GUK1	9.383393287658691
2	38	GSPT1	9.262476921081543
2	39	GYPC	9.241732597351074
2	40	PDZK1IP1	8.999679565429688
2	41	EPB42	8.92572021484375
2	42	TENT5C	8.907515525817871
2	43	LGALS3	8.40914249420166
