cluster	rank	gene	score
0	0	SUB1	7.298105716705322
0	1	S1PR4	7.185738563537598
0	2	FAS	6.568512916564941
0	3	PARP1	6.518473148345947
0	4	PRDM1	6.505244731903076
0	5	CCDC167	6.465658664703369
0	6	NHERF1	6.216746807098389
0	7	PRDX1	6.034274578094482
0	8	CYTOR	5.987009048461914
0	9	CDC25B	5.918191909790039
0	10	UCP2	5.809342384338379
0	11	GYPC	5.779318332672119
0	12	SMC4	5.65114688873291
0	13	TXN	5.6386613845825195
0	14	TAP1	5.5870361328125
0	15	OPTN	5.575888633728027
0	16	AQP3	5.514007568359375
0	17	SLC25A39	5.483834743499756
0	18	ITGB7	5.438253879547119
0	19	SIT1	5.42626428604126
0	20	HBB	5.3296027183532715
0	21	CNN2	5.251718997955322
0	22	GUK1	5.233486652374268
0	23	R3HDM4	5.22015905380249
0	24	ACTG1	5.138559341430664
0	25	TRAC	5.04135274887085
0	26	SHMT2	5.003698825836182
0	27	C12orf75	4.997506141662598
0	28	ARL6IP1	4.981899261474609
0	29	ISG20	4.976251602172852
0	30	ITGB1	4.955839157104492
0	31	TRIB2	4.912041664123535
0	32	EIF3A	4.877162456512451
0	33	MXD4	4.86978006362915
0	34	RAC2	4.869284629821777
0	35	RNF10	4.868095874786377
0	36	CLDND1	4.859821796417236
0	37	DYNLL1	4.847584247589111
0	38	SEC11C	4.838368892669678
0	39	PSMB8	4.825536727905273
0	40	CD27	4.823554992675781
0	41	ATP5F1A	4.787139892578125
0	42	ADH5	4.779163360595703
0	43	ANXA2	4.765043258666992
0	44	H1-2	4.760831832885742
0	45	RHOF	4.740568161010742
0	46	JPT1	4.73348331451416
0	47	COX5A	4.728875637054443
0	48	FKBP8	4.718966484069824
0	49	RIOK3	4.683145999908447
1	0	CD79A	34.76749038696289
1	1	MS4A1	34.131126403808594
1	2	CD37	33.83341979980469
1	3	CD74	33.755184173583984
1	4	HLA-DPB1	33.00352096557617
1	5	IGHM	32.54128646850586
1	6	HLA-DQB1	32.411338806152344
1	7	HLA-DRA	32.21314239501953
1	8	HLA-DPA1	31.922819137573242
1	9	CD79B	31.821744918823242
1	10	HLA-DRB1	31.27060890197754
1	11	IGHD	29.923648834228516
1	12	HLA-DRB6	29.788349151611328
1	13	BANK1	29.754011154174805
1	14	HLA-DQA1	29.256023406982422
1	15	TNFRSF13C	28.675304412841797
1	16	RPS11	28.114194869995117
1	17	PAX5	26.7607479095459
1	18	HLA-DMA	26.614431381225586
1	19	RALGPS2	26.40877914428711
1	20	AFF3	26.0150146484375
1	21	LINC00926	25.736921310424805
1	22	CD22	25.002147674560547
1	23	MEF2C	24.530349731445312
1	24	RPL18A	24.32080078125
1	25	JUND	24.211505889892578
1	26	TCL1A	24.10784149169922
1	27	CD52	23.804489135742188
1	28	IGKC	23.69142723083496
1	29	TSC22D3	23.681659698486328
1	30	HLA-DMB	23.663875579833984
1	31	JUN	23.091283798217773
1	32	CXCR4	22.970542907714844
1	33	BCL11A	22.88039207458496
1	34	BTG1	21.443954467773438
1	35	FAU	21.185415267944336
1	36	MARCHF1	20.969472885131836
1	37	RPL8	20.771183013916016
1	38	P2RX5	20.483245849609375
1	39	FCER2	20.192550659179688
1	40	LAPTM5	19.68389892578125
1	41	MT-RNR2	19.51944351196289
1	42	IRF8	19.468069076538086
1	43	PLPP5	18.58531951904297
1	44	IGLC2	18.514127731323242
1	45	HVCN1	18.497276306152344
1	46	FCMR	18.493324279785156
1	47	SWAP70	18.44289779663086
1	48	RPS5	18.37261962890625
1	49	RPL13A	18.072118759155273
2	0	KLRB1	12.879127502441406
2	1	GZMK	11.014022827148438
2	2	IL7R	9.928315162658691
2	3	DUSP1	9.812853813171387
2	4	CXCR4	9.585662841796875
2	5	NCR3	9.521474838256836
2	6	TNFAIP3	9.415384292602539
2	7	CD69	9.180536270141602
2	8	ODF2L	8.75411605834961
2	9	ARL4C	8.625321388244629
2	10	KLRG1	8.596027374267578
2	11	GZMA	8.39531135559082
2	12	LYAR	8.358818054199219
2	13	SRSF7	8.163092613220215
2	14	CCL5	8.132617950439453
2	15	LINC01871	8.070143699645996
2	16	SLC4A10	8.025193214416504
2	17	IL32	7.947216033935547
2	18	PPP1R15A	7.946720600128174
2	19	DUSP2	7.633171558380127
2	20	NKG7	7.380077362060547
2	21	SYNE2	7.361297130584717
2	22	ZFP36L2	7.325374603271484
2	23	SPOCK2	7.209684371948242
2	24	MYBL1	7.196846961975098
2	25	FOS	7.134601593017578
2	26	MT-CYB	7.020777702331543
2	27	CALM1	6.888745307922363
2	28	PHACTR2	6.793129920959473
2	29	LINC-PINT	6.789511203765869
2	30	RORA	6.77351188659668
2	31	CTSW	6.692334175109863
2	32	RPLP0	6.642202854156494
2	33	TSC22D3	6.636374473571777
2	34	EIF1	6.6211371421813965
2	35	MT-CO3	6.568263053894043
2	36	ARL4A	6.3799662590026855
2	37	CST7	6.339282035827637
2	38	SELENOK	6.1503753662109375
2	39	HLA-C	6.022190093994141
2	40	PPP2R5C	5.938879489898682
2	41	ERN1	5.9073381423950195
2	42	HOPX	5.8756818771362305
2	43	CD81	5.781743049621582
2	44	H3-3B	5.750010967254639
2	45	HCST	5.7471160888671875
2	46	GBP5	5.721174240112305
2	47	DPP4	5.577332496643066
2	48	LTB	5.569789886474609
2	49	EZR	5.511696815490723
3	0	S100A8	8.791156768798828
3	1	S100A9	8.672667503356934
3	2	MNDA	8.429676055908203
3	3	CD14	8.374659538269043
3	4	FCN1	8.142802238464355
3	5	CYBB	8.1323823928833
3	6	LYZ	8.09618091583252
3	7	GRN	8.066588401794434
3	8	LGALS2	7.882781982421875
3	9	VCAN	7.8388991355896
3	10	NCF2	7.828062534332275
3	11	CSTA	7.810854911804199
3	12	MS4A6A	7.701595306396484
3	13	CSF3R	7.698141574859619
3	14	CST3	7.6973676681518555
3	15	CD302	7.662594795227051
3	16	FGL2	7.6095428466796875
3	17	S100A12	7.57506799697876
3	18	CPVL	7.568220615386963
3	19	TKT	7.557443618774414
3	20	NEAT1	7.516002178192139
3	21	CD36	7.503974914550781
3	22	SPI1	7.491054058074951
