cluster	rank	gene	score
0	0	RPS13	27.44974136352539
0	1	BCL11B	27.331283569335938
0	2	RPS3A	27.314592361450195
0	3	RPS20	27.213279724121094
0	4	RPS16	26.884538650512695
0	5	TCF7	26.867345809936523
0	6	RPS6	26.766098022460938
0	7	RPS14	26.58966636657715
0	8	PRKCQ-AS1	26.466838836669922
0	9	RPL21	26.448253631591797
0	10	RPL30	26.332321166992188
0	11	RPL31	26.320972442626953
0	12	RPL23	25.984378814697266
0	13	RPL9	25.949556350708008
0	14	RPL34	25.92150115966797
0	15	RPL32	25.694169998168945
0	16	RPL38	25.672605514526367
0	17	RPL5	25.645633697509766
0	18	RPS8	25.4669189453125
0	19	TPT1	25.344463348388672
0	20	RPS12	25.32450294494629
0	21	RPLP2	25.254531860351562
0	22	RPL7	25.057653427124023
0	23	GAS5	24.93560218811035
0	24	RPS15A	24.774938583374023
0	25	RPS28	24.636293411254883
0	26	RPL35A	24.614776611328125
0	27	LDHB	24.118833541870117
0	28	RPL11	24.03806495666504
0	29	RPL13	23.781543731689453
0	30	RPS25	23.752338409423828
0	31	RPS23	23.68920135498047
0	32	RPS27	23.681283950805664
0	33	RPS27A	23.647966384887695
0	34	RPL27A	23.614097595214844
0	35	RPL22	23.569107055664062
0	36	RPS29	23.282394409179688
0	37	RPL19	23.28101921081543
0	38	RPS4X	23.020919799804688
0	39	RPL3	22.979589462280273
0	40	RPL37	22.80869483947754
0	41	CCR7	22.700647354125977
0	42	NPM1	22.600208282470703
0	43	EEF1B2	22.435287475585938
0	44	RPS10	22.406373977661133
0	45	RPS21	22.2460994720459
0	46	RPL39	22.12853240966797
0	47	RPL24	22.068809509277344
0	48	RPS3	22.06247901916504
0	49	RPL18	21.90084457397461
1	0	RPL32	32.038291931152344
1	1	RPS3A	31.818965911865234
1	2	RPS12	31.67165756225586
1	3	RPS14	31.43311309814453
1	4	RPL34	31.419485092163086
1	5	RPL19	31.008926391601562
1	6	RPL30	30.929542541503906
1	7	RPL35A	30.7109432220459
1	8	RPL13	30.454607009887695
1	9	RPS27A	30.3380126953125
1	10	RPS6	30.267480850219727
1	11	RPS15A	30.264240264892578
1	12	RPL11	30.070056915283203
1	13	RPL21	30.008464813232422
1	14	RPL9	29.86741828918457
1	15	RPS23	29.732128143310547
1	16	RPS13	29.6088924407959
1	17	RPL37	29.35295295715332
1	18	RPS28	29.195201873779297
1	19	RPL10	29.09900665283203
1	20	RPL39	29.006736755371094
1	21	TPT1	28.83025360107422
1	22	RPL3	28.764753341674805
1	23	RPS4X	28.64453887939453
1	24	RPS21	28.579200744628906
1	25	RPS3	28.428815841674805
1	26	RPL5	28.40222930908203
1	27	RPS16	28.130020141601562
1	28	RPS15	28.069133758544922
1	29	RPS18	28.06095314025879
1	30	EEF1A1	28.012792587280273
1	31	RPL29	28.005081176757812
1	32	RPS10	27.769577026367188
1	33	RPS27	27.673851013183594
1	34	RPL14	27.578994750976562
1	35	RPL18	27.530651092529297
1	36	RPL36	27.418203353881836
1	37	RPLP2	27.36785125732422
1	38	RPS5	27.319110870361328
1	39	RPL22	27.270387649536133
1	40	RPS25	27.106718063354492
1	41	RPL28	26.776573181152344
1	42	RPL41	26.69664764404297
1	43	RPL10A	26.63226890563965
1	44	RPS2	26.602296829223633
1	45	RPS8	26.39864730834961
1	46	RPS9	26.37399673461914
1	47	RPL38	26.332820892333984
1	48	RPL37A	26.33180809020996
1	49	RPL26	25.814626693725586
2	0	CD79A	34.56864929199219
2	1	MS4A1	34.06947326660156
2	2	CD37	33.670135498046875
2	3	CD74	33.5250129699707
