dataset_id	tissue	organism	n_cells	median_mito_pct	p95_mito_pct	mean_mito_pct	pct_removed_at_05pct	pct_removed_at_10pct	pct_removed_at_15pct	pct_removed_at_20pct	pct_removed_at_25pct	pct_removed_at_30pct	pct_removed_at_50pct
37a17b78-4864-4a42-b67b-31c00962795a	brain	Homo sapiens	50000	0.13923482730478562	0.7064964975293653	0.21766866965071124	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d6505c89-c43d-4c28-8c4f-7351a5fd5528	eye	Homo sapiens	50000	0.14612558552117028	2.703376750906019	0.503318116011546	0.642	0.03	0.004	0.0	0.0	0.0	0.0
46104f0b-9af5-466a-ae0f-56b8dc1969a2	blood	Homo sapiens	50000	3.1080065931319716	6.107116360438914	3.325569711176114	12.717999999999998	0.0	0.0	0.0	0.0	0.0	0.0
9f222629-9e39-47d0-b83f-e08d610c7479	lung	Homo sapiens	50000	4.294227031383165	14.948406194144374	5.473478863325857	42.768	14.510000000000002	4.954	1.7340000000000002	0.738	0.44400000000000006	0.092
0ba636a1-4754-4786-a8be-7ab3cf760fd6	breast	Homo sapiens	50000	1.884155499639144	5.453128931596685	2.2850351057181606	6.644	0.304	0.0	0.0	0.0	0.0	0.0
65badd7a-9262-4fd1-9ce2-eb5dc0ca8039	heart	Homo sapiens	50000	0.0687757909215956	0.5137041289448443	0.13153408420464022	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67b6b9ac-b841-42ce-b2d4-ed2ec12327bd	lymph node	Homo sapiens	50000	0.3670802457198136	5.320058432636704	1.192608123405341	5.63	0.7799999999999999	0.008	0.0	0.0	0.0	0.0
3c364ffe-d599-44d5-a77f-6c5fd7038cf6	central nervous system	Homo sapiens	50000	0.18122079794551413	2.127659574468085	0.48187639746408395	0.10200000000000001	0.002	0.0	0.0	0.0	0.0	0.0
f7c1c579-2dc0-47e2-ba19-8165c5a0e353	adrenal gland	Homo sapiens	50000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16023185-de21-4c0d-a9c8-73abdd52d142	large intestine	Homo sapiens	50000	10.832430202131812	42.23222838740445	15.056353034183894	74.18	52.617999999999995	38.658	28.718	21.544	15.598	0.01
74cff64f-9da9-4b2a-9b3b-8a04a1598040	placenta	Homo sapiens	50000	2.642497793283415	12.858826858354844	3.7890580904923463	28.054000000000002	9.15	2.926	0.012	0.0	0.0	0.0
a12ccb9b-4fbe-457d-8590-ac78053259ef	kidney	Homo sapiens	50000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9f222629-9e39-47d0-b83f-e08d610c7479	respiratory system	Homo sapiens	50000	5.744922471409131	18.37609834764164	6.980082927357809	56.025999999999996	25.979999999999997	9.67	3.556	1.3820000000000001	0.694	0.194
29244e1d-02e6-4133-b411-516ef7474638	endocrine gland	Homo sapiens	50000	1.9523651949197944	4.475056309895666	2.1375692238653565	2.6839999999999997	0.0	0.0	0.0	0.0	0.0	0.0
cd2f23c1-aef1-48ae-8eb4-0bcf124e567d	bone marrow	Homo sapiens	50000	3.216283405842138	6.063235363361796	3.2482666822347177	12.266	0.406	0.104	0.034	0.018000000000000002	0.012	0.004
34f5307e-7b4d-4a48-b68f-2ba844c6414b	liver	Homo sapiens	50000	1.9747417803541742	17.88490410294719	4.924855360903617	32.76	18.66	8.288	3.3640000000000003	1.444	0.742	0.01
e51bae9a-c747-4b64-904a-4da7cda218ab	pancreas	Homo sapiens	50000	9.49802140224877	25.890158078903674	11.008495618361758	80.368	47.010000000000005	22.654	10.754	5.62	2.778	0.0
b252b015-b488-4d5c-b16e-968c13e48a2c	abdomen	Homo sapiens	50000	7.159315426417442	19.417758904046348	8.299782289539843	74.252	27.242	11.738	4.332	0.024	0.0	0.0
19053a82-9c89-4fb8-bd19-d7b1800b0b7b	stomach	Homo sapiens	50000	3.892875404514086	53.30701071429732	10.31285134067559	38.035999999999994	20.8	16.381999999999998	13.836	11.888	10.4	5.634
72955cdb-bd92-4135-aa52-21f33f9640db	vasculature	Homo sapiens	50000	3.7367021820539406	9.311623076105207	4.407338509161416	30.631999999999998	3.7359999999999998	1.582	0.8380000000000001	0.356	0.042	0.0
18e2a8c5-33f7-455e-a58a-b2ba6921db27	reproductive system	Homo sapiens	50000	3.596797803591425	10.17934966172415	4.258188958306621	28.768	5.312	1.09	0.046	0.0	0.0	0.0
b252b015-b488-4d5c-b16e-968c13e48a2c	omentum	Homo sapiens	50000	8.50808665235299	20.896401674415003	9.695584963785503	82.06	38.582	17.628	6.38	0.042	0.0	0.0
a37f857c-779f-464e-9310-3db43a1811e7	small intestine	Homo sapiens	50000	8.321272607316025	18.8	8.857310643136698	77.0	36.46	12.293999999999999	3.726	0.152	0.0	0.0
19053a82-9c89-4fb8-bd19-d7b1800b0b7b	colon	Homo sapiens	50000	4.856345360943154	38.54533875710346	9.378641904515868	48.18	21.144	13.84	10.444	8.308	6.800000000000001	3.34
edc8d3fe-153c-4e3d-8be0-2108d30f8d70	nose	Homo sapiens	50000	6.149860524845467	15.916497145481978	7.067842658573512	61.07599999999999	23.932000000000002	6.626	1.0959999999999999	0.018000000000000002	0.0	0.0
f0f0d7c4-3bec-428e-9539-c99d36548d96	skin of body	Homo sapiens	50000	3.650712417344966	12.317138092466628	4.905718860803119	30.606	7.1	3.714	2.44	1.748	1.172	0.21
b3c9904b-2ffd-4038-8620-ee1c5b072e9c	musculature	Homo sapiens	50000	0.24713732765128532	6.200237194723514	1.549853688991274	8.802	0.008	0.0	0.0	0.0	0.0	0.0
1b350d0a-4535-4879-beb6-1142f3f94947	spleen	Homo sapiens	50000	3.884055634117585	9.976004694884583	4.515773590672379	29.596	4.954	0.736	0.01	0.002	0.002	0.0
6725ee8e-ef5b-4e68-8901-61bd14a1fe73	intestine	Homo sapiens	50000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ca46ffe6-0a26-4d8d-82fa-81722daf1102	adipose tissue	Homo sapiens	50000	1.3499822712677256	6.293762014877548	2.0042750768146664	8.86	0.046	0.0	0.0	0.0	0.0	0.0
dcfd4feb-18a3-4b30-81d7-1b0c544a8ab3	embryo	Mus musculus	50000	0.12616969963890873	1.1661897066113993	0.3056506043229754	0.27799999999999997	0.008	0.0	0.0	0.0	0.0	0.0
d7291f04-fbbb-4d65-990a-f01fa44e915b	brain	Mus musculus	50000	2.66376158039225	5.1438314687545965	2.903953669862898	5.59	0.438	0.092	0.024	0.012	0.006	0.0
23f77ae6-10af-4307-b136-76b26654ae7d	eye	Mus musculus	50000	3.8664864006148227	9.299857850729856	4.423836043674193	37.41	1.63	0.356	0.1	0.046	0.024	0.0
49e4ffcc-5444-406d-bdee-577127404ba8	pancreas	Mus musculus	50000	2.983439422930253	8.436988578752787	3.6388752759259337	17.322000000000003	3.04	0.32	0.01	0.0	0.0	0.0
25818bf7-e2a7-41ec-8ff2-bc369c0ff4f5	kidney	Mus musculus	50000	0.49851578281245096	2.3521296834382732	0.7580298846267584	0.0	0.0	0.0	0.0	0.0	0.0	0.0
